# GROWTH PER CELL CYCLE IN LINEAGE
# original file "wt_decCap_noRe_3gen_perturbed.txt" 
# mother	daughter	growthCycleMean	growthCycleStd
0.0	0.0	1.6141099999999997	0.005692968372377373
0.0	1.0	1.6090200000000003	0.007578155741632923
0.0	2.0	1.6097899999999998	0.006801543942370752
0.0	3.0	1.6061900000000002	0.0044697626086602806
0.0	4.0	1.6086500000000001	0.008218035720968329
0.0	5.0	1.61783	0.010123026556651218
0.0	6.0	1.6188299999999998	0.010485762834540094
0.0	7.0	1.625022222222222	0.010680680897978549
0.0	8.0	1.6431333333333333	0.029469962108334427
0.0	9.0	1.671525	0.03558102256353331
1.0	1.0	1.6091056179775283	0.007805321022321331
1.0	2.0	1.6084966292134832	0.007071749967270588
1.0	3.0	1.6084235955056183	0.0065402255742289
1.0	4.0	1.6106617977528088	0.008774323408492143
1.0	5.0	1.6125056818181824	0.013046974000290763
1.0	6.0	1.6138928571428572	0.011317890579081813
1.0	7.0	1.6141910256410257	0.009297774987254728
1.0	8.0	1.6168223684210525	0.012163821753426137
1.0	9.0	1.62089	0.012875413599660362
1.0	10.0	1.5953349999999997	0.20991483892687274
1.0	11.0	1.5874999999999997	0.24820539689462648
1.0	12.0	1.5230344827586206	0.422662486317276
1.0	13.0	1.3873538461538464	0.6164049367304265
1.0	14.0	1.62372	0.010349734296106326
1.0	15.0	0.8112	0.9367598660631585
1.0	16.0	1.63795	0.03401183617507296
1.0	17.0	NaN	NaN
1.0	18.0	NaN	NaN
1.0	19.0	NaN	NaN
1.0	20.0	NaN	NaN
2.0	1.0	1.6107674157303373	0.007751873311436914
2.0	2.0	1.6098011494252873	0.007645967081863974
2.0	3.0	1.6107885057471265	0.009101845267643776
2.0	4.0	1.6120141176470584	0.009304737054461096
2.0	5.0	1.610929411764706	0.008112744581820626
2.0	6.0	1.614566265060241	0.009881891261519529
2.0	7.0	1.6163707317073168	0.013068041195701907
2.0	8.0	1.5961266666666667	0.18712619844410922
2.0	9.0	1.5187661290322576	0.4025042824101881
2.0	10.0	1.5645653061224487	0.32664777255160515
2.0	11.0	1.4521416666666667	0.5214294009875985
2.0	12.0	1.566017391304348	0.342317969746064
2.0	13.0	1.4585222222222223	0.5479053722536807
2.0	14.0	1.64106	0.015008430963961575
2.0	15.0	NaN	NaN
3.0	1.0	1.6091952941176473	0.00659485560480131
3.0	2.0	1.5916976470588238	0.1749282601093201
3.0	3.0	1.60964578313253	0.0075289409290663556
3.0	4.0	1.612562195121951	0.008806025437780664
3.0	5.0	1.6161234567901235	0.012718178639303445
3.0	6.0	1.5941558441558443	0.18447042730725913
3.0	7.0	1.5946875	0.19093695880032102
3.0	8.0	1.6196984615384613	0.01480618000519222
3.0	9.0	1.563888679245283	0.31312904237241906
3.0	10.0	1.6315756097560974	0.023283865448930564
3.0	11.0	1.634159090909091	0.01890199432891645
3.0	12.0	1.64155	0.029131076454271553
