# REJUVENATION INDEX IN LINEAGE
# original file "wt_decCap_noRe_3gen_perturbed.txt" 
# mother	daughter	rejMean	rejStd
0.0	0.0	0.0	0.0
0.0	1.0	0.35656	0.34624721803936565
0.0	2.0	0.21757999999999997	0.2691920908529405
0.0	3.0	0.29447999999999996	0.17211424371297365
0.0	4.0	0.16684000000000004	0.2639288085829207
0.0	5.0	-0.11487	0.11152461661494789
0.0	6.0	-0.23017000000000004	0.1978678574200469
0.0	7.0	-0.4555111111111112	0.11477026449002856
0.0	8.0	-0.5974499999999999	0.1079148506925715
0.0	9.0	-0.79725	0.1235487623032569
1.0	1.0	0.17003820224719102	0.36222053192948184
1.0	2.0	0.13535955056179777	0.3634095325459285
1.0	3.0	0.05077752808988765	0.3503395005214776
1.0	4.0	-0.02341685393258426	0.37509459208067986
1.0	5.0	-0.14013636363636361	0.2946815371170365
1.0	6.0	-0.26288333333333336	0.25192532161472525
1.0	7.0	-0.3717397435897437	0.25213510001519757
1.0	8.0	-0.48446052631578923	0.2529590043618121
1.0	9.0	-0.6076371428571429	0.16120200952772393
1.0	10.0	-0.7706733333333333	0.19436255207657033
1.0	11.0	-0.9318534883720928	0.21214313715579733
1.0	12.0	-1.0742862068965515	0.3797654630766374
1.0	13.0	-1.3151538461538463	0.1835233845925573
1.0	14.0	-1.3455400000000002	0.06829533659042908
1.0	15.0	-1.58345	0.21371514530639454
1.0	16.0	-1.5888	0.07764032457428285
1.0	17.0	NaN	NaN
1.0	18.0	NaN	NaN
1.0	19.0	NaN	NaN
1.0	20.0	NaN	NaN
2.0	1.0	0.13062134831460673	0.36889343111031836
2.0	2.0	0.11440574712643677	0.35755824907029393
2.0	3.0	0.019134482758620685	0.33773358112626123
2.0	4.0	-0.09813764705882352	0.2738370409466144
2.0	5.0	-0.11289058823529413	0.2602499515683269
2.0	6.0	-0.21453493975903615	0.31662751695964914
2.0	7.0	-0.3241268292682927	0.23745601648543457
2.0	8.0	-0.4894613333333331	0.17940516345376983
2.0	9.0	-0.6664306451612902	0.16195708963038377
2.0	10.0	-0.8253979591836733	0.16596716729747574
2.0	11.0	-0.9449611111111109	0.2007867742909346
2.0	12.0	-1.0905304347826084	0.1786473174487111
2.0	13.0	-1.2520444444444445	0.1781256937608322
2.0	14.0	-1.4302	0.12439901526941444
2.0	15.0	NaN	NaN
3.0	1.0	0.24667411764705888	0.3419067845511827
3.0	2.0	0.15030470588235295	0.3339606328046845
3.0	3.0	0.07847469879518074	0.25173862986573287
3.0	4.0	-0.03450975609756097	0.2782096733990019
3.0	5.0	-0.14532716049382718	0.24937618722140736
3.0	6.0	-0.24410389610389613	0.25286068529692624
3.0	7.0	-0.33051666666666674	0.28708346874762575
3.0	8.0	-0.4881523076923079	0.24416274100720992
3.0	9.0	-0.6296999999999999	0.17310745884476586
3.0	10.0	-0.7951536585365854	0.1511397748733949
3.0	11.0	-0.9648636363636367	0.1555661994915426
3.0	12.0	-1.1374785714285716	0.13449613193506538
3.0	13.0	-1.2848375000000003	0.13788559375179743
3.0	14.0	-1.3652	0.06782573257989924
3.0	15.0	NaN	NaN
4.0	1.0	0.2668777777777778	0.35636911236806146
4.0	2.0	0.18204625000000002	0.30433791510102387
4.0	3.0	0.0876675	0.2998597084524104
4.0	4.0	0.03334025974025975	0.28389521522253147
4.0	5.0	-0.10066266666666666	0.25454854566644236
4.0	6.0	-0.24286571428571427	0.23490252550496948
4.0	7.0	-0.38608771929824576	0.18630612871425142
4.0	8.0	-0.5019274509803922	0.16821747005401236
4.0	9.0	-0.6425552631578949	0.17204942674075016
4.0	10.0	-0.8523366666666671	0.1579292213430529
4.0	11.0	-1.0084625	0.13259232695245476
4.0	12.0	-1.11232	0.10758531291749611
4.0	13.0	-1.328275	0.0990833091032851
4.0	14.0	NaN	NaN
5.0	1.0	0.35937333333333343	0.28777130716112964
5.0	2.0	0.2664093333333334	0.28199872683886135
5.0	3.0	0.1696702702702703	0.2936658938082993
5.0	4.0	0.06373239436619718	0.2909574469499169
5.0	5.0	-0.09025588235294119	0.23176528681801487
5.0	6.0	-0.1544619047619048	0.23076437880519088
5.0	7.0	-0.3642269230769231	0.1777610470524137
5.0	8.0	-0.5687111111111112	0.14492622118616627
5.0	9.0	-0.7004761904761905	0.19978500670661425
5.0	10.0	-0.9165818181818182	0.13705173343071453
5.0	11.0	-0.919775	0.12441796159183234
5.0	12.0	-1.1804	0.19202468591303573
5.0	13.0	NaN	NaN
5.0	14.0	NaN	NaN
5.0	15.0	NaN	NaN
5.0	16.0	NaN	NaN
6.0	1.0	0.35803188405797104	0.29650423788894487
6.0	2.0	0.2810492753623189	0.35024472184929606
6.0	3.0	0.1395955882352941	0.2960774436981193
6.0	4.0	0.028704761904761896	0.25445253719826794
6.0	5.0	-0.039372413793103446	0.259790223600277
6.0	6.0	-0.23609807692307694	0.17040639715781708
