# REJUVENATION INDEX IN LINEAGE
# original file "wt_decCap_noRe_3gen.txt" 
# mother	daughter	rejMean	rejStd
7.0	31.0	-1.87735	0.4390426004387275
7.0	32.0	-2.30795	0.05098239892354996
7.0	33.0	-2.5036500000000004	0.004737615433949818
7.0	34.0	-2.46425	0.27202397872246487
7.0	35.0	-2.386	0.27209468940058334
7.0	36.0	-2.5033000000000003	0.32724901833313425
7.0	37.0	-2.58155	0.3270368862987785
7.0	38.0	-2.1911	0.4467500643536608
7.0	39.0	-2.7380500000000003	0.32675404358630356
7.0	40.0	-2.50375	0.11532911601152591
7.0	41.0	NaN	NaN
7.0	42.0	NaN	NaN
7.0	43.0	NaN	NaN
7.0	44.0	NaN	NaN
8.0	1.0	0.30524333333333337	0.6276534634711123
8.0	2.0	0.30177416666666673	0.48621851184401016
8.0	3.0	0.2697563025210084	0.4801067899637159
8.0	4.0	0.17388403361344537	0.4501541103311164
8.0	5.0	0.1070218487394958	0.502834077017571
8.0	6.0	0.04884955752212388	0.4345014585960834
8.0	7.0	0.020708181818181817	0.31361471340572294
8.0	8.0	-0.1693471153846154	0.3087965383995108
8.0	9.0	-0.20887938144329896	0.30808581019814385
8.0	10.0	-0.2924829545454546	0.3513505984617732
8.0	11.0	-0.4130974358974359	0.2936299844796982
8.0	12.0	-0.5257333333333334	0.27756135750404304
8.0	13.0	-0.6220685185185184	0.22780993304505012
8.0	14.0	-0.693070731707317	0.18690189571524204
8.0	15.0	-0.7924125	0.3072313069459914
8.0	16.0	-0.9018590909090908	0.3070280174265021
8.0	17.0	-0.965257142857143	0.29138787978142894
8.0	18.0	-1.0491636363636365	0.32602048178826826
8.0	19.0	-1.0295555555555556	0.30084468214973953
8.0	20.0	-1.274557142857143	0.26245559533721036
8.0	21.0	-1.3264	0.22810010960102584
8.0	22.0	-1.034025	0.4785793864832319
8.0	23.0	-1.63855	0.21771817792733802
8.0	24.0	-1.6773500000000001	0.38318116472499
8.0	25.0	-1.6773500000000001	0.38318116472499
8.0	26.0	NaN	NaN
8.0	27.0	NaN	NaN
8.0	28.0	NaN	NaN
8.0	29.0	NaN	NaN
8.0	30.0	NaN	NaN
8.0	31.0	NaN	NaN
8.0	32.0	NaN	NaN
8.0	33.0	NaN	NaN
8.0	34.0	NaN	NaN
8.0	35.0	NaN	NaN
9.0	1.0	0.2793512820512821	0.4309607864022499
9.0	2.0	0.326	0.5374886048511425
9.0	3.0	0.2176179487179487	0.44512243465167955
9.0	4.0	0.13999649122807015	0.4093178127640998
9.0	5.0	0.08023008849557522	0.38838229345879494
9.0	6.0	0.05500833333333333	0.39699753527448844
9.0	7.0	-0.05013861386138614	0.44206724397319846
9.0	8.0	-0.16022395833333333	0.2955384074228955
9.0	9.0	-0.17275340909090908	0.4013540489791061
9.0	10.0	-0.27756172839506177	0.3084972733136799
9.0	11.0	-0.4274833333333333	0.29120984931493676
9.0	12.0	-0.5091983606557378	0.2600285154182154
9.0	13.0	-0.57128	0.23547029691082633
9.0	14.0	-0.6205999999999999	0.23715443822026094
9.0	15.0	-0.7021774193548387	0.3093537195613649
9.0	16.0	-0.7225999999999999	0.4721318594707126
9.0	17.0	-0.9474619047619048	0.1742848572773621
9.0	18.0	-1.065	0.1174796553100353
9.0	19.0	-1.088390909090909	0.226308609887231
9.0	20.0	-1.2434625000000001	0.1814375842108953
9.0	21.0	-1.2305833333333334	0.29760784543870256
9.0	22.0	-1.5351666666666668	0.048037624143303884
9.0	23.0	-1.5621	0.1040861181906598
9.0	24.0	-1.44525	0.06116473657263637
9.0	25.0	-1.4842	0.006081118318204267
9.0	26.0	-1.60195	0.28277200179650047
9.0	27.0	-1.4061	0.005798275605729679
9.0	28.0	-1.5236	0.17196836918456843
9.0	29.0	-1.875	0.1182282538143906
9.0	30.0	-2.0308	0.10210621920333768
9.0	31.0	NaN	NaN
10.0	1.0	0.33077500000000015	0.3693021107377091
10.0	2.0	0.3262345794392524	0.40958881362387334
10.0	3.0	0.3210666666666667	0.4635109374833206
10.0	4.0	0.18858712871287128	0.33612507334721886
10.0	5.0	0.09757319587628863	0.357695732407291
10.0	6.0	0.05561052631578948	0.3714728435633474
10.0	7.0	-0.02212840909090909	0.4180748107032596
10.0	8.0	-0.08852763157894734	0.3885728721355225
10.0	9.0	-0.17840746268656715	0.3546314785090645
10.0	10.0	-0.3029426229508197	0.291168178469086
10.0	11.0	-0.3765615384615385	0.30692246076668445
10.0	12.0	-0.5245512195121953	0.28097386010263586
10.0	13.0	-0.5768125000000001	0.2743956911516299
10.0	14.0	-0.7083916666666666	0.2707007362812085
10.0	15.0	-0.7417437499999999	0.24676489747328323
10.0	16.0	-0.9399923076923076	0.2028043246643525
10.0	17.0	-0.9696199999999999	0.12978031694624062
10.0	18.0	-1.1511166666666666	0.23712090938309655
10.0	19.0	-1.19435	0.19845440282341933
10.0	20.0	-0.9422	0.13413232272647782
10.0	21.0	-1.2826000000000002	0.044212215506576974
10.0	22.0	-1.2839666666666665	0.28622484751211474
10.0	23.0	-1.3869333333333334	0.08097483148073437
10.0	24.0	-1.7019	0.12958996874758477
10.0	25.0	NaN	NaN
10.0	26.0	NaN	NaN
10.0	27.0	NaN	NaN
10.0	28.0	NaN	NaN
10.0	29.0	NaN	NaN
11.0	1.0	0.4211093750000001	0.35928848490435694
11.0	2.0	0.31901458333333327	0.3102642897100765
11.0	3.0	0.3017052631578947	0.35478316043669733
11.0	4.0	0.19437142857142864	0.2840448596361397
11.0	5.0	0.14104117647058823	0.3171499042041392
11.0	6.0	0.08029740259740258	0.3458829125639065
11.0	7.0	-0.04661449275362319	0.2781985364253813
11.0	8.0	-0.10964626865671642	0.3179184083093125
11.0	9.0	-0.1801816666666666	0.3165924308717925
11.0	10.0	-0.30007199999999995	0.20194179909173873
11.0	11.0	-0.3626951219512195	0.23885154379992973
11.0	12.0	-0.4352029411764706	0.2721148737877845
11.0	13.0	-0.5682592592592592	0.20044238047812615
11.0	14.0	-0.6681187499999999	0.18357044140692516
11.0	15.0	-0.649209090909091	0.3397791060514035
11.0	16.0	-0.7834142857142857	0.1508740471228836
11.0	17.0	-1.0051400000000001	0.15627184007363581
11.0	18.0	-1.0394666666666668	0.08821912113217484
11.0	19.0	-0.9354666666666667	0.20514283641729564
11.0	20.0	-1.0915666666666666	0.07792620440733225
11.0	21.0	-1.2482	0.0028284271247461927
11.0	22.0	-1.4041000000000001	0.10719738802788056
11.0	23.0	NaN	NaN
12.0	1.0	0.3641153846153847	0.4498667349791038
12.0	2.0	0.3244525641025642	0.4335103077683298
12.0	3.0	0.2868644736842104	0.45069180029637324
12.0	4.0	0.15688630136986298	0.3793548318142954
12.0	5.0	0.12369859154929576	0.397716079093386
12.0	6.0	-0.03346086956521739	0.3066605908901812
12.0	7.0	-0.07907460317460317	0.3332005692441087
12.0	8.0	-0.12519661016949155	0.43827872684183977
12.0	9.0	-0.2601962264150944	0.31866825405008953
12.0	10.0	-0.3294625	0.319538974539883
12.0	11.0	-0.46075	0.2570273175553466
12.0	12.0	-0.5353642857142856	0.3391536396234622
12.0	13.0	-0.5382176470588237	0.6448291539579438
12.0	14.0	-0.5962142857142858	0.37956353852842584
12.0	15.0	-0.7883545454545454	0.3500772010960907
12.0	16.0	-0.8585818181818182	0.33180467090799615
12.0	17.0	-1.0251875	0.24986688134456145
12.0	18.0	-1.0929000000000002	0.3288085157048095
12.0	19.0	-1.066375	0.23539878752165797
12.0	20.0	-1.1379333333333335	0.12201706164849792
12.0	21.0	-1.2437333333333334	0.12125602390534392
12.0	22.0	-1.38955	0.16737217510685573
12.0	23.0	-1.23065	0.3920907101679406
12.0	24.0	-1.6279	0.16970562748477142
12.0	25.0	-1.6279	0.16970562748477142
12.0	26.0	NaN	NaN
12.0	27.0	NaN	NaN
12.0	28.0	NaN	NaN
12.0	29.0	NaN	NaN
12.0	30.0	NaN	NaN
12.0	31.0	NaN	NaN
12.0	32.0	NaN	NaN
13.0	1.0	0.4179724637681159	0.60810564892954
13.0	2.0	0.2371985294117647	0.3323089092874805
13.0	3.0	0.22440149253731345	0.3327307139836081
13.0	4.0	0.1395016393442623	0.38635521328254535
13.0	5.0	0.10937321428571427	0.3555157950671219
13.0	6.0	0.025290740740740735	0.3495506723697695
13.0	7.0	-0.04381666666666667	0.38038424265042525
13.0	8.0	-0.18757272727272725	0.2671413164597174
13.0	9.0	-0.2887974358974359	0.31774596563522706
13.0	10.0	-0.3123741935483871	0.2983745386453542
13.0	11.0	-0.4895269230769231	0.24100684896109043
13.0	12.0	-0.5414062500000001	0.3305893857315043
13.0	13.0	-0.6923071428571428	0.349739468889202
13.0	14.0	-0.637225	0.3085555645723659
13.0	15.0	-0.9784428571428572	0.33084089759854285
13.0	16.0	-0.8814	0.2404635627283269
13.0	17.0	-1.0088000000000001	0.3050651733646435
13.0	18.0	-1.29705	0.1495530842209548
13.0	19.0	-1.2191	0.03931513703397195
13.0	20.0	-1.1015000000000001	0.014707821048680295
13.0	21.0	-1.21615	0.4844388557909037
13.0	22.0	-1.0647	0.4036165507012814
13.0	23.0	-1.3375	0.017819090885901074
13.0	24.0	-1.3007499999999999	0.4067985312166209
13.0	25.0	-1.65145	0.08916616510762357
13.0	26.0	-1.4581	0.4088491408820618
13.0	27.0	-1.81025	0.13541094859722386
13.0	28.0	NaN	NaN
14.0	1.0	0.39826153846153844	0.6299378591058341
14.0	2.0	0.32537115384615384	0.41307536336393913
14.0	3.0	0.3055137254901961	0.460564064607567
14.0	4.0	0.19617346938775507	0.373413034150027
14.0	5.0	0.13311333333333336	0.3288315108767019
14.0	6.0	0.014682926829268287	0.32627167966469217
14.0	7.0	-0.03537631578947369	0.25788770910025677
14.0	8.0	-0.17525882352941177	0.24161172221919508
14.0	9.0	-0.19060714285714284	0.32258660040662684
14.0	10.0	-0.29079130434782613	0.42586450674218773
14.0	11.0	-0.48058888888888895	0.2798210959731843
14.0	12.0	-0.5167583333333334	0.2031418333817458
14.0	13.0	-0.5969200000000001	0.3520199419856147
14.0	14.0	-0.5080666666666667	0.5410566629291242
14.0	15.0	-0.85565	0.12301694424520787
14.0	16.0	-0.927825	0.03939444757830728
14.0	17.0	-0.8391666666666667	0.2320410811329178
14.0	18.0	-1.0245666666666666	0.08196885587424861
14.0	19.0	-1.0248	0.1405077577929419
14.0	20.0	-1.2195	0.07240773439350251
14.0	21.0	-1.0996	0.20732370824389573
14.0	22.0	-1.3371	0.018384776310850254
14.0	23.0	-1.4929000000000001	0.20194969670687787
15.0	1.0	0.4294372093023256	0.37445278869766097
15.0	2.0	0.3870571428571428	0.33696513617363394
15.0	3.0	0.295045	0.3691827522917933
15.0	4.0	0.2357527777777778	0.2879279220183027
15.0	5.0	0.19795714285714286	0.30290891689214616
15.0	6.0	0.04952424242424241	0.23806813498227644
15.0	7.0	-0.008907142857142855	0.2819246772646794
15.0	8.0	-0.023895652173913037	0.294731757054785
15.0	9.0	0.019599999999999996	0.646779724653009
15.0	10.0	-0.3514705882352941	0.12138842492545306
15.0	11.0	-0.38023333333333337	0.12417349543963467
15.0	12.0	-0.3945888888888889	0.38023032968335274
15.0	13.0	-0.5000833333333333	0.21790922345478328
15.0	14.0	-0.5191000000000001	0.16344070790350856
15.0	15.0	-0.67608	0.13157014098951175
15.0	16.0	-0.883125	0.13963011554341231
15.0	17.0	-0.8597	0.32625906883947303
15.0	18.0	NaN	NaN
16.0	1.0	0.38903870967741944	0.4263250588282915
16.0	2.0	0.2937935483870967	0.5098922473983981
16.0	3.0	0.1824225806451613	0.4900023222459784
16.0	4.0	0.21965517241379315	0.4296701380845268
16.0	5.0	0.039128571428571415	0.4058503964992819
16.0	6.0	-0.058755555555555554	0.34662479419210324
16.0	7.0	-0.05861304347826087	0.4080663864265535
16.0	8.0	-0.31060000000000004	0.3452745783350469
16.0	9.0	-0.21797058823529417	0.5800169833340075
16.0	10.0	-0.3325714285714286	0.5727315781929093
16.0	11.0	-0.32744545454545454	0.3944293000364866
16.0	12.0	-0.61412	0.27469073842737723
16.0	13.0	-0.5760444444444445	0.2827763034233558
16.0	14.0	-0.7171625	0.3482031834493845
16.0	15.0	-0.8081428571428572	0.3505339206465039
16.0	16.0	-0.9305499999999999	0.4148803333492683
16.0	17.0	-0.88186	0.14631327007486375
16.0	18.0	-1.02335	0.3305939755450281
16.0	19.0	-1.0834	0.2337281184054099
16.0	20.0	-1.121975	0.10301887771989492
16.0	21.0	-1.357475	0.18286148446296713
16.0	22.0	NaN	NaN
16.0	23.0	NaN	NaN
16.0	24.0	NaN	NaN
16.0	25.0	NaN	NaN
16.0	26.0	NaN	NaN
16.0	27.0	NaN	NaN
16.0	28.0	NaN	NaN
16.0	29.0	NaN	NaN
17.0	1.0	0.3873538461538462	0.4160403348049506
17.0	2.0	0.25100400000000006	0.3568319813301493
17.0	3.0	0.341775	0.34802054193494913
17.0	4.0	0.12646086956521738	0.40208310848191847
17.0	5.0	0.04672727272727273	0.26373485997045665
17.0	6.0	0.07079047619047618	0.3075514459480916
17.0	7.0	0.16834444444444446	0.7434975376534425
17.0	8.0	-0.09686470588235295	0.2244771144826808
17.0	9.0	-0.1733142857142857	0.29587373309245607
17.0	10.0	-0.4178846153846154	0.21550503801595083
17.0	11.0	-0.5171	0.14830919279217544
17.0	12.0	-0.45766	0.14355782110355397
17.0	13.0	-0.52116	0.2731422395016926
17.0	14.0	-0.629	0.1363231088260534
17.0	15.0	-0.4186	0.2756623478097798
17.0	16.0	-0.6804333333333332	0.15709698702818375
17.0	17.0	-0.6823999999999999	0.18631781986702184
17.0	18.0	-1.127	0.046629497102156255
18.0	1.0	0.307195	0.39040466519403066
18.0	2.0	0.3311368421052632	0.38663571314399114
18.0	3.0	0.2266882352941176	0.27270692575169625
