# INITIAL DAMAGE IN LINEAGE
# original file "wt_decCap_noRe_3gen.txt" 
# mother	daughter	initDMean	initDStd
0.0	0.0	0.16880000000000003	2.925694557147251e-17
0.0	1.0	0.14731000000000002	0.0011666190466471896
0.0	2.0	0.15044000000000002	0.0018839674448708828
0.0	3.0	0.15352000000000002	0.00267490394427746
0.0	4.0	0.15667000000000003	0.0035543557003266356
0.0	5.0	0.15993	0.004608217298117207
0.0	6.0	0.16341999999999995	0.005895535033678737
0.0	7.0	0.16731000000000001	0.007632307063471121
0.0	8.0	0.17197	0.010223399086844298
0.0	9.0	0.17819000000000002	0.014978833213720103
0.0	10.0	0.18182222222222222	0.016821324099025158
0.0	11.0	0.18553750000000002	0.018112816101944422
0.0	12.0	0.18384999999999999	0.01649784834455693
0.0	13.0	0.18292000000000003	0.007308009304865448
0.0	14.0	0.19082	0.011151546977886078
0.0	15.0	0.199925	0.02051590846148422
0.0	16.0	0.20086666666666667	0.0082476259210353
0.0	17.0	NaN	NaN
0.0	18.0	NaN	NaN
1.0	1.0	0.13567957746478868	0.00750643731996994
1.0	2.0	0.13969929577464787	0.007249157412313011
1.0	3.0	0.14343591549295773	0.0072652904697492445
1.0	4.0	0.14699929577464785	0.0075933667999580675
1.0	5.0	0.15050211267605634	0.008378607243136042
1.0	6.0	0.1535617021276596	0.007972243451720191
1.0	7.0	0.1571290780141844	0.009377987440255217
1.0	8.0	0.16062785714285716	0.010854930039686825
1.0	9.0	0.1637333333333333	0.01022494683178819
1.0	10.0	0.16806131386861317	0.012968906526625535
1.0	11.0	0.17171954887218047	0.013431021637209299
1.0	12.0	0.17483629032258066	0.014066302549967519
1.0	13.0	0.17833652173913042	0.01470402338086585
1.0	14.0	0.18401574074074076	0.018087245271247082
1.0	15.0	0.18663516483516485	0.019021960254321107
1.0	16.0	0.1852757142857143	0.015738979910173225
1.0	17.0	0.1908677419354839	0.018676001732683477
1.0	18.0	0.1921744680851064	0.018631745560888768
1.0	19.0	0.18995483870967741	0.01782477374722566
1.0	20.0	0.19070833333333329	0.01692194142080853
1.0	21.0	0.19304444444444446	0.018935470053415383
1.0	22.0	0.19208333333333336	0.018865737743487813
1.0	23.0	0.1928125	0.023563557668569487
1.0	24.0	0.19072000000000003	0.03085055915214504
1.0	25.0	0.17423333333333335	0.023121490724720445
1.0	26.0	0.18203333333333335	0.03463485720099526
1.0	27.0	0.1634	0.008909545442950499
1.0	28.0	0.1647	0.010040916292848989
1.0	29.0	0.1661	0.01131370849898477
1.0	30.0	0.16775	0.012940054095713827
1.0	31.0	0.16965	0.014919953083036157
1.0	32.0	0.172	0.017536248173426392
1.0	33.0	0.17509999999999998	0.021213203435596427
1.0	34.0	0.1796	0.026728636328851498
1.0	35.0	0.1877	0.03747665940288701
1.0	36.0	NaN	NaN
1.0	37.0	NaN	NaN
1.0	38.0	NaN	NaN
1.0	39.0	NaN	NaN
1.0	40.0	NaN	NaN
1.0	41.0	NaN	NaN
1.0	42.0	NaN	NaN
1.0	43.0	NaN	NaN
1.0	44.0	NaN	NaN
1.0	45.0	NaN	NaN
1.0	46.0	NaN	NaN
1.0	47.0	NaN	NaN
1.0	48.0	NaN	NaN
1.0	49.0	NaN	NaN
1.0	50.0	NaN	NaN
1.0	51.0	NaN	NaN
1.0	52.0	NaN	NaN
1.0	53.0	NaN	NaN
1.0	54.0	NaN	NaN
1.0	55.0	NaN	NaN
1.0	56.0	NaN	NaN
1.0	57.0	NaN	NaN
1.0	58.0	NaN	NaN
2.0	1.0	0.13806197183098595	0.009248290870618727
2.0	2.0	0.1420161971830986	0.009751752978067083
2.0	3.0	0.1452141843971631	0.00844145875646996
2.0	4.0	0.14878014184397162	0.009301637489159454
2.0	5.0	0.1524957446808511	0.01162546387609314
2.0	6.0	0.15506402877697845	0.009834463264932704
2.0	7.0	0.15779270072992702	0.008894542568641016
2.0	8.0	0.16117279411764707	0.009876440106238345
2.0	9.0	0.16497481481481482	0.011871656440638562
2.0	10.0	0.16933955223880598	0.01428859905504725
2.0	11.0	0.1729046511627907	0.014954001661684889
2.0	12.0	0.17577833333333334	0.014957717343339836
2.0	13.0	0.18094336283185836	0.018466165373200574
2.0	14.0	0.18253298969072168	0.017867205303114492
2.0	15.0	0.18460365853658536	0.01818332192770088
2.0	16.0	0.1832854838709677	0.016630683145715277
2.0	17.0	0.1872056603773585	0.020383226655327127
2.0	18.0	0.18826279069767446	0.020532019398929242
2.0	19.0	0.1870193548387097	0.022817952279653823
2.0	20.0	0.18094347826086957	0.01576309920170167
2.0	21.0	0.18253000000000003	0.016889676074298664
2.0	22.0	0.18385882352941177	0.018943404486243008
2.0	23.0	0.18152142857142858	0.014428933462980584
2.0	24.0	0.1854230769230769	0.016985344361446515
2.0	25.0	0.18399000000000001	0.016534371607183757
2.0	26.0	0.1880888888888889	0.02021308019850293
2.0	27.0	0.17438	0.009705256307795276
2.0	28.0	0.17772000000000002	0.01224630556535316
2.0	29.0	0.18262	0.017167177985912527
2.0	30.0	0.17912499999999998	0.011041248419751579
2.0	31.0	0.18355	0.013744695946679463
2.0	32.0	0.190475	0.018938210932750044
2.0	33.0	0.1903	0.020739334608419806
2.0	34.0	0.20526666666666668	0.03334206552289965
2.0	35.0	NaN	NaN
2.0	36.0	NaN	NaN
2.0	37.0	NaN	NaN
2.0	38.0	NaN	NaN
2.0	39.0	NaN	NaN
2.0	40.0	NaN	NaN
2.0	41.0	NaN	NaN
2.0	42.0	NaN	NaN
2.0	43.0	NaN	NaN
2.0	44.0	NaN	NaN
2.0	45.0	NaN	NaN
3.0	1.0	0.13989214285714283	0.008967969123233664
3.0	2.0	0.14374642857142858	0.009438093719200671
3.0	3.0	0.14688992805755402	0.00818329240785565
3.0	4.0	0.15039856115107916	0.00881053376141812
