# DAUGHTER VS RLS BY REJUVENATION
# original file "wt_unlimCap_noRe_3gen_perturbed.txt" 
# initSize	totGrowth	rejuvenation
0.77294756	3.4179	1.5288
0.76222664	3.2469	1.2441
0.76477924	3.3798	1.2441
0.81506546	3.0992	1.2441
0.7382321999999999	3.4445	1.236
0.72878758	3.391	1.1416
0.7829027	3.3074	1.1416
0.74920838	3.6155	1.1416
0.78188166	3.2968	1.1416
0.7994946	3.2109	1.1178
0.8020472	3.2918	1.1178
0.80511032	3.0877	1.0986
0.77983958	3.4366	1.0986
0.75712144	3.3046	1.0141
0.73363752	3.6101	1.0141
0.7175561399999999	3.6855	0.9989
0.77498964	3.2848	0.9934
0.73670064	3.6989	0.9781
0.7867316	3.3146	0.9781
0.8178733199999999	3.0242	0.9781
0.80664188	3.3403	0.9781
0.83242314	3.1814	0.9728
0.74231636	3.4933	0.9728
0.76324768	3.3134	0.971
0.81276812	3.106	0.971
0.82348904	3.0331	0.9704
0.7864763399999999	3.2021	0.9613
0.84263354	3.0729	0.9613
0.7499741600000001	3.3376	0.8693
0.82195748	3.0022	0.8562
0.76197138	3.2854	0.8562
0.8058760999999999	3.2426	0.8515
0.74486896	3.615	0.8515
0.7589082599999999	3.3818	0.8515
0.77422386	3.2308	0.8515
0.7903052399999999	3.1847	0.8515
0.7816263999999999	3.4087	0.8383
0.7132167199999999	3.6181	0.8383
0.7344033	3.4739	0.8383
0.7732028200000001	3.458	0.8383
0.75584514	3.2868	0.8383
0.7734580799999999	3.4707	0.8383
0.8158312400000001	3.1249	0.8383
0.77116074	3.2605	0.8383
0.78520004	3.1942	0.8383
0.7267454999999999	3.6263	0.8381
0.78341322	3.3642	0.8381
0.7701397	3.2248	0.8339
0.76197138	3.3115	0.8339
0.8352310000000001	3.2327	0.8339
0.7701397	3.2439	0.8339
0.8033235	3.1179	0.8339
0.75661092	3.3827	0.8339
0.86382012	3.106	0.8339
0.76171612	3.5141	0.8323
0.78443426	3.1948	0.8323
0.8262969	3.1833	0.8323
0.7683528799999999	3.3902	0.8318
0.7420610999999999	3.5901	0.8318
0.7864763399999999	3.2989	0.8318
0.77881854	3.2071	0.8294
0.7719265200000001	3.4904	0.8294
0.75405832	3.3398	0.824
0.7576319599999999	3.3125	0.824
0.81429968	3.1261	0.824
0.74818734	3.5032	0.824
0.83216788	2.9718	0.824
0.77805276	3.3068	0.824
0.87760416	2.9292	0.7244
0.7573767	3.3619	0.7244
0.80689714	3.3027	0.7244
0.7527820199999999	3.3634	0.7244
0.7709054799999999	3.424	0.7244
0.83216788	3.2063	0.7244
0.77677646	3.2753	0.7244
0.7943894	3.2382	0.7244
0.77167126	3.2633	0.7244
0.7458899999999999	3.3854	0.7135
0.75456884	3.4032	0.7135
0.7752449	3.4325	0.7135
0.82476534	3.1555	0.7135
0.7637582	3.4247	0.7135
0.8135338999999999	3.054	0.7135
0.7951551800000001	3.2003	0.7135
