# BOXPLOT OF INITIAL CONTENT OF DAUGTHER CELL
# original file "wt_unlimCap_noRe_3gen_perturbed.txt" 
# stats: min, q25, q50, q75, max, mean 
# daughter	statsP(6)	statsD(6)
1.0	0.363	0.363	0.363	0.363	0.363	0.36299999999999966	0.1352	0.1482	0.1565	0.1683	0.2199	0.15975759999999997
2.0	0.363	0.363	0.363	0.363	0.363	0.36299999999999966	0.1412	0.1535	0.1622	0.1744	0.2462	0.16605526742301457
3.0	0.363	0.363	0.363	0.363	0.363	0.3629999999999997	0.1459	0.15885	0.1673	0.17930000000000001	0.2467	0.1713143824027073
4.0	0.363	0.363	0.363	0.363	0.363	0.3629999999999997	0.1495	0.16425	0.17265	0.184825	0.2399	0.17670107913669061
5.0	0.363	0.363	0.363	0.363	0.363	0.3629999999999997	0.1526	0.169275	0.178	0.191475	0.241	0.18163432539682542
6.0	0.363	0.363	0.363	0.363	0.363	0.3629999999999997	0.1556	0.1738	0.1837	0.19615	0.2442	0.1872134529147982
7.0	0.363	0.363	0.363	0.363	0.363	0.36299999999999977	0.1586	0.1788	0.1898	0.2022	0.2433	0.19155753424657532
8.0	0.363	0.363	0.363	0.363	0.363	0.3629999999999998	0.1616	0.18284999999999998	0.19515	0.208725	0.2471	0.19704574468085104
9.0	0.363	0.363	0.363	0.363	0.363	0.363	0.1646	0.18705	0.1992	0.21315	0.2478	0.20122421052631578
10.0	0.363	0.363	0.363	0.363	0.363	0.36300000000000004	0.1678	0.1907	0.2011	0.2144	0.2474	0.20370512820512818
11.0	0.363	0.363	0.363	0.363	0.363	0.36299999999999993	0.1713	0.1947	0.2056	0.2176	0.2418	0.2064927536231884
12.0	0.363	0.363	0.363	0.363	0.363	0.36299999999999993	0.175	0.20055	0.2106	0.22575	0.2471	0.21263157894736842
13.0	0.363	0.363	0.363	0.363	0.363	0.3629999999999999	0.1794	0.19955	0.2134	0.229	0.2409	0.21288750000000006
