# DAUGHTER VS RLS BY REJUVENATION
# original file "wt_unlimCap_noRe_3gen_perturbed.txt" 
# daughter	rls	rejuvenation
4.0	10.0	0.5795
2.0	12.0	0.5795
1.0	8.0	0.5795
2.0	11.0	0.5795
3.0	11.0	0.5795
1.0	14.0	0.5795
2.0	11.0	0.5795
1.0	10.0	0.5795
2.0	10.0	0.5795
2.0	13.0	0.5795
3.0	10.0	0.5795
3.0	12.0	0.5708
4.0	12.0	0.5708
1.0	9.0	0.5708
2.0	9.0	0.5708
1.0	10.0	0.5708
1.0	7.0	0.5708
4.0	14.0	0.5708
2.0	9.0	0.5708
3.0	11.0	0.5708
1.0	9.0	0.5708
1.0	11.0	0.5677
3.0	11.0	0.5677
2.0	9.0	0.5677
1.0	7.0	0.5677
1.0	14.0	0.5677
1.0	10.0	0.5677
1.0	7.0	0.5677
1.0	10.0	0.5677
1.0	6.0	0.5677
1.0	10.0	0.5677
3.0	10.0	0.5677
1.0	12.0	0.5677
1.0	10.0	0.5677
2.0	10.0	0.5677
3.0	9.0	0.5677
1.0	7.0	0.5677
1.0	11.0	0.5589
2.0	12.0	0.5589
1.0	11.0	0.5589
1.0	10.0	0.5589
1.0	9.0	0.5589
1.0	10.0	0.5589
3.0	9.0	0.5589
1.0	14.0	0.5589
2.0	12.0	0.5589
2.0	11.0	0.5589
1.0	8.0	0.5589
1.0	7.0	0.5589
4.0	10.0	0.5589
2.0	10.0	0.5589
1.0	8.0	0.5589
1.0	6.0	0.5589
1.0	5.0	0.5589
1.0	13.0	0.5589
1.0	12.0	0.5587
3.0	12.0	0.5587
1.0	12.0	0.5587
2.0	8.0	0.5587
1.0	12.0	0.5587
4.0	10.0	0.5587
1.0	12.0	0.5587
1.0	11.0	0.5587
1.0	9.0	0.5587
3.0	9.0	0.5587
1.0	10.0	0.5587
2.0	11.0	0.5587
1.0	7.0	0.5587
3.0	14.0	0.5559
1.0	12.0	0.5559
1.0	8.0	0.5559
1.0	11.0	0.5559
2.0	11.0	0.5559
3.0	12.0	0.5559
2.0	13.0	0.5559
2.0	10.0	0.5559
1.0	11.0	0.5559
1.0	10.0	0.5559
2.0	10.0	0.5559
2.0	8.0	0.5559
1.0	13.0	0.5549
1.0	8.0	0.5549
1.0	5.0	0.5549
1.0	14.0	0.5549
2.0	11.0	0.5549
1.0	10.0	0.5549
1.0	13.0	0.5549
4.0	10.0	0.5549
1.0	9.0	0.5549
2.0	12.0	0.5549
2.0	9.0	0.5549
1.0	12.0	0.5549
5.0	12.0	0.5549
2.0	9.0	0.5549
4.0	12.0	0.5545
1.0	13.0	0.5545
2.0	13.0	0.5545
1.0	10.0	0.5545
2.0	10.0	0.5545
3.0	10.0	0.5545
1.0	11.0	0.5545
2.0	10.0	0.5545
1.0	9.0	0.5545
1.0	12.0	0.5545
6.0	13.0	0.5545
1.0	9.0	0.5545
1.0	9.0	0.5545
1.0	8.0	0.5545
2.0	10.0	0.5545
1.0	8.0	0.5545
2.0	9.0	0.5545
3.0	11.0	0.5529
1.0	8.0	0.5529
1.0	13.0	0.5529
3.0	11.0	0.5529
1.0	8.0	0.5529
1.0	14.0	0.5529
1.0	7.0	0.5529
1.0	8.0	0.5529
1.0	7.0	0.5529
1.0	12.0	0.5493
2.0	14.0	0.5493
2.0	9.0	0.5493
1.0	8.0	0.5493
2.0	8.0	0.5493
1.0	12.0	0.5493
2.0	12.0	0.5493
1.0	10.0	0.5493
1.0	13.0	0.5493
1.0	10.0	0.5493
2.0	10.0	0.5493
1.0	9.0	0.5493
5.0	13.0	0.5493
1.0	11.0	0.5493
2.0	10.0	0.5493
1.0	9.0	0.5493
2.0	12.0	0.5493
2.0	11.0	0.5493
1.0	9.0	0.5493
1.0	9.0	0.5493
1.0	6.0	0.5493
1.0	9.0	0.5493
2.0	9.0	0.5493
2.0	12.0	0.5493
3.0	12.0	0.5493
1.0	7.0	0.5493
1.0	6.0	0.5493
1.0	11.0	0.4346
1.0	11.0	0.4346
1.0	7.0	0.4346
1.0	10.0	0.4346
2.0	8.0	0.4346
2.0	13.0	0.4346
3.0	12.0	0.4346
3.0	10.0	0.4346
1.0	9.0	0.4346
2.0	7.0	0.4346
1.0	9.0	0.4346
1.0	8.0	0.4346
2.0	8.0	0.4346
1.0	7.0	0.4346
1.0	9.0	0.4346
1.0	9.0	0.4346
1.0	5.0	0.4346
1.0	10.0	0.4281
2.0	9.0	0.4281
1.0	5.0	0.4281
3.0	11.0	0.4281
1.0	12.0	0.4281
2.0	6.0	0.4281
1.0	13.0	0.4281
3.0	11.0	0.4281
1.0	11.0	0.4281
2.0	11.0	0.4281
2.0	11.0	0.4281
2.0	9.0	0.4281
1.0	9.0	0.4281
1.0	11.0	0.4281
1.0	7.0	0.4281
2.0	12.0	0.4281
2.0	10.0	0.4281
2.0	8.0	0.4281
1.0	8.0	0.4281
3.0	8.0	0.4281
1.0	6.0	0.4281
2.0	12.0	0.4258
2.0	10.0	0.4258
2.0	10.0	0.4258
1.0	8.0	0.4258
2.0	6.0	0.4258
1.0	10.0	0.4258
4.0	10.0	0.4258
7.0	14.0	0.4258
4.0	13.0	0.4258
2.0	9.0	0.4258
6.0	11.0	0.4258
1.0	9.0	0.4258
1.0	9.0	0.4258
1.0	5.0	0.4258
1.0	12.0	0.4258
2.0	12.0	0.4258
1.0	10.0	0.4258
1.0	7.0	0.4258
2.0	7.0	0.4258
1.0	5.0	0.4258
2.0	11.0	0.4258
4.0	9.0	0.4258
1.0	9.0	0.4258
1.0	11.0	0.4258
4.0	9.0	0.4258
1.0	8.0	0.4258
1.0	7.0	0.4258
2.0	7.0	0.4258
3.0	10.0	0.4258
3.0	11.0	0.4192
1.0	10.0	0.4192
1.0	9.0	0.4192
3.0	9.0	0.4192
1.0	8.0	0.4192
2.0	7.0	0.4192
2.0	11.0	0.4192
4.0	11.0	0.4192
2.0	11.0	0.4192
5.0	11.0	0.4192
1.0	9.0	0.4192
2.0	9.0	0.4192
1.0	8.0	0.4192
2.0	8.0	0.4192
1.0	8.0	0.4192
1.0	7.0	0.4192
2.0	7.0	0.4192
3.0	7.0	0.4192
1.0	11.0	0.4192
1.0	6.0	0.4192
2.0	11.0	0.4192
4.0	11.0	0.4192
1.0	11.0	0.4192
2.0	11.0	0.4192
1.0	10.0	0.4192
2.0	7.0	0.4192
1.0	9.0	0.4192
3.0	9.0	0.4192
2.0	6.0	0.4192
2.0	9.0	0.4192
3.0	9.0	0.4192
1.0	7.0	0.4192
4.0	10.0	0.4192
1.0	12.0	0.4191
2.0	12.0	0.4191
2.0	12.0	0.4191
5.0	12.0	0.4191
3.0	11.0	0.4191
3.0	8.0	0.4191
1.0	6.0	0.4191
1.0	12.0	0.4191
1.0	9.0	0.4191
1.0	7.0	0.4191
1.0	14.0	0.4191
4.0	11.0	0.4191
1.0	8.0	0.4191
1.0	5.0	0.4191
2.0	12.0	0.4191
3.0	12.0	0.4191
3.0	12.0	0.4191
2.0	9.0	0.4191
1.0	8.0	0.4191
2.0	8.0	0.4191
2.0	10.0	0.4191
3.0	10.0	0.4191
1.0	15.0	0.4191
2.0	9.0	0.4191
1.0	5.0	0.4191
2.0	11.0	0.4191
1.0	9.0	0.4191
4.0	11.0	0.4191
2.0	11.0	0.4191
2.0	6.0	0.4191
2.0	11.0	0.4191
1.0	10.0	0.4191
3.0	10.0	0.4191
4.0	10.0	0.4191
1.0	6.0	0.4191
2.0	6.0	0.4191
1.0	11.0	0.4191
1.0	7.0	0.4191
3.0	9.0	0.4191
1.0	7.0	0.4191
2.0	7.0	0.4191
2.0	11.0	0.4169
2.0	8.0	0.4169
3.0	8.0	0.4169
2.0	10.0	0.4169
2.0	13.0	0.4169
5.0	13.0	0.4169
1.0	11.0	0.4169
2.0	11.0	0.4169
2.0	9.0	0.4169
3.0	9.0	0.4169
2.0	9.0	0.4169
4.0	9.0	0.4169
3.0	10.0	0.4169
1.0	7.0	0.4169
3.0	7.0	0.4169
1.0	5.0	0.4169
1.0	15.0	0.4169
3.0	15.0	0.4169
4.0	10.0	0.4169
4.0	13.0	0.4169
4.0	11.0	0.4169
1.0	8.0	0.4169
2.0	8.0	0.4169
1.0	6.0	0.4169
2.0	11.0	0.4169
4.0	11.0	0.4169
1.0	12.0	0.4169
4.0	9.0	0.4169
2.0	8.0	0.4169
2.0	16.0	0.4169
2.0	11.0	0.4169
2.0	9.0	0.4169
2.0	10.0	0.4169
1.0	7.0	0.4169
1.0	5.0	0.4169
5.0	14.0	0.4169
1.0	10.0	0.4169
3.0	10.0	0.4169
1.0	10.0	0.4169
1.0	6.0	0.4169
2.0	10.0	0.4169
3.0	10.0	0.4169
1.0	9.0	0.4169
1.0	10.0	0.4169
2.0	11.0	0.4169
1.0	8.0	0.4169
3.0	8.0	0.4169
1.0	12.0	0.4169
1.0	13.0	0.4169
1.0	9.0	0.4169
2.0	9.0	0.4169
1.0	6.0	0.4169
2.0	6.0	0.4169
2.0	7.0	0.4169
2.0	10.0	0.4161
2.0	10.0	0.4161
2.0	12.0	0.4161
3.0	10.0	0.4161
1.0	10.0	0.4161
2.0	9.0	0.4161
2.0	12.0	0.4161
2.0	8.0	0.4161
2.0	6.0	0.4161
1.0	6.0	0.4161
3.0	13.0	0.4161
2.0	11.0	0.4161
3.0	8.0	0.4161
4.0	8.0	0.4161
1.0	11.0	0.4161
3.0	13.0	0.4161
3.0	10.0	0.4161
1.0	9.0	0.4161
4.0	9.0	0.4161
1.0	10.0	0.4161
1.0	8.0	0.4161
2.0	7.0	0.4161
1.0	7.0	0.4161
1.0	9.0	0.4161
1.0	5.0	0.4161
3.0	8.0	0.4161
2.0	10.0	0.4159
2.0	11.0	0.4159
3.0	11.0	0.4159
5.0	11.0	0.4159
6.0	11.0	0.4159
1.0	10.0	0.4159
1.0	9.0	0.4159
2.0	9.0	0.4159
1.0	5.0	0.4159
2.0	5.0	0.4159
4.0	12.0	0.4159
6.0	14.0	0.4159
2.0	11.0	0.4159
1.0	7.0	0.4159
5.0	13.0	0.4159
1.0	9.0	0.4159
2.0	8.0	0.4159
2.0	11.0	0.4159
2.0	12.0	0.4159
3.0	8.0	0.4159
3.0	10.0	0.4159
2.0	8.0	0.4159
2.0	8.0	0.4159
2.0	12.0	0.4159
5.0	10.0	0.4159
1.0	7.0	0.4159
1.0	5.0	0.4159
2.0	5.0	0.4159
1.0	12.0	0.4159
3.0	9.0	0.4159
2.0	8.0	0.4159
1.0	5.0	0.4159
3.0	9.0	0.4147
2.0	10.0	0.4147
3.0	12.0	0.4147
1.0	10.0	0.4147
2.0	10.0	0.4147
1.0	14.0	0.4147
2.0	10.0	0.4147
3.0	10.0	0.4147
4.0	10.0	0.4147
3.0	8.0	0.4147
2.0	11.0	0.4147
2.0	7.0	0.4147
1.0	5.0	0.4147
3.0	13.0	0.4147
1.0	9.0	0.4147
2.0	9.0	0.4147
1.0	9.0	0.4147
2.0	14.0	0.4147
3.0	14.0	0.4147
1.0	10.0	0.4147
1.0	7.0	0.4147
1.0	7.0	0.4147
1.0	6.0	0.4147
1.0	13.0	0.4147
2.0	9.0	0.4147
3.0	9.0	0.4147
1.0	8.0	0.4147
2.0	9.0	0.4147
2.0	7.0	0.4147
3.0	7.0	0.4147
2.0	6.0	0.4147
3.0	11.0	0.412
2.0	10.0	0.412
3.0	10.0	0.412
4.0	10.0	0.412
3.0	9.0	0.412
3.0	12.0	0.412
4.0	12.0	0.412
1.0	11.0	0.412
3.0	11.0	0.412
2.0	9.0	0.412
1.0	8.0	0.412
1.0	5.0	0.412
7.0	14.0	0.412
3.0	12.0	0.412
3.0	9.0	0.412
2.0	7.0	0.412
3.0	10.0	0.412
4.0	10.0	0.412
1.0	9.0	0.412
1.0	11.0	0.412
4.0	11.0	0.412
4.0	10.0	0.412
2.0	14.0	0.412
1.0	10.0	0.412
5.0	12.0	0.412
1.0	16.0	0.412
5.0	16.0	0.412
1.0	8.0	0.412
3.0	11.0	0.412
2.0	10.0	0.412
3.0	10.0	0.412
1.0	9.0	0.412
1.0	7.0	0.412
1.0	9.0	0.412
3.0	9.0	0.412
1.0	13.0	0.412
3.0	8.0	0.412
1.0	6.0	0.412
2.0	6.0	0.412
2.0	8.0	0.2898
1.0	9.0	0.2898
3.0	9.0	0.2898
3.0	10.0	0.2898
2.0	6.0	0.2898
3.0	6.0	0.2898
1.0	9.0	0.2898
2.0	6.0	0.2898
3.0	6.0	0.2898
1.0	5.0	0.2898
2.0	14.0	0.2898
4.0	9.0	0.2898
1.0	5.0	0.2898
2.0	5.0	0.2898
3.0	12.0	0.2898
4.0	12.0	0.2898
3.0	13.0	0.2898
3.0	8.0	0.2898
2.0	8.0	0.2898
3.0	12.0	0.2898
1.0	10.0	0.2898
3.0	10.0	0.2898
1.0	8.0	0.2898
2.0	8.0	0.2898
1.0	8.0	0.2898
3.0	7.0	0.2898
1.0	3.0	0.2898
1.0	10.0	0.2898
1.0	5.0	0.2898
1.0	9.0	0.2898
2.0	4.0	0.2898
1.0	8.0	0.2854
2.0	8.0	0.2854
1.0	10.0	0.2854
1.0	10.0	0.2854
2.0	9.0	0.2854
1.0	6.0	0.2854
2.0	6.0	0.2854
1.0	10.0	0.2854
1.0	9.0	0.2854
3.0	5.0	0.2854
1.0	10.0	0.2854
1.0	8.0	0.2854
2.0	8.0	0.2854
1.0	12.0	0.2854
3.0	12.0	0.2854
4.0	11.0	0.2854
2.0	10.0	0.2854
1.0	7.0	0.2854
3.0	7.0	0.2854
2.0	5.0	0.2854
1.0	9.0	0.2854
4.0	9.0	0.2854
1.0	11.0	0.2854
1.0	9.0	0.2854
3.0	9.0	0.2854
1.0	6.0	0.2854
4.0	8.0	0.2854
1.0	5.0	0.2854
2.0	5.0	0.2854
3.0	7.0	0.2854
2.0	5.0	0.2854
1.0	9.0	0.2838
3.0	12.0	0.2838
5.0	12.0	0.2838
1.0	10.0	0.2838
2.0	10.0	0.2838
2.0	9.0	0.2838
3.0	9.0	0.2838
1.0	11.0	0.2838
4.0	8.0	0.2838
2.0	10.0	0.2838
2.0	6.0	0.2838
3.0	6.0	0.2838
3.0	13.0	0.2838
1.0	12.0	0.2838
3.0	8.0	0.2838
3.0	9.0	0.2838
2.0	8.0	0.2838
2.0	9.0	0.2838
3.0	9.0	0.2838
5.0	9.0	0.2838
1.0	10.0	0.2838
3.0	10.0	0.2838
3.0	6.0	0.2838
3.0	8.0	0.2838
1.0	4.0	0.2838
2.0	4.0	0.2838
1.0	10.0	0.2838
2.0	10.0	0.2838
3.0	10.0	0.2838
5.0	10.0	0.2838
2.0	7.0	0.2838
4.0	7.0	0.2838
3.0	6.0	0.2838
1.0	7.0	0.2838
1.0	9.0	0.2838
1.0	8.0	0.2838
1.0	11.0	0.2794
3.0	9.0	0.2794
5.0	9.0	0.2794
4.0	10.0	0.2794
1.0	8.0	0.2794
2.0	11.0	0.2794
4.0	11.0	0.2794
2.0	13.0	0.2794
3.0	13.0	0.2794
4.0	14.0	0.2794
1.0	10.0	0.2794
3.0	7.0	0.2794
2.0	7.0	0.2794
1.0	4.0	0.2794
2.0	9.0	0.2794
3.0	9.0	0.2794
5.0	9.0	0.2794
3.0	7.0	0.2794
2.0	8.0	0.2794
3.0	8.0	0.2794
4.0	8.0	0.2794
1.0	6.0	0.2794
3.0	7.0	0.2794
3.0	8.0	0.2794
1.0	7.0	0.2794
3.0	12.0	0.2794
4.0	10.0	0.2794
2.0	5.0	0.2794
3.0	9.0	0.2794
4.0	10.0	0.2794
1.0	12.0	0.2794
3.0	9.0	0.2794
1.0	10.0	0.2794
3.0	10.0	0.2794
4.0	9.0	0.2794
4.0	8.0	0.2794
2.0	6.0	0.2794
1.0	4.0	0.2794
1.0	11.0	0.2794
2.0	11.0	0.2794
3.0	11.0	0.2794
2.0	9.0	0.2794
4.0	9.0	0.2794
3.0	10.0	0.2794
2.0	7.0	0.2794
2.0	6.0	0.2794
1.0	9.0	0.2794
2.0	6.0	0.2794
3.0	6.0	0.2794
1.0	5.0	0.2794
2.0	14.0	0.2794
2.0	10.0	0.2794
2.0	7.0	0.2794
5.0	10.0	0.2794
4.0	11.0	0.2794
2.0	11.0	0.2794
4.0	11.0	0.2794
2.0	8.0	0.2794
3.0	8.0	0.2794
1.0	9.0	0.2794
2.0	9.0	0.2794
2.0	6.0	0.2794
3.0	6.0	0.2794
2.0	5.0	0.2794
2.0	13.0	0.2794
3.0	13.0	0.2794
1.0	11.0	0.2794
1.0	10.0	0.2794
4.0	10.0	0.2794
1.0	10.0	0.2794
4.0	12.0	0.2794
1.0	9.0	0.2794
3.0	9.0	0.2794
2.0	9.0	0.2794
1.0	9.0	0.2794
1.0	8.0	0.2794
2.0	8.0	0.2794
2.0	4.0	0.2794
3.0	14.0	0.2794
3.0	11.0	0.2794
5.0	11.0	0.2794
1.0	8.0	0.2794
3.0	8.0	0.2794
3.0	7.0	0.2794
1.0	11.0	0.2794
1.0	9.0	0.2794
1.0	10.0	0.2794
1.0	8.0	0.2794
1.0	6.0	0.2794
4.0	10.0	0.2794
1.0	8.0	0.2794
2.0	8.0	0.2794
3.0	8.0	0.2794
3.0	8.0	0.2794
4.0	8.0	0.2794
2.0	9.0	0.2794
4.0	9.0	0.2794
2.0	8.0	0.2794
1.0	5.0	0.2794
5.0	10.0	0.2794
4.0	9.0	0.2794
1.0	7.0	0.2794
1.0	5.0	0.2794
2.0	9.0	0.2794
5.0	9.0	0.2794
2.0	7.0	0.2794
1.0	7.0	0.2794
2.0	7.0	0.2794
3.0	9.0	0.2794
1.0	8.0	0.2794
3.0	6.0	0.2794
2.0	5.0	0.2794
5.0	12.0	0.278
3.0	10.0	0.278
2.0	9.0	0.278
3.0	9.0	0.278
4.0	9.0	0.278
2.0	7.0	0.278
3.0	7.0	0.278
5.0	9.0	0.278
1.0	7.0	0.278
1.0	9.0	0.278
2.0	6.0	0.278
3.0	12.0	0.278
1.0	11.0	0.278
3.0	9.0	0.278
6.0	9.0	0.278
4.0	11.0	0.278
2.0	10.0	0.278
3.0	10.0	0.278
3.0	7.0	0.278
3.0	10.0	0.278
2.0	8.0	0.278
2.0	6.0	0.278
3.0	6.0	0.278
4.0	11.0	0.278
1.0	8.0	0.278
5.0	8.0	0.278
1.0	8.0	0.278
2.0	7.0	0.278
1.0	3.0	0.278
7.0	13.0	0.278
1.0	10.0	0.278
2.0	14.0	0.278
3.0	10.0	0.278
4.0	10.0	0.278
1.0	8.0	0.278
2.0	8.0	0.278
2.0	6.0	0.278
4.0	9.0	0.278
2.0	6.0	0.278
3.0	8.0	0.278
2.0	9.0	0.278
5.0	9.0	0.278
1.0	5.0	0.278
4.0	10.0	0.278
2.0	7.0	0.278
5.0	11.0	0.278
1.0	8.0	0.278
2.0	8.0	0.278
1.0	6.0	0.278
3.0	6.0	0.278
3.0	9.0	0.2774
2.0	12.0	0.2774
3.0	8.0	0.2774
2.0	6.0	0.2774
1.0	11.0	0.2774
2.0	11.0	0.2774
3.0	11.0	0.2774
2.0	11.0	0.2774
3.0	11.0	0.2774
5.0	12.0	0.2774
3.0	11.0	0.2774
1.0	9.0	0.2774
5.0	9.0	0.2774
1.0	7.0	0.2774
2.0	7.0	0.2774
1.0	7.0	0.2774
2.0	7.0	0.2774
2.0	4.0	0.2774
2.0	8.0	0.2774
3.0	7.0	0.2774
3.0	5.0	0.2774
1.0	10.0	0.2774
1.0	9.0	0.2774
1.0	10.0	0.2774
2.0	7.0	0.2774
1.0	7.0	0.2774
1.0	3.0	0.2774
4.0	10.0	0.2774
2.0	9.0	0.2774
3.0	9.0	0.2774
1.0	8.0	0.2774
3.0	8.0	0.2774
2.0	6.0	0.2774
3.0	9.0	0.2774
3.0	7.0	0.2774
4.0	7.0	0.2774
3.0	6.0	0.2774
2.0	10.0	0.2774
3.0	10.0	0.2774
2.0	8.0	0.2774
4.0	8.0	0.2774
3.0	6.0	0.2774
1.0	7.0	0.2774
2.0	12.0	0.2773
4.0	9.0	0.2773
1.0	8.0	0.2773
4.0	10.0	0.2773
1.0	10.0	0.2773
4.0	10.0	0.2773
2.0	6.0	0.2773
1.0	12.0	0.2773
4.0	12.0	0.2773
2.0	9.0	0.2773
3.0	9.0	0.2773
2.0	11.0	0.2773
4.0	11.0	0.2773
3.0	8.0	0.2773
4.0	8.0	0.2773
2.0	10.0	0.2773
1.0	6.0	0.2773
1.0	11.0	0.2773
2.0	11.0	0.2773
3.0	11.0	0.2773
3.0	10.0	0.2773
1.0	11.0	0.2773
4.0	11.0	0.2773
1.0	7.0	0.2773
2.0	7.0	0.2773
2.0	6.0	0.2773
4.0	12.0	0.2773
2.0	10.0	0.2773
3.0	10.0	0.2773
1.0	11.0	0.2773
1.0	9.0	0.2773
2.0	9.0	0.2773
1.0	10.0	0.2773
2.0	10.0	0.2773
1.0	8.0	0.2773
4.0	8.0	0.2773
2.0	6.0	0.2773
3.0	6.0	0.2773
3.0	7.0	0.2773
1.0	7.0	0.2773
2.0	7.0	0.2773
2.0	11.0	0.2765
3.0	9.0	0.2765
2.0	6.0	0.2765
1.0	4.0	0.2765
1.0	11.0	0.2765
3.0	11.0	0.2765
2.0	11.0	0.2765
4.0	11.0	0.2765
1.0	9.0	0.2765
2.0	9.0	0.2765
2.0	9.0	0.2765
3.0	9.0	0.2765
3.0	6.0	0.2765
2.0	12.0	0.2765
1.0	13.0	0.2765
2.0	13.0	0.2765
1.0	9.0	0.2765
3.0	8.0	0.2765
2.0	6.0	0.2765
3.0	6.0	0.2765
7.0	12.0	0.2765
1.0	13.0	0.2765
1.0	11.0	0.2765
2.0	9.0	0.2765
3.0	10.0	0.2765
1.0	8.0	0.2765
3.0	7.0	0.2765
1.0	5.0	0.2765
2.0	5.0	0.2765
2.0	7.0	0.2765
2.0	5.0	0.2765
1.0	12.0	0.2747
3.0	12.0	0.2747
5.0	9.0	0.2747
2.0	8.0	0.2747
4.0	8.0	0.2747
1.0	10.0	0.2747
4.0	10.0	0.2747
6.0	10.0	0.2747
4.0	10.0	0.2747
2.0	12.0	0.2747
3.0	12.0	0.2747
3.0	7.0	0.2747
1.0	8.0	0.2747
3.0	6.0	0.2747
2.0	9.0	0.2747
3.0	8.0	0.2747
4.0	10.0	0.2747
1.0	6.0	0.2747
3.0	6.0	0.2747
3.0	10.0	0.2747
1.0	10.0	0.2747
5.0	10.0	0.2747
3.0	9.0	0.2747
1.0	11.0	0.2747
1.0	8.0	0.2747
2.0	7.0	0.2747
2.0	4.0	0.2747
1.0	12.0	0.2747
2.0	7.0	0.2747
3.0	7.0	0.2747
1.0	6.0	0.2747
2.0	6.0	0.2747
2.0	11.0	0.2747
1.0	7.0	0.2747
3.0	8.0	0.2747
3.0	7.0	0.2747
2.0	7.0	0.2747
1.0	10.0	0.2747
2.0	10.0	0.2747
1.0	7.0	0.1449
5.0	8.0	0.1449
5.0	9.0	0.1449
2.0	11.0	0.1449
3.0	11.0	0.1449
2.0	10.0	0.1449
3.0	10.0	0.1449
1.0	10.0	0.1449
3.0	10.0	0.1449
2.0	4.0	0.1449
1.0	12.0	0.1449
2.0	8.0	0.1449
3.0	8.0	0.1449
5.0	8.0	0.1449
6.0	8.0	0.1449
2.0	8.0	0.1449
3.0	8.0	0.1449
1.0	6.0	0.1449
3.0	6.0	0.1449
4.0	6.0	0.1449
3.0	4.0	0.1449
1.0	11.0	0.1449
4.0	12.0	0.1449
1.0	8.0	0.1449
2.0	8.0	0.1449
3.0	7.0	0.1449
1.0	5.0	0.1449
3.0	5.0	0.1449
2.0	4.0	0.1449
3.0	4.0	0.1449
2.0	11.0	0.1449
2.0	9.0	0.1449
1.0	10.0	0.1449
3.0	7.0	0.1449
4.0	7.0	0.1449
2.0	9.0	0.1449
3.0	9.0	0.1449
4.0	9.0	0.1449
3.0	7.0	0.1449
2.0	5.0	0.1449
4.0	9.0	0.1449
2.0	7.0	0.1449
2.0	8.0	0.1449
3.0	7.0	0.1427
4.0	9.0	0.1427
