# =============================================
# WT SURFACES
# =============================================
# Q 2.5526 
# s 0.637 
# g 1.05 
# maximal time 1000.0 
# expected RLS 24 pm 0 
# =============================================
# k1	k2	R	re	RLS	lifetime	tau	eta
0.445000	0.080000	1000.000000	0.061950	24.000000	45.844287	0.433637	0.541667
0.445000	0.085000	1000.000000	0.084450	24.000000	48.015346	0.387018	0.500000
0.445000	0.085000	0.318310	0.002500	24.000000	38.125422	0.733467	0.833333
0.445000	0.090000	1000.000000	0.108200	24.000000	50.057080	0.346084	0.458333
0.445000	0.090000	0.318310	0.015000	24.000000	38.411560	0.733106	0.833333
0.445000	0.095000	1000.000000	0.133200	24.000000	51.252074	0.312469	0.416667
0.445000	0.095000	0.318310	0.028200	24.000000	39.057424	0.729005	0.833333
0.445000	0.100000	1000.000000	0.160700	24.000000	53.028177	0.277044	0.375000
0.445000	0.100000	0.318310	0.040700	24.000000	39.068817	0.731795	0.833333
0.445000	0.105000	1000.000000	0.193200	24.000000	56.604397	0.236540	0.333333
0.445000	0.105000	0.318310	0.054450	24.000000	39.876060	0.683295	0.791667
0.445000	0.110000	1000.000000	0.230700	24.000000	60.905936	0.197890	0.291667
0.445000	0.110000	0.318310	0.066950	24.000000	39.569366	0.689914	0.791667
0.445000	0.115000	1000.000000	0.275387	24.000000	65.715735	0.191261	0.291667
0.445000	0.115000	0.318310	0.080700	24.000000	40.009650	0.688279	0.791667
0.445000	0.120000	0.318310	0.094450	24.000000	40.310007	0.688214	0.791667
0.445000	0.125000	0.318310	0.108200	24.000000	40.474385	0.689619	0.791667
0.445000	0.130000	0.318310	0.123200	24.000000	41.272440	0.642787	0.750000
0.445000	0.135000	0.318310	0.138200	24.000000	41.995539	0.638219	0.750000
0.445000	0.140000	0.318310	0.153200	24.000000	42.511530	0.636135	0.750000
0.445000	0.145000	0.318310	0.168200	24.000000	42.720207	0.596953	0.708333
0.445000	0.150000	0.318310	0.183200	24.000000	42.740500	0.600506	0.708333
0.445000	0.155000	0.318310	0.198200	24.000000	42.678651	0.645972	0.750000
0.445000	0.160000	0.318310	0.214450	24.000000	43.168766	0.603510	0.708333
0.445000	0.165000	0.318310	0.231950	24.000000	44.247085	0.596824	0.708333
0.445000	0.170000	0.318310	0.248200	24.000000	44.284456	0.600548	0.708333
0.445000	0.175000	0.318310	0.265700	24.000000	44.892972	0.558125	0.666667
0.445000	0.180000	0.318310	0.283200	24.000000	45.263463	0.558745	0.666667
0.450000	0.070000	1000.000000	0.007500	24.000000	43.673870	0.474549	0.583333
0.450000	0.075000	1000.000000	0.025700	24.000000	43.864495	0.479722	0.583333
0.450000	0.080000	1000.000000	0.045700	24.000000	44.999896	0.439918	0.541667
0.450000	0.085000	1000.000000	0.068200	24.000000	47.640473	0.390758	0.500000
0.450000	0.090000	1000.000000	0.090700	24.000000	48.687408	0.354158	0.458333
0.450000	0.090000	0.318310	0.001250	24.000000	38.650184	0.730364	0.833333
0.450000	0.095000	1000.000000	0.115075	24.000000	50.176437	0.317708	0.416667
0.450000	0.095000	0.318310	0.013750	24.000000	38.885376	0.730596	0.833333
0.450000	0.100000	1000.000000	0.143200	24.000000	53.527256	0.268057	0.360000
0.450000	0.100000	0.318310	0.026950	24.000000	39.649088	0.682005	0.791667
0.450000	0.105000	1000.000000	0.173200	24.000000	55.780972	0.238962	0.333333
0.450000	0.105000	0.318310	0.039450	24.000000	39.455255	0.687902	0.791667
0.450000	0.110000	1000.000000	0.208200	24.000000	59.442944	0.201809	0.291667
0.450000	0.110000	0.318310	0.053200	24.000000	40.447639	0.678396	0.791667
0.450000	0.115000	1000.000000	0.250700	24.000000	65.087587	0.191560	0.291667
0.450000	0.115000	0.318310	0.065700	24.000000	39.832842	0.689759	0.791667
0.450000	0.120000	0.318310	0.079450	24.000000	40.233192	0.688520	0.791667
0.450000	0.125000	0.318310	0.093200	24.000000	40.479267	0.689055	0.791667
0.450000	0.130000	0.318310	0.108200	24.000000	41.591430	0.638068	0.750000
0.450000	0.135000	0.318310	0.121950	24.000000	41.329436	0.644902	0.750000
0.450000	0.140000	0.318310	0.136950	24.000000	41.954548	0.641530	0.750000
0.450000	0.145000	0.318310	0.151950	24.000000	42.365701	0.640710	0.750000
0.450000	0.150000	0.318310	0.166950	24.000000	42.542457	0.601666	0.708333
0.450000	0.155000	0.318310	0.183200	24.000000	43.609581	0.593735	0.708333
0.450000	0.160000	0.318310	0.198200	24.000000	43.201558	0.602236	0.708333
0.450000	0.165000	0.318310	0.214450	24.000000	43.631319	0.601738	0.708333
0.450000	0.170000	0.318310	0.230700	24.000000	43.856159	0.603376	0.708333
0.450000	0.175000	0.318310	0.248200	24.000000	44.622263	0.559417	0.666667
0.450000	0.180000	0.318310	0.265700	24.000000	45.157778	0.558364	0.666667
0.450000	0.185000	0.318310	0.283200	24.000000	45.437674	0.559860	0.666667
0.455000	0.075000	1000.000000	0.011250	24.000000	44.273899	0.458200	0.565217
0.455000	0.080000	1000.000000	0.030700	24.000000	45.142892	0.438652	0.541667
0.455000	0.085000	1000.000000	0.051950	24.000000	46.938599	0.395489	0.500000
0.455000	0.090000	1000.000000	0.073200	24.000000	47.375617	0.363484	0.458333
0.455000	0.095000	1000.000000	0.098200	24.000000	50.104834	0.318704	0.416667
0.455000	0.100000	1000.000000	0.124450	24.000000	52.250065	0.280268	0.375000
0.455000	0.100000	0.318310	0.012500	24.000000	39.615922	0.681602	0.791667
0.455000	0.105000	1000.000000	0.153200	24.000000	54.457170	0.243994	0.333333
0.455000	0.105000	0.318310	0.024450	24.000000	39.014809	0.734534	0.833333
0.455000	0.110000	1000.000000	0.185700	24.000000	57.248309	0.238788	0.333333
0.455000	0.110000	0.318310	0.038200	24.000000	39.926211	0.684793	0.791667
0.455000	0.115000	1000.000000	0.225700	24.000000	62.769906	0.196792	0.291667
0.455000	0.115000	0.318310	0.050700	24.000000	39.598232	0.691903	0.791667
0.455000	0.120000	1000.000000	0.273200	24.000000	67.935315	0.161592	0.250000
0.455000	0.120000	0.318310	0.064450	24.000000	40.102964	0.689408	0.791667
0.455000	0.125000	0.318310	0.078200	24.000000	40.455046	0.688689	0.791667
0.455000	0.130000	0.318310	0.091950	24.000000	40.639993	0.689927	0.791667
0.455000	0.135000	0.318310	0.105700	24.000000	40.700102	0.000000	0.000000
0.455000	0.140000	0.318310	0.120700	24.000000	41.377653	0.647046	0.750000
0.455000	0.145000	0.318310	0.135075	24.000000	41.501496	0.649057	0.750000
0.455000	0.150000	0.318310	0.150700	24.000000	42.258663	0.644626	0.750000
0.455000	0.155000	0.318310	0.165700	24.000000	42.406535	0.605732	0.708333
0.455000	0.160000	0.318310	0.181950	24.000000	43.223669	0.600890	0.708333
0.455000	0.165000	0.318310	0.198200	24.000000	43.854855	0.598081	0.708333
0.455000	0.170000	0.318310	0.213200	24.000000	43.354361	0.606990	0.708333
0.455000	0.175000	0.318310	0.230700	24.000000	44.251343	0.561753	0.666667
0.455000	0.180000	0.318310	0.248200	24.000000	44.978994	0.558657	0.666667
0.455000	0.185000	0.318310	0.265700	24.000000	45.422494	0.558523	0.666667
0.455000	0.190000	0.318310	0.283200	24.000000	45.601301	0.561015	0.666667
0.460000	0.080000	1000.000000	0.015000	24.000000	44.499639	0.443715	0.541667
0.460000	0.085000	1000.000000	0.035075	24.000000	45.462591	0.406093	0.500000
0.460000	0.090000	1000.000000	0.056950	24.000000	47.018130	0.365676	0.458333
0.460000	0.095000	1000.000000	0.080700	24.000000	49.080756	0.000000	0.000000
0.460000	0.100000	1000.000000	0.105700	24.000000	50.730478	0.287295	0.375000
0.460000	0.105000	1000.000000	0.133200	24.000000	52.774675	0.282446	0.375000
0.460000	0.105000	0.318310	0.010000	24.000000	38.908078	0.735353	0.833333
0.460000	0.110000	1000.000000	0.165700	24.000000	56.861053	0.239323	0.333333
0.460000	0.110000	0.318310	0.023200	24.000000	39.441120	0.690327	0.791667
0.460000	0.115000	1000.000000	0.200700	24.000000	59.468025	0.205652	0.291667
0.460000	0.115000	0.318310	0.035622	24.000000	39.263617	0.695114	0.791667
0.460000	0.120000	1000.000000	0.245700	24.000000	65.597933	0.165807	0.250000
0.460000	0.120000	0.318310	0.049450	24.000000	39.908037	0.691062	0.791667
0.460000	0.125000	0.318310	0.063200	24.000000	40.386175	0.688757	0.791667
0.460000	0.130000	0.318310	0.076950	24.000000	40.677062	0.647498	0.750000
0.460000	0.135000	0.318310	0.090700	24.000000	40.792450	0.649437	0.750000
0.460000	0.140000	0.318310	0.105700	24.000000	41.792764	0.641185	0.750000
0.460000	0.145000	0.318310	0.119450	24.000000	41.418798	0.649198	0.750000
0.460000	0.150000	0.318310	0.134450	24.000000	41.889885	0.647604	0.750000
0.460000	0.155000	0.318310	0.149450	24.000000	42.172963	0.648140	0.750000
0.460000	0.160000	0.318310	0.165700	24.000000	43.232269	0.599492	0.708333
0.460000	0.165000	0.318310	0.180700	24.000000	42.986331	0.605993	0.708333
0.460000	0.170000	0.318310	0.196950	24.000000	43.495171	0.604550	0.708333
0.460000	0.175000	0.318310	0.213200	24.000000	43.784453	0.605467	0.708333
0.460000	0.180000	0.318310	0.230700	24.000000	44.692403	0.560059	0.666667
0.460000	0.185000	0.318310	0.248200	24.000000	45.375153	0.557354	0.666667
0.460000	0.190000	0.318310	0.265700	24.000000	45.690269	0.558569	0.666667
0.460000	0.195000	0.318310	0.283200	24.000000	45.754702	0.562208	0.666667
0.465000	0.080000	1000.000000	0.000000	24.000000	0.000000	0.000000	0.000000
0.465000	0.085000	1000.000000	0.019450	24.000000	45.117296	0.408633	0.500000
0.465000	0.090000	1000.000000	0.040700	24.000000	46.512963	0.376308	0.476190
0.465000	0.095000	1000.000000	0.063200	24.000000	47.916751	0.330793	0.416667
0.465000	0.100000	1000.000000	0.088200	24.000000	50.189447	0.289823	0.375000
0.465000	0.105000	1000.000000	0.114450	24.000000	51.865457	0.286120	0.375000
0.465000	0.110000	1000.000000	0.145700	24.000000	56.082558	0.241454	0.333333
0.465000	0.110000	0.318310	0.008750	24.000000	39.417995	0.690106	0.791667
0.465000	0.115000	1000.000000	0.179450	24.000000	58.911790	0.206622	0.291667
0.465000	0.115000	0.318310	0.021950	24.000000	40.069496	0.684644	0.791667
0.465000	0.120000	1000.000000	0.219450	24.000000	62.968141	0.171985	0.250000
0.465000	0.120000	0.318310	0.034450	24.000000	39.646460	0.693519	0.791667
0.465000	0.125000	1000.000000	0.270700	24.000000	69.563818	0.162132	0.250000
0.465000	0.125000	0.318310	0.048200	24.000000	40.250827	0.689607	0.791667
0.465000	0.130000	0.318310	0.061950	24.000000	40.697498	0.646520	0.750000
0.465000	0.135000	0.318310	0.075075	24.000000	40.425792	0.694037	0.791667
0.465000	0.140000	0.318310	0.089450	24.000000	40.936960	0.650419	0.750000
0.465000	0.145000	0.318310	0.104450	24.000000	41.867298	0.642993	0.750000
0.465000	0.150000	0.318310	0.118200	24.000000	41.454350	0.651342	0.750000
0.465000	0.155000	0.318310	0.133200	24.000000	41.863757	0.650411	0.750000
0.465000	0.160000	0.318310	0.148200	24.000000	42.101663	0.651357	0.750000
0.465000	0.165000	0.318310	0.164450	24.000000	42.970144	0.605072	0.708333
0.465000	0.170000	0.318310	0.180700	24.000000	43.723948	0.600712	0.708333
0.465000	0.175000	0.318310	0.195544	24.000000	43.160543	0.610303	0.708333
0.465000	0.180000	0.318310	0.213200	24.000000	44.276936	0.562862	0.666667
0.465000	0.185000	0.318310	0.230700	24.000000	45.265703	0.556707	0.666667
0.465000	0.190000	0.318310	0.248200	24.000000	45.918217	0.554229	0.666667
0.465000	0.195000	0.318310	0.265700	24.000000	45.966867	0.518924	0.625000
0.465000	0.200000	0.318310	0.283200	24.000000	45.898300	0.523555	0.625000
0.470000	0.085000	1000.000000	0.003750	24.000000	44.589823	0.412623	0.500000
0.470000	0.090000	1000.000000	0.024450	24.000000	45.863841	0.373299	0.458333
0.470000	0.095000	1000.000000	0.046950	24.000000	47.701739	0.332072	0.416667
0.470000	0.100000	1000.000000	0.070700	24.000000	49.395977	0.293797	0.375000
0.470000	0.105000	1000.000000	0.096950	24.000000	51.825025	0.285758	0.375000
0.470000	0.110000	1000.000000	0.125700	24.000000	54.464748	0.247326	0.333333
0.470000	0.115000	1000.000000	0.158200	24.000000	57.798058	0.209528	0.291667
0.470000	0.115000	0.318310	0.006250	24.000000	38.922184	0.739785	0.833333
0.470000	0.120000	1000.000000	0.194450	24.000000	60.437358	0.177645	0.250000
0.470000	0.120000	0.318310	0.019450	24.000000	39.328544	0.696618	0.791667
0.470000	0.125000	1000.000000	0.240700	24.000000	66.071344	0.168487	0.250000
0.470000	0.125000	0.318310	0.033200	24.000000	40.030051	0.716496	0.807692
0.470000	0.130000	0.318310	0.046950	24.000000	40.692404	0.645668	0.750000
0.470000	0.135000	0.318310	0.060700	24.000000	41.114792	0.643696	0.750000
0.470000	0.140000	0.318310	0.074450	24.000000	41.136590	0.647259	0.750000
0.470000	0.145000	0.318310	0.088200	24.000000	41.073901	0.651429	0.750000
0.470000	0.150000	0.318310	0.103200	24.000000	41.928349	0.644914	0.750000
0.470000	0.155000	0.318310	0.116950	24.000000	41.485560	0.653461	0.750000
0.470000	0.160000	0.318310	0.131950	24.000000	41.841036	0.653081	0.750000
0.470000	0.165000	0.318310	0.148200	24.000000	42.913044	0.604478	0.708333
0.470000	0.170000	0.318310	0.163200	24.000000	42.790608	0.609468	0.708333
0.470000	0.175000	0.318310	0.179450	24.000000	43.386977	0.606966	0.708333
0.470000	0.180000	0.318310	0.195075	24.000000	43.365699	0.610804	0.708333
0.470000	0.185000	0.318310	0.213200	24.000000	44.984679	0.557928	0.666667
0.470000	0.190000	0.318310	0.229450	24.000000	44.618418	0.565870	0.666667
0.470000	0.195000	0.318310	0.246950	24.000000	45.089579	0.565279	0.666667
0.470000	0.200000	0.318310	0.265700	24.000000	46.265943	0.518560	0.625000
0.470000	0.205000	0.318310	0.283200	24.000000	46.032577	0.524832	0.625000
0.475000	0.090000	1000.000000	0.008750	24.000000	45.544250	0.375607	0.458333
0.475000	0.095000	1000.000000	0.030700	24.000000	47.340454	0.334285	0.416667
0.475000	0.100000	1000.000000	0.053200	24.000000	48.395944	0.333630	0.416667
0.475000	0.105000	1000.000000	0.078200	24.000000	50.281618	0.294692	0.375000
0.475000	0.110000	1000.000000	0.105700	24.000000	52.590782	0.256030	0.333333
0.475000	0.115000	1000.000000	0.136950	24.000000	55.890277	0.216454	0.291667
0.475000	0.120000	1000.000000	0.171950	24.000000	59.195171	0.209742	0.291667
0.475000	0.120000	0.318310	0.005000	24.000000	39.338667	0.696170	0.791667
0.475000	0.125000	1000.000000	0.214450	24.000000	64.230664	0.171800	0.250000
0.475000	0.125000	0.318310	0.018200	24.000000	39.726955	0.694569	0.791667
0.475000	0.130000	1000.000000	0.268200	24.000000	70.801217	0.135986	0.208333
0.475000	0.130000	0.318310	0.031950	24.000000	40.633331	0.645373	0.750000
0.475000	0.135000	0.318310	0.044450	24.000000	39.921115	0.698187	0.791667
0.475000	0.140000	0.318310	0.058200	24.000000	40.227960	0.674760	0.772727
0.475000	0.145000	0.318310	0.073200	24.000000	41.396181	0.646561	0.750000
0.475000	0.150000	0.318310	0.086950	24.000000	41.203712	0.652465	0.750000
0.475000	0.155000	0.318310	0.101950	24.000000	41.979205	0.606703	0.708333
0.475000	0.160000	0.318310	0.115622	24.000000	41.469646	0.655975	0.750000
0.475000	0.165000	0.318310	0.130700	24.000000	41.821438	0.655624	0.750000
0.475000	0.170000	0.318310	0.146950	24.000000	42.740756	0.608920	0.708333
0.475000	0.175000	0.318310	0.163200	24.000000	43.654594	0.562879	0.666667
0.475000	0.180000	0.318310	0.178200	24.000000	43.159830	0.611693	0.708333
0.475000	0.185000	0.318310	0.194450	24.000000	43.479766	0.585217	0.680000
0.475000	0.190000	0.318310	0.211950	24.000000	44.352862	0.567097	0.666667
0.475000	0.195000	0.318310	0.229450	24.000000	45.036572	0.564229	0.666667
0.475000	0.200000	0.318310	0.246950	24.000000	45.404397	0.525193	0.625000
0.475000	0.205000	0.318310	0.265700	24.000000	46.658332	0.517104	0.625000
0.475000	0.210000	0.318310	0.283200	24.000000	46.158074	0.526136	0.625000
0.480000	0.095000	1000.000000	0.014375	24.000000	46.704564	0.338318	0.416667
0.480000	0.100000	1000.000000	0.036950	24.000000	48.344229	0.333815	0.416667
0.480000	0.105000	1000.000000	0.060700	24.000000	49.658099	0.297717	0.375000
0.480000	0.110000	1000.000000	0.088200	24.000000	53.085201	0.253570	0.333333
0.480000	0.115000	1000.000000	0.116950	24.000000	54.792347	0.220017	0.291667
0.480000	0.120000	1000.000000	0.150700	24.000000	58.551366	0.210967	0.291667
0.480000	0.125000	1000.000000	0.189450	24.000000	62.333998	0.175671	0.250000
0.480000	0.125000	0.318310	0.003750	24.000000	39.913187	0.691379	0.791667
0.480000	0.130000	1000.000000	0.238200	24.000000	68.446108	0.140537	0.208333
0.480000	0.130000	0.318310	0.016950	24.000000	40.299792	0.649148	0.750000
0.480000	0.135000	0.318310	0.029450	24.000000	39.776379	0.673665	0.769231
0.480000	0.140000	0.318310	0.043200	24.000000	40.184060	0.697747	0.791667
0.480000	0.145000	0.318310	0.056950	24.000000	40.441686	0.657036	0.750000
0.480000	0.150000	0.318310	0.071325	24.000000	40.970659	0.654274	0.750000
0.480000	0.155000	0.318310	0.085700	24.000000	41.326887	0.653521	0.750000
0.480000	0.160000	0.318310	0.100700	24.000000	42.022688	0.608732	0.708333
0.480000	0.165000	0.318310	0.115075	24.000000	41.921257	0.613274	0.708333
0.480000	0.170000	0.318310	0.130700	24.000000	42.632522	0.608944	0.708333
0.480000	0.175000	0.318310	0.145700	24.000000	42.614653	0.612663	0.708333
0.480000	0.180000	0.318310	0.161950	24.000000	43.315500	0.569066	0.666667
0.480000	0.185000	0.318310	0.178200	24.000000	43.781934	0.567823	0.666667
0.480000	0.190000	0.318310	0.194450	24.000000	43.976187	0.569517	0.666667
0.480000	0.195000	0.318310	0.210700	24.000000	44.005097	0.572759	0.666667
0.480000	0.200000	0.318310	0.228200	24.000000	44.563538	0.571172	0.666667
0.480000	0.205000	0.318310	0.245700	24.000000	44.906003	0.571724	0.666667
0.480000	0.210000	0.318310	0.264450	24.000000	45.716332	0.528527	0.625000
0.480000	0.215000	0.318310	0.283200	24.000000	46.275379	0.527463	0.625000
0.485000	0.100000	1000.000000	0.020700	24.000000	48.226784	0.334348	0.416667
0.485000	0.105000	1000.000000	0.043825	24.000000	49.400437	0.298990	0.375000
0.485000	0.110000	1000.000000	0.069450	24.000000	51.479685	0.260534	0.333333
0.485000	0.115000	1000.000000	0.096950	24.000000	53.246640	0.225518	0.291667
0.485000	0.120000	1000.000000	0.129450	24.000000	57.141266	0.215003	0.291667
0.485000	0.125000	1000.000000	0.165700	24.000000	60.564319	0.179641	0.250000
0.485000	0.130000	1000.000000	0.209450	24.000000	65.266768	0.145828	0.208333
0.485000	0.130000	0.318310	0.001250	24.000000	39.291280	0.688600	0.782609
0.485000	0.135000	1000.000000	0.266950	24.000000	72.663791	0.135985	0.208333
0.485000	0.135000	0.318310	0.015000	24.000000	39.993641	0.696224	0.791667
0.485000	0.140000	0.318310	0.028200	24.000000	40.093885	0.698108	0.791667
0.485000	0.145000	0.318310	0.041950	24.000000	40.465992	0.656195	0.750000
0.485000	0.150000	0.318310	0.055388	24.000000	40.452812	0.659225	0.750000
0.485000	0.155000	0.318310	0.069450	24.000000	40.719275	0.659275	0.750000
0.485000	0.160000	0.318310	0.084450	24.000000	41.443976	0.654594	0.750000
0.485000	0.165000	0.318310	0.099450	24.000000	42.060997	0.610762	0.708333
0.485000	0.170000	0.318310	0.114450	24.000000	42.427242	0.610084	0.708333
0.485000	0.175000	0.318310	0.129450	24.000000	42.534299	0.612450	0.708333
0.485000	0.180000	0.318310	0.144450	24.000000	42.514757	0.615982	0.708333
0.485000	0.185000	0.318310	0.160700	24.000000	43.107080	0.613428	0.708333
0.485000	0.190000	0.318310	0.176950	24.000000	43.497882	0.573049	0.666667
0.485000	0.195000	0.318310	0.193200	24.000000	43.689133	0.574581	0.666667
0.485000	0.200000	0.318310	0.210700	24.000000	44.411872	0.571264	0.666667
0.485000	0.205000	0.318310	0.228200	24.000000	44.909879	0.530771	0.625000
0.485000	0.210000	0.318310	0.245700	24.000000	45.160064	0.532068	0.625000
0.485000	0.215000	0.318310	0.264450	24.000000	45.913037	0.529084	0.625000
0.485000	0.220000	0.318310	0.283200	24.000000	46.385121	0.528809	0.625000
0.490000	0.100000	1000.000000	0.003750	24.000000	46.981213	0.342044	0.416667
0.490000	0.105000	1000.000000	0.026950	24.000000	48.941229	0.301413	0.375000
0.490000	0.110000	1000.000000	0.051950	24.000000	51.239227	0.261500	0.333333
0.490000	0.115000	1000.000000	0.078200	24.000000	52.486677	0.259063	0.333333
0.490000	0.120000	1000.000000	0.108200	24.000000	55.080656	0.221776	0.291667
0.490000	0.125000	1000.000000	0.143200	24.000000	59.144180	0.184403	0.250000
0.490000	0.130000	1000.000000	0.183200	24.000000	62.935791	0.177618	0.250000
0.490000	0.135000	1000.000000	0.234450	24.000000	69.360877	0.140709	0.208333
0.490000	0.135000	0.318310	0.000000	24.000000	0.000000	0.000000	0.000000
0.490000	0.140000	0.318310	0.013125	24.000000	39.881860	0.699864	0.791667
0.490000	0.145000	0.318310	0.026950	24.000000	40.466831	0.655464	0.750000
0.490000	0.150000	0.318310	0.040700	24.000000	40.786298	0.654770	0.750000
0.490000	0.155000	0.318310	0.054450	24.000000	40.887247	0.656801	0.750000
0.490000	0.160000	0.318310	0.068200	24.000000	40.872726	0.659945	0.750000
0.490000	0.165000	0.318310	0.083200	24.000000	41.555577	0.615580	0.708333
0.490000	0.170000	0.318310	0.098200	24.000000	42.095783	0.612774	0.708333
0.490000	0.175000	0.318310	0.113200	24.000000	42.382696	0.612995	0.708333
0.490000	0.180000	0.318310	0.128200	24.000000	42.459363	0.615570	0.708333
0.490000	0.185000	0.318310	0.144450	24.000000	43.302838	0.570394	0.666667
0.490000	0.190000	0.318310	0.160700	24.000000	43.988002	0.566498	0.666667
0.490000	0.200000	0.318310	0.193200	24.000000	44.173446	0.572225	0.666667
0.490000	0.205000	0.318310	0.210700	24.000000	44.895889	0.529560	0.625000
0.490000	0.210000	0.318310	0.228200	24.000000	45.299688	0.529403	0.625000
0.490000	0.215000	0.318310	0.245700	24.000000	45.421254	0.531999	0.625000
0.490000	0.220000	0.318310	0.264450	24.000000	46.108692	0.529592	0.625000
0.490000	0.225000	0.318310	0.283200	24.000000	46.487956	0.491149	0.583333
0.495000	0.105000	1000.000000	0.010000	24.000000	48.130030	0.305930	0.375000
0.495000	0.110000	1000.000000	0.034450	24.000000	50.616669	0.255904	0.320000
0.495000	0.115000	1000.000000	0.059450	24.000000	51.401165	0.265782	0.333333
0.495000	0.120000	1000.000000	0.088200	24.000000	53.836516	0.227853	0.291667
0.495000	0.125000	1000.000000	0.120700	24.000000	56.915959	0.190531	0.250000
0.495000	0.130000	1000.000000	0.159450	24.000000	61.872896	0.179513	0.250000
0.495000	0.135000	1000.000000	0.205700	24.000000	67.359387	0.143609	0.208333
0.495000	0.140000	1000.000000	0.265700	24.000000	74.107855	0.112317	0.166667
0.495000	0.145000	0.318310	0.011250	24.000000	39.798750	0.702953	0.791667
0.495000	0.150000	0.318310	0.025075	24.000000	40.279872	0.660027	0.750000
0.495000	0.155000	0.318310	0.038825	24.000000	40.545322	0.659930	0.750000
0.495000	0.160000	0.318310	0.053200	24.000000	41.130786	0.656273	0.750000
0.495000	0.165000	0.318310	0.066950	24.000000	41.024095	0.660582	0.750000
0.495000	0.170000	0.318310	0.081950	24.000000	41.662332	0.616709	0.708333
0.495000	0.175000	0.318310	0.096950	24.000000	42.128276	0.614752	0.708333
0.495000	0.180000	0.318310	0.111950	24.000000	42.350440	0.615670	0.708333
0.495000	0.185000	0.318310	0.126950	24.000000	42.399626	0.618417	0.708333
0.495000	0.190000	0.318310	0.143200	24.000000	43.100756	0.574864	0.666667
0.495000	0.195000	0.318310	0.159450	24.000000	43.596280	0.573165	0.666667
0.495000	0.200000	0.318310	0.175075	24.000000	43.439491	0.578075	0.666667
0.495000	0.205000	0.318310	0.193200	24.000000	44.856020	0.528448	0.625000
0.495000	0.210000	0.318310	0.209450	24.000000	44.461788	0.535874	0.625000
0.495000	0.215000	0.318310	0.228200	24.000000	45.817683	0.526536	0.625000
0.495000	0.220000	0.318310	0.245700	24.000000	45.694765	0.531736	0.625000
0.495000	0.225000	0.318310	0.264450	24.000000	46.304944	0.530035	0.625000
0.495000	0.230000	0.318310	0.283200	24.000000	46.584554	0.492517	0.583333
0.500000	0.110000	1000.000000	0.016950	24.000000	49.488678	0.269944	0.333333
0.500000	0.115000	1000.000000	0.041950	24.000000	51.200855	0.266587	0.333333
0.500000	0.120000	1000.000000	0.069450	24.000000	53.349740	0.221237	0.280000
0.500000	0.125000	1000.000000	0.100700	24.000000	56.611074	0.191254	0.250000
0.500000	0.130000	1000.000000	0.135075	24.000000	59.056492	0.186643	0.250000
0.500000	0.135000	1000.000000	0.178200	24.000000	64.573614	0.150339	0.208333
0.500000	0.140000	1000.000000	0.231950	24.000000	71.130439	0.140496	0.208333
0.500000	0.150000	0.318310	0.010000	24.000000	40.165625	0.660745	0.750000
0.500000	0.155000	0.318310	0.023200	24.000000	40.148607	0.663656	0.750000
0.500000	0.160000	0.318310	0.036950	24.000000	40.379555	0.650204	0.739130
0.500000	0.165000	0.318310	0.051950	24.000000	41.411650	0.615424	0.708333
0.500000	0.170000	0.318310	0.065700	24.000000	41.174169	0.661177	0.750000
0.500000	0.175000	0.318310	0.080700	24.000000	41.764918	0.617835	0.708333
0.500000	0.180000	0.318310	0.095075	24.000000	41.715913	0.621395	0.708333
0.500000	0.185000	0.318310	0.110700	24.000000	42.326639	0.618166	0.708333
0.500000	0.190000	0.318310	0.125700	24.000000	42.351052	0.621050	0.708333
0.500000	0.195000	0.318310	0.141950	24.000000	42.957938	0.578523	0.666667
0.500000	0.200000	0.318310	0.158200	24.000000	43.373751	0.577641	0.666667
0.500000	0.205000	0.318310	0.174450	24.000000	43.585439	0.578864	0.666667
0.500000	0.210000	0.318310	0.191950	24.000000	44.349414	0.535738	0.625000
0.500000	0.215000	0.318310	0.209450	24.000000	44.888728	0.534092	0.625000
0.500000	0.220000	0.318310	0.226950	24.000000	45.146795	0.535253	0.625000
0.500000	0.225000	0.318310	0.245700	24.000000	45.990695	0.531169	0.625000
0.500000	0.230000	0.318310	0.263200	24.000000	45.731510	0.537226	0.625000
0.500000	0.235000	0.318310	0.283200	24.000000	46.675589	0.493887	0.583333
0.505000	0.110000	1000.000000	0.000000	24.000000	0.000000	0.000000	0.000000
0.505000	0.115000	1000.000000	0.024450	24.000000	50.792342	0.268403	0.333333
0.505000	0.120000	1000.000000	0.050700	24.000000	52.491290	0.232858	0.291667
0.505000	0.125000	1000.000000	0.080075	24.000000	54.958016	0.196395	0.250000
0.505000	0.130000	1000.000000	0.113200	24.000000	57.874631	0.191833	0.250000
0.505000	0.135000	1000.000000	0.153200	24.000000	63.111364	0.152896	0.208333
0.505000	0.140000	1000.000000	0.200700	24.000000	67.796420	0.145691	0.208333
0.505000	0.145000	1000.000000	0.265700	24.000000	76.090562	0.113055	0.166667
0.505000	0.155000	0.318310	0.008750	24.000000	40.698691	0.656224	0.750000
0.505000	0.160000	0.318310	0.021950	24.000000	40.448109	0.662570	0.750000
0.505000	0.165000	0.318310	0.035544	24.000000	40.515919	0.664571	0.750000
0.505000	0.170000	0.318310	0.050075	24.000000	41.060107	0.661580	0.750000
0.505000	0.175000	0.318310	0.064450	24.000000	41.323891	0.636459	0.720000
