# =============================================
# WT SURFACES
# =============================================
# Q 2.5526 
# s 0.637 
# g 1.05 
# maximal time 1000.0 
# expected RLS 24 pm 0 
# =============================================
# k1	k2	R	re	RLS	lifetime	tau	eta
0.660000	0.380000	0.318310	0.211950	24.000000	47.136699	0.379167	0.416667
0.660000	0.385000	0.318310	0.234450	24.000000	47.747433	0.377260	0.416667
0.660000	0.390000	0.318310	0.256950	24.000000	47.869885	0.378903	0.416667
0.660000	0.395000	0.318310	0.280700	24.000000	48.334318	0.378336	0.416667
0.665000	0.215000	1000.000000	0.068200	24.000000	78.552950	0.062471	0.041667
0.665000	0.220000	1000.000000	0.186325	24.000000	92.559186	0.053688	0.041667
0.665000	0.330000	0.318310	0.001250	24.000000	42.631182	0.467302	0.500000
0.665000	0.335000	0.318310	0.018200	24.000000	43.056530	0.465251	0.500000
0.665000	0.340000	0.318310	0.035388	24.000000	43.400361	0.464026	0.500000
0.665000	0.345000	0.318310	0.053200	24.000000	43.946753	0.424652	0.458333
0.665000	0.350000	0.318310	0.070700	24.000000	43.941612	0.426479	0.458333
0.665000	0.355000	0.318310	0.089450	24.000000	44.515555	0.423709	0.458333
0.665000	0.360000	0.318310	0.108200	24.000000	44.790148	0.423467	0.458333
0.665000	0.365000	0.318310	0.127575	24.000000	45.168104	0.422522	0.458333
0.665000	0.370000	0.318310	0.147575	24.000000	45.619512	0.421146	0.458333
0.665000	0.375000	0.318310	0.168200	24.000000	46.126125	0.382991	0.416667
0.665000	0.380000	0.318310	0.189450	24.000000	46.668218	0.381226	0.416667
0.665000	0.385000	0.318310	0.210700	24.000000	46.822314	0.382334	0.416667
0.665000	0.390000	0.318310	0.233200	24.000000	47.330195	0.381126	0.416667
0.665000	0.395000	0.318310	0.256950	24.000000	48.141838	0.378048	0.416667
0.665000	0.400000	0.318310	0.280700	24.000000	48.494730	0.341858	0.375000
0.670000	0.215000	1000.000000	0.026325	24.000000	74.398144	0.066292	0.041667
0.670000	0.220000	1000.000000	0.117575	24.000000	85.540608	0.058316	0.041667
0.670000	0.335000	0.318310	0.000000	24.000000	0.000000	0.000000	0.000000
0.670000	0.340000	0.318310	0.016638	24.000000	43.151474	0.444988	0.480000
0.670000	0.345000	0.318310	0.033825	24.000000	43.439955	0.464725	0.500000
0.670000	0.350000	0.318310	0.051325	24.000000	43.683518	0.445403	0.478261
0.670000	0.355000	0.318310	0.069450	24.000000	44.073592	0.426445	0.458333
0.670000	0.360000	0.318310	0.088200	24.000000	44.610098	0.423950	0.458333
0.670000	0.365000	0.318310	0.106950	24.000000	44.813462	0.424288	0.458333
0.670000	0.370000	0.318310	0.126950	24.000000	45.666113	0.383276	0.416667
0.670000	0.375000	0.318310	0.146950	24.000000	45.996365	0.382831	0.416667
0.670000	0.380000	0.318310	0.166950	24.000000	45.965383	0.399722	0.434783
0.670000	0.385000	0.318310	0.188200	24.000000	46.427488	0.383894	0.416667
0.670000	0.390000	0.318310	0.210700	24.000000	47.316757	0.379823	0.416667
0.670000	0.395000	0.318310	0.233200	24.000000	47.705694	0.379506	0.416667
0.670000	0.405000	0.318310	0.280700	24.000000	48.685328	0.341580	0.375000
0.675000	0.220000	1000.000000	0.064450	24.000000	79.858993	0.062836	0.041667
0.675000	0.225000	1000.000000	0.191950	24.000000	94.575151	0.053286	0.041667
0.675000	0.345000	0.318310	0.015000	24.000000	43.204782	0.429605	0.458333
0.675000	0.350000	0.318310	0.031950	24.000000	43.286758	0.430476	0.458333
0.675000	0.355000	0.318310	0.050075	24.000000	43.905764	0.427046	0.458333
0.675000	0.360000	0.318310	0.068200	24.000000	44.236559	0.426111	0.458333
0.675000	0.365000	0.318310	0.086950	24.000000	44.733770	0.423910	0.458333
0.675000	0.370000	0.318310	0.105700	24.000000	44.847445	0.425004	0.458333
0.675000	0.375000	0.318310	0.125700	24.000000	45.573519	0.384976	0.416667
0.675000	0.380000	0.318310	0.145700	24.000000	45.843073	0.384953	0.416667
0.675000	0.385000	0.318310	0.166325	24.000000	46.196786	0.384406	0.416667
0.675000	0.390000	0.318310	0.187575	24.000000	46.581817	0.383761	0.416667
0.675000	0.395000	0.318310	0.209450	24.000000	46.969975	0.383230	0.416667
0.675000	0.400000	0.318310	0.231950	24.000000	47.342863	0.382912	0.416667
0.675000	0.405000	0.318310	0.255387	24.000000	47.826619	0.345596	0.375000
0.675000	0.410000	0.318310	0.280700	24.000000	48.942774	0.340564	0.375000
0.680000	0.220000	1000.000000	0.020700	24.000000	75.445551	0.067023	0.041667
0.680000	0.225000	1000.000000	0.116950	24.000000	86.736391	0.058363	0.041667
0.680000	0.350000	0.318310	0.013125	24.000000	43.092620	0.431547	0.458333
0.680000	0.355000	0.318310	0.030700	24.000000	43.559233	0.429229	0.458333
0.680000	0.360000	0.318310	0.048200	24.000000	43.692860	0.429781	0.458333
0.680000	0.365000	0.318310	0.066950	24.000000	44.478360	0.425024	0.458333
0.680000	0.370000	0.318310	0.085075	24.000000	44.388083	0.427700	0.458333
0.680000	0.375000	0.318310	0.104450	24.000000	44.892900	0.389214	0.416667
0.680000	0.380000	0.318310	0.124450	24.000000	45.532261	0.386241	0.416667
0.680000	0.385000	0.318310	0.144450	24.000000	45.746356	0.373944	0.400000
0.680000	0.390000	0.318310	0.165075	24.000000	46.050824	0.370727	0.400000
0.680000	0.395000	0.318310	0.186950	24.000000	46.778638	0.383273	0.416667
0.680000	0.400000	0.318310	0.208825	24.000000	47.063654	0.383485	0.416667
0.680000	0.405000	0.318310	0.231950	24.000000	47.726414	0.345024	0.375000
0.680000	0.410000	0.318310	0.255075	24.000000	47.928071	0.345875	0.375000
0.680000	0.415000	0.318310	0.279450	24.000000	48.408727	0.345113	0.375000
0.685000	0.225000	1000.000000	0.061013	24.000000	81.260235	0.062713	0.041667
0.685000	0.230000	1000.000000	0.199763	24.000000	97.048308	0.052678	0.041667
0.685000	0.355000	0.318310	0.011562	24.000000	43.220932	0.431455	0.458333
0.685000	0.360000	0.318310	0.028825	24.000000	43.410454	0.448658	0.478261
0.685000	0.365000	0.318310	0.046950	24.000000	43.930713	0.426347	0.454545
0.685000	0.370000	0.318310	0.065075	24.000000	44.145880	0.428791	0.458333
0.685000	0.375000	0.318310	0.083825	24.000000	44.496925	0.427785	0.458333
0.685000	0.380000	0.318310	0.103200	24.000000	44.951491	0.389707	0.416667
0.685000	0.385000	0.318310	0.123200	24.000000	45.515946	0.387292	0.416667
0.685000	0.390000	0.318310	0.143200	24.000000	45.677514	0.388022	0.416667
0.685000	0.395000	0.318310	0.164450	24.000000	46.324943	0.385314	0.416667
0.685000	0.400000	0.318310	0.185700	24.000000	46.554780	0.385787	0.416667
0.685000	0.405000	0.318310	0.208200	24.000000	47.177160	0.347408	0.375000
0.685000	0.410000	0.318310	0.230700	24.000000	47.389858	0.348035	0.375000
0.685000	0.415000	0.318310	0.254450	24.000000	47.889398	0.346988	0.375000
0.685000	0.420000	0.318310	0.279450	24.000000	48.599638	0.344837	0.375000
0.690000	0.225000	1000.000000	0.015312	24.000000	76.687521	0.067011	0.041667
0.690000	0.230000	1000.000000	0.117575	24.000000	88.619358	0.057993	0.041667
0.690000	0.360000	0.318310	0.010000	24.000000	43.393530	0.430926	0.458333
0.690000	0.365000	0.318310	0.027575	24.000000	43.768898	0.413884	0.440000
0.690000	0.370000	0.318310	0.045075	24.000000	43.743795	0.404428	0.428571
0.690000	0.375000	0.318310	0.063825	24.000000	44.357182	0.391780	0.416667
0.690000	0.380000	0.318310	0.082575	24.000000	44.631106	0.391325	0.416667
0.690000	0.385000	0.318310	0.101950	24.000000	45.026436	0.390052	0.416667
0.690000	0.390000	0.318310	0.121950	24.000000	45.518868	0.388175	0.416667
0.690000	0.395000	0.318310	0.141950	24.000000	45.627768	0.389276	0.416667
0.690000	0.400000	0.318310	0.163200	24.000000	46.182710	0.387246	0.416667
0.690000	0.405000	0.318310	0.184450	24.000000	46.396474	0.387600	0.416667
0.690000	0.410000	0.318310	0.206950	24.000000	46.930430	0.349855	0.375000
0.690000	0.415000	0.318310	0.230700	24.000000	47.806492	0.346246	0.375000
0.690000	0.420000	0.318310	0.254450	24.000000	48.185398	0.346015	0.375000
0.690000	0.425000	0.318310	0.279450	24.000000	48.842638	0.344189	0.375000
0.695000	0.230000	1000.000000	0.057575	24.000000	82.250122	0.062945	0.041667
0.695000	0.235000	1000.000000	0.210075	24.000000	99.835310	0.051957	0.041667
0.695000	0.365000	0.318310	0.008125	24.000000	43.293043	0.432746	0.458333
0.695000	0.370000	0.318310	0.025700	24.000000	43.595472	0.431785	0.458333
0.695000	0.375000	0.318310	0.043825	24.000000	44.018069	0.393767	0.416667
0.695000	0.380000	0.318310	0.061950	24.000000	44.117538	0.394522	0.416667
0.695000	0.385000	0.318310	0.081325	24.000000	44.816362	0.407466	0.434783
0.695000	0.390000	0.318310	0.100700	24.000000	45.124753	0.390192	0.416667
0.695000	0.395000	0.318310	0.120700	24.000000	45.539672	0.388902	0.416667
0.695000	0.400000	0.318310	0.140700	24.000000	45.592885	0.416212	0.450000
0.695000	0.405000	0.318310	0.161950	24.000000	46.080162	0.388725	0.416667
0.695000	0.410000	0.318310	0.183825	24.000000	46.574065	0.351147	0.375000
0.695000	0.415000	0.318310	0.206325	24.000000	47.046570	0.349965	0.375000
0.695000	0.420000	0.318310	0.229450	24.000000	47.473182	0.349224	0.375000
0.695000	0.425000	0.318310	0.253200	24.000000	47.845102	0.348957	0.375000
0.695000	0.430000	0.318310	0.278200	24.000000	48.409050	0.347685	0.375000
0.700000	0.230000	1000.000000	0.010000	24.000000	77.891811	0.067081	0.041667
0.700000	0.235000	1000.000000	0.118825	24.000000	90.286175	0.057808	0.041667
0.700000	0.370000	0.318310	0.006250	24.000000	43.228043	0.434219	0.458333
0.700000	0.375000	0.318310	0.023825	24.000000	43.485486	0.433612	0.458333
0.700000	0.380000	0.318310	0.041950	24.000000	43.839841	0.396049	0.416667
0.700000	0.385000	0.318310	0.060700	24.000000	44.336843	0.393733	0.416667
0.700000	0.390000	0.318310	0.079450	24.000000	44.509245	0.399736	0.423077
0.700000	0.395000	0.318310	0.099450	24.000000	45.270127	0.389923	0.416667
0.700000	0.400000	0.318310	0.119450	24.000000	45.579823	0.389460	0.416667
0.700000	0.405000	0.318310	0.139450	24.000000	45.570469	0.391394	0.416667
0.700000	0.410000	0.318310	0.160700	24.000000	46.001885	0.389903	0.416667
0.700000	0.415000	0.318310	0.183200	24.000000	46.806312	0.350448	0.375000
0.700000	0.420000	0.318310	0.205700	24.000000	47.188373	0.349879	0.375000
0.700000	0.425000	0.318310	0.229450	24.000000	47.982104	0.346747	0.375000
0.700000	0.430000	0.318310	0.253200	24.000000	48.136255	0.347991	0.375000
0.700000	0.435000	0.318310	0.278200	24.000000	48.617223	0.338012	0.363636
0.705000	0.235000	1000.000000	0.055075	24.000000	84.108354	0.062565	0.041667
0.705000	0.240000	1000.000000	0.223200	24.000000	102.375009	0.051415	0.041667
0.705000	0.375000	0.318310	0.004375	24.000000	43.184767	0.435479	0.458333
0.705000	0.380000	0.318310	0.022263	24.000000	43.609693	0.397300	0.416667
0.705000	0.385000	0.318310	0.040700	24.000000	44.217281	0.393917	0.416667
0.705000	0.390000	0.318310	0.058825	24.000000	44.136581	0.412053	0.434783
0.705000	0.395000	0.318310	0.078200	24.000000	44.677725	0.393605	0.416667
0.705000	0.400000	0.318310	0.097575	24.000000	44.895198	0.378818	0.400000
0.705000	0.405000	0.318310	0.118200	24.000000	45.645620	0.389761	0.416667
0.705000	0.410000	0.318310	0.138825	24.000000	45.939916	0.353514	0.375000
0.705000	0.415000	0.318310	0.160075	24.000000	46.284613	0.352919	0.375000
0.705000	0.420000	0.318310	0.181950	24.000000	46.638647	0.352377	0.375000
0.705000	0.425000	0.318310	0.204450	24.000000	46.981770	0.324455	0.346154
0.705000	0.430000	0.318310	0.228200	24.000000	47.601459	0.350053	0.375000
0.705000	0.435000	0.318310	0.252575	24.000000	48.131303	0.348830	0.375000
0.705000	0.440000	0.318310	0.278200	24.000000	48.891437	0.346350	0.375000
0.710000	0.235000	1000.000000	0.004687	24.000000	78.806589	0.067443	0.041667
0.710000	0.240000	1000.000000	0.121325	24.000000	92.252926	0.057477	0.041667
0.710000	0.380000	0.318310	0.002500	24.000000	43.157764	0.400379	0.416667
0.710000	0.385000	0.318310	0.020700	24.000000	43.782253	0.396782	0.416667
0.710000	0.390000	0.318310	0.038825	24.000000	43.999624	0.396542	0.416667
0.710000	0.395000	0.318310	0.057575	24.000000	44.383562	0.395084	0.416667
0.710000	0.400000	0.318310	0.076950	24.000000	44.951992	0.392271	0.416667
0.710000	0.405000	0.318310	0.096325	24.000000	45.010631	0.372390	0.391304
0.710000	0.410000	0.318310	0.116950	24.000000	45.774687	0.353730	0.375000
0.710000	0.415000	0.318310	0.137575	24.000000	45.928506	0.354402	0.375000
0.710000	0.420000	0.318310	0.158825	24.000000	46.209484	0.354226	0.375000
0.710000	0.425000	0.318310	0.180700	24.000000	46.516920	0.375013	0.400000
0.710000	0.430000	0.318310	0.203825	24.000000	47.132324	0.351853	0.375000
0.710000	0.435000	0.318310	0.227575	24.000000	47.689194	0.350284	0.375000
0.710000	0.440000	0.318310	0.251950	24.000000	48.138235	0.349577	0.375000
0.710000	0.445000	0.318310	0.276950	24.000000	48.484916	0.326116	0.347826
0.715000	0.240000	1000.000000	0.052575	24.000000	85.268779	0.062751	0.041667
0.715000	0.245000	1000.000000	0.241013	24.000000	105.538297	0.050608	0.041667
0.715000	0.385000	0.318310	0.000625	24.000000	43.144273	0.401336	0.416667
0.715000	0.390000	0.318310	0.018825	24.000000	43.684632	0.398420	0.416667
0.715000	0.395000	0.318310	0.036950	24.000000	43.874663	0.398350	0.416667
0.715000	0.400000	0.318310	0.055544	24.000000	44.110638	0.369840	0.384615
0.715000	0.405000	0.318310	0.075075	24.000000	44.629949	0.381019	0.400000
0.715000	0.410000	0.318310	0.095075	24.000000	45.164223	0.357293	0.375000
0.715000	0.415000	0.318310	0.115075	24.000000	45.315545	0.357729	0.375000
0.715000	0.420000	0.318310	0.136325	24.000000	45.934446	0.355153	0.375000
0.715000	0.425000	0.318310	0.157575	24.000000	46.155449	0.355372	0.375000
0.715000	0.430000	0.318310	0.180075	24.000000	46.758946	0.353165	0.375000
0.715000	0.435000	0.318310	0.203200	24.000000	47.331496	0.351320	0.375000
0.715000	0.440000	0.318310	0.226950	24.000000	47.802022	0.350326	0.375000
0.715000	0.445000	0.318310	0.251325	24.000000	48.157017	0.350233	0.375000
0.715000	0.450000	0.318310	0.276950	24.000000	48.731237	0.312880	0.333333
0.720000	0.245000	1000.000000	0.125075	24.000000	94.229831	0.057185	0.041667
0.720000	0.395000	0.318310	0.016950	24.000000	43.622309	0.498845	0.533333
0.720000	0.400000	0.318310	0.035075	24.000000	43.784684	0.399850	0.416667
0.720000	0.405000	0.318310	0.054450	24.000000	44.515146	0.395678	0.416667
0.720000	0.410000	0.318310	0.073825	24.000000	44.893750	0.373452	0.391304
0.720000	0.415000	0.318310	0.093200	24.000000	44.890485	0.359987	0.375000
0.720000	0.420000	0.318310	0.113825	24.000000	45.395250	0.372912	0.391304
0.720000	0.425000	0.318310	0.135075	24.000000	45.957703	0.355768	0.375000
0.720000	0.430000	0.318310	0.156950	24.000000	46.594141	0.353129	0.375000
0.720000	0.435000	0.318310	0.178825	24.000000	46.645084	0.354684	0.375000
0.720000	0.440000	0.318310	0.201950	24.000000	47.131053	0.353403	0.375000
0.720000	0.445000	0.318310	0.225700	24.000000	47.546787	0.000000	0.000000
0.720000	0.450000	0.318310	0.250700	24.000000	48.188284	0.285038	0.300000
0.720000	0.455000	0.318310	0.276950	24.000000	49.136155	0.311254	0.333333
0.725000	0.245000	1000.000000	0.050700	24.000000	86.660806	0.062806	0.041667
0.725000	0.250000	1000.000000	0.265075	24.000000	108.988545	0.049710	0.041667
0.725000	0.400000	0.318310	0.015000	24.000000	43.533392	0.401243	0.416667
0.725000	0.405000	0.318310	0.033825	24.000000	44.143754	0.397853	0.416667
0.725000	0.410000	0.318310	0.052575	24.000000	44.324189	0.376415	0.391304
0.725000	0.415000	0.318310	0.071950	24.000000	44.641527	0.391625	0.409091
0.725000	0.420000	0.318310	0.091950	24.000000	45.040017	0.359546	0.375000
0.725000	0.425000	0.318310	0.112575	24.000000	45.498752	0.358062	0.375000
0.725000	0.430000	0.318310	0.133200	24.000000	45.613212	0.358852	0.375000
0.725000	0.435000	0.318310	0.155075	24.000000	46.093257	0.357306	0.375000
0.725000	0.440000	0.318310	0.178200	24.000000	46.988625	0.415329	0.444444
0.725000	0.445000	0.318310	0.200700	24.000000	46.987937	0.355067	0.375000
0.725000	0.450000	0.318310	0.225075	24.000000	47.662895	0.337909	0.360000
0.725000	0.455000	0.318310	0.249450	24.000000	47.927735	0.316994	0.333333
0.725000	0.460000	0.318310	0.275387	24.000000	48.508267	0.301450	0.320000
0.730000	0.250000	1000.000000	0.130700	24.000000	96.558444	0.056727	0.041667
0.730000	0.405000	0.318310	0.013125	24.000000	43.511974	0.402200	0.416667
0.730000	0.410000	0.318310	0.031950	24.000000	44.037174	0.363592	0.375000
0.730000	0.415000	0.318310	0.050700	24.000000	44.201170	0.363655	0.375000
0.730000	0.420000	0.318310	0.070700	24.000000	44.963301	0.000000	0.000000
0.730000	0.425000	0.318310	0.090700	24.000000	45.258730	0.358924	0.375000
0.730000	0.430000	0.318310	0.110700	24.000000	45.230031	0.360642	0.375000
0.730000	0.435000	0.318310	0.131950	24.000000	45.652602	0.359337	0.375000
0.730000	0.440000	0.318310	0.154450	24.000000	46.485081	0.344402	0.360000
0.730000	0.445000	0.318310	0.176950	24.000000	46.856052	0.347952	0.363636
0.730000	0.450000	0.318310	0.200075	24.000000	47.181317	0.329830	0.346154
0.730000	0.455000	0.318310	0.224450	24.000000	47.814382	0.316573	0.333333
0.730000	0.460000	0.318310	0.249450	24.000000	48.296060	0.315598	0.333333
0.730000	0.465000	0.318310	0.275075	24.000000	48.627850	0.302397	0.320000
0.735000	0.250000	1000.000000	0.049606	24.000000	88.314973	0.062716	0.041667
0.735000	0.410000	0.318310	0.011250	24.000000	43.503657	0.361913	0.370370
0.735000	0.415000	0.318310	0.030075	24.000000	43.968078	0.386725	0.400000
0.735000	0.420000	0.318310	0.049450	24.000000	44.567702	0.361745	0.375000
0.735000	0.425000	0.318310	0.068825	24.000000	44.711731	0.361826	0.375000
0.735000	0.430000	0.318310	0.088825	24.000000	44.994153	0.361543	0.375000
0.735000	0.435000	0.318310	0.109450	24.000000	45.335087	0.335008	0.346154
0.735000	0.440000	0.318310	0.130700	24.000000	45.704477	0.359722	0.375000
0.735000	0.445000	0.318310	0.153200	24.000000	46.477392	0.356170	0.375000
0.735000	0.450000	0.318310	0.175388	24.000000	46.591456	0.357238	0.375000
0.735000	0.455000	0.318310	0.199450	24.000000	47.482185	0.317475	0.333333
0.735000	0.460000	0.318310	0.223200	24.000000	47.597756	0.317647	0.333333
0.735000	0.465000	0.318310	0.248200	24.000000	48.031239	0.317819	0.333333
0.735000	0.470000	0.318310	0.274450	24.000000	48.618701	0.316375	0.333333
0.740000	0.255000	1000.000000	0.138513	24.000000	99.046570	0.056226	0.041667
0.740000	0.415000	0.318310	0.009687	24.000000	43.718097	0.366258	0.375000
0.740000	0.420000	0.318310	0.028200	24.000000	43.921674	0.368899	0.380952
0.740000	0.425000	0.318310	0.047575	24.000000	44.413352	0.363454	0.375000
0.740000	0.430000	0.318310	0.066950	24.000000	44.565602	0.363870	0.375000
0.740000	0.435000	0.318310	0.087575	24.000000	45.224653	0.360633	0.375000
0.740000	0.440000	0.318310	0.108200	24.000000	45.470118	0.366800	0.380952
0.740000	0.445000	0.318310	0.129450	24.000000	45.771564	0.359985	0.375000
0.740000	0.450000	0.318310	0.151950	24.000000	46.493284	0.350010	0.363636
0.740000	0.455000	0.318310	0.174450	24.000000	46.713485	0.321222	0.333333
0.740000	0.460000	0.318310	0.198200	24.000000	47.295920	0.319312	0.333333
0.740000	0.465000	0.318310	0.221950	24.000000	47.440949	0.320138	0.333333
0.740000	0.470000	0.318310	0.248200	24.000000	48.518265	0.315637	0.333333
0.740000	0.475000	0.318310	0.274450	24.000000	48.979649	0.314978	0.333333
0.745000	0.255000	1000.000000	0.049294	24.000000	90.021517	0.041342	0.000000
0.745000	0.420000	0.318310	0.007500	24.000000	43.523463	0.368406	0.375000
0.745000	0.425000	0.318310	0.026325	24.000000	43.892426	0.366854	0.375000
0.745000	0.430000	0.318310	0.045700	24.000000	44.319092	0.000000	0.000000
0.745000	0.435000	0.318310	0.065700	24.000000	44.871626	0.362398	0.375000
0.745000	0.440000	0.318310	0.085700	24.000000	45.005537	0.362897	0.375000
0.745000	0.445000	0.318310	0.106950	24.000000	45.673760	0.359712	0.375000
0.745000	0.450000	0.318310	0.128200	24.000000	45.859103	0.324252	0.333333
0.745000	0.455000	0.318310	0.150700	24.000000	46.537947	0.266653	0.272727
0.745000	0.460000	0.318310	0.173200	24.000000	46.673889	0.322138	0.333333
0.745000	0.465000	0.318310	0.196950	24.000000	47.177808	0.320698	0.333333
0.745000	0.470000	0.318310	0.221950	24.000000	48.043961	0.347399	0.363636
0.745000	0.475000	0.318310	0.246950	24.000000	48.193499	0.318236	0.333333
0.745000	0.480000	0.318310	0.273200	24.000000	48.634274	0.317632	0.333333
0.750000	0.260000	1000.000000	0.149138	24.000000	101.602054	0.036728	0.000000
0.750000	0.425000	0.318310	0.005625	24.000000	43.552073	0.368926	0.375000
0.750000	0.430000	0.318310	0.024450	24.000000	43.877687	0.367491	0.375000
0.750000	0.435000	0.318310	0.043825	24.000000	44.253168	0.366212	0.375000
0.750000	0.440000	0.318310	0.063825	24.000000	44.714810	0.364237	0.375000
0.750000	0.445000	0.318310	0.084450	24.000000	45.289871	0.361552	0.375000
0.750000	0.450000	0.318310	0.105075	24.000000	45.394209	0.326535	0.333333
0.750000	0.455000	0.318310	0.126950	24.000000	45.979741	0.352544	0.363636
0.750000	0.460000	0.318310	0.148825	24.000000	46.145340	0.324541	0.333333
0.750000	0.465000	0.318310	0.171950	24.000000	46.649825	0.322947	0.333333
0.750000	0.470000	0.318310	0.195544	24.000000	47.014685	0.322324	0.333333
0.750000	0.475000	0.318310	0.220700	24.000000	47.777712	0.319491	0.333333
0.750000	0.480000	0.318310	0.245700	24.000000	47.991704	0.320046	0.333333
0.750000	0.485000	0.318310	0.273200	24.000000	49.052035	0.315852	0.333333
0.755000	0.260000	1000.000000	0.050075	24.000000	92.010618	0.041577	0.000000
0.755000	0.430000	0.318310	0.003750	24.000000	43.594999	0.369249	0.375000
0.755000	0.435000	0.318310	0.022575	24.000000	43.876232	0.368020	0.375000
0.755000	0.440000	0.318310	0.041950	24.000000	44.206806	0.367230	0.375000
0.755000	0.445000	0.318310	0.061950	24.000000	44.610461	0.365660	0.375000
0.755000	0.450000	0.318310	0.082575	24.000000	45.076299	0.328003	0.333333
0.755000	0.455000	0.318310	0.103825	24.000000	45.600129	0.325876	0.333333
0.755000	0.460000	0.318310	0.125075	24.000000	45.708481	0.326518	0.333333
0.755000	0.465000	0.318310	0.147575	24.000000	46.193296	0.324903	0.333333
0.755000	0.470000	0.318310	0.170700	24.000000	46.639730	0.323657	0.333333
0.755000	0.475000	0.318310	0.194450	24.000000	47.024540	0.322912	0.333333
0.755000	0.480000	0.318310	0.219450	24.000000	47.624967	0.321041	0.333333
0.755000	0.485000	0.318310	0.245700	24.000000	48.497408	0.317706	0.333333
0.755000	0.490000	0.318310	0.271950	24.000000	48.698133	0.318558	0.333333
0.760000	0.265000	1000.000000	0.164138	24.000000	104.807079	0.035249	0.000000
0.760000	0.435000	0.318310	0.001875	24.000000	43.655657	0.410802	0.421053
0.760000	0.440000	0.318310	0.020700	24.000000	43.887809	0.369007	0.375000
0.760000	0.445000	0.318310	0.040388	24.000000	44.369931	0.331054	0.333333
0.760000	0.450000	0.318310	0.060075	24.000000	44.533696	0.331025	0.333333
0.760000	0.455000	0.318310	0.080700	24.000000	44.941009	0.329525	0.333333
0.760000	0.460000	0.318310	0.101950	24.000000	45.380371	0.327938	0.333333
0.760000	0.465000	0.318310	0.123825	24.000000	45.829436	0.326413	0.333333
0.760000	0.470000	0.318310	0.146325	24.000000	46.259002	0.338651	0.347826
0.760000	0.475000	0.318310	0.169450	24.000000	46.643084	0.324272	0.333333
0.760000	0.480000	0.318310	0.193200	24.000000	46.974592	0.323838	0.333333
0.760000	0.485000	0.318310	0.218200	24.000000	47.510711	0.322337	0.333333
0.760000	0.490000	0.318310	0.244450	24.000000	48.224952	0.319965	0.333333
0.760000	0.495000	0.318310	0.271325	24.000000	48.752378	0.318869	0.333333
0.765000	0.265000	1000.000000	0.051950	24.000000	93.802435	0.039522	0.000000
0.765000	0.440000	0.318310	0.000000	24.000000	0.000000	0.000000	0.000000
0.765000	0.445000	0.318310	0.018825	24.000000	43.913094	0.333765	0.333333
0.765000	0.450000	0.318310	0.038513	24.000000	44.345441	0.331873	0.333333
0.765000	0.455000	0.318310	0.058825	24.000000	44.903045	0.329243	0.333333
0.765000	0.460000	0.318310	0.079450	24.000000	45.243701	0.328197	0.333333
0.765000	0.465000	0.318310	0.100700	24.000000	45.624592	0.326997	0.333333
0.765000	0.470000	0.318310	0.122575	24.000000	46.002809	0.325936	0.333333
0.765000	0.475000	0.318310	0.145075	24.000000	46.350194	0.325193	0.333333
0.765000	0.480000	0.318310	0.168200	24.000000	46.660265	0.324790	0.333333
0.765000	0.485000	0.318310	0.192575	24.000000	47.259290	0.322752	0.333333
0.765000	0.490000	0.318310	0.217575	24.000000	47.725773	0.321681	0.333333
0.765000	0.495000	0.318310	0.243200	24.000000	48.052078	0.321581	0.333333
0.765000	0.500000	0.318310	0.270700	24.000000	48.827399	0.283360	0.291667
0.770000	0.270000	1000.000000	0.185075	24.000000	108.435210	0.034300	0.000000
0.770000	0.450000	0.318310	0.016950	24.000000	43.954015	0.334147	0.333333
0.770000	0.455000	0.318310	0.036638	24.000000	44.338257	0.332564	0.333333
0.770000	0.460000	0.318310	0.056950	24.000000	44.811667	0.330498	0.333333
0.770000	0.465000	0.318310	0.077575	24.000000	45.097504	0.329794	0.333333
0.770000	0.470000	0.318310	0.098825	24.000000	45.424850	0.328917	0.333333
0.770000	0.475000	0.318310	0.120700	24.000000	45.762124	0.328084	0.333333
0.770000	0.480000	0.318310	0.143200	24.000000	46.090001	0.327415	0.333333
0.770000	0.485000	0.318310	0.166950	24.000000	46.692743	0.325200	0.333333
0.770000	0.490000	0.318310	0.191325	24.000000	47.222587	0.323579	0.333333
0.770000	0.495000	0.318310	0.216325	24.000000	47.623242	0.322894	0.333333
0.770000	0.500000	0.318310	0.242575	24.000000	48.204586	0.285599	0.291667
0.770000	0.505000	0.318310	0.269450	24.000000	48.595241	0.285148	0.291667
0.775000	0.270000	1000.000000	0.055544	24.000000	95.939017	0.038887	0.000000
0.775000	0.455000	0.318310	0.015000	24.000000	43.962877	0.334727	0.333333
0.775000	0.460000	0.318310	0.034763	24.000000	44.347852	0.333131	0.333333
0.775000	0.465000	0.318310	0.055075	24.000000	44.757671	0.331481	0.333333
0.775000	0.470000	0.318310	0.075544	24.000000	44.912767	0.331598	0.333333
0.775000	0.475000	0.318310	0.096950	24.000000	45.290861	0.330375	0.333333
0.775000	0.480000	0.318310	0.119450	24.000000	45.950936	0.327490	0.333333
0.775000	0.485000	0.318310	0.141950	24.000000	46.186623	0.327426	0.333333
0.775000	0.490000	0.318310	0.165700	24.000000	46.743850	0.325479	0.333333
0.775000	0.495000	0.318310	0.190075	24.000000	47.203929	0.324283	0.333333
0.775000	0.500000	0.318310	0.215075	24.000000	47.545990	0.288194	0.291667
