# REJUVENATION FRACTION IN LINEAGE
# original file "wt_unlimCap_noRe_3gen.txt" 
# mother	daughter	nCells	rej>0	rej>0.2	rej>0.5	rej>1
0.0	0.0	10.0	0.0	0.0	0.0	0.0
0.0	1.0	10.0	0.8	0.3	0.1	0.0
0.0	2.0	10.0	0.8	0.6	0.3	0.1
0.0	3.0	10.0	0.5	0.3	0.0	0.0
0.0	4.0	10.0	0.4	0.2	0.1	0.0
0.0	5.0	10.0	0.6	0.4	0.0	0.0
0.0	6.0	10.0	0.2	0.0	0.0	0.0
0.0	7.0	10.0	0.3	0.0	0.0	0.0
0.0	8.0	10.0	0.0	0.0	0.0	0.0
0.0	9.0	8.0	0.0	0.0	0.0	0.0
0.0	10.0	8.0	0.0	0.0	0.0	0.0
0.0	11.0	7.0	0.0	0.0	0.0	0.0
0.0	12.0	6.0	0.0	0.0	0.0	0.0
0.0	13.0	2.0	0.0	0.0	0.0	0.0
0.0	14.0	2.0	0.0	0.0	0.0	0.0
0.0	15.0	2.0	0.0	0.0	0.0	0.0
0.0	16.0	1.0	NaN	NaN	NaN	NaN
1.0	1.0	126.0	0.5793650793650794	0.3968253968253968	0.18253968253968253	0.047619047619047616
1.0	2.0	126.0	0.6111111111111112	0.4365079365079365	0.2222222222222222	0.023809523809523808
1.0	3.0	126.0	0.5396825396825397	0.373015873015873	0.1349206349206349	0.03968253968253968
1.0	4.0	126.0	0.5714285714285714	0.31746031746031744	0.1349206349206349	0.031746031746031744
1.0	5.0	126.0	0.4444444444444444	0.30158730158730157	0.12698412698412698	0.023809523809523808
1.0	6.0	125.0	0.36	0.208	0.048	0.008
1.0	7.0	123.0	0.2764227642276423	0.16260162601626016	0.056910569105691054	0.0
1.0	8.0	123.0	0.24390243902439024	0.13008130081300814	0.04878048780487805	0.016260162601626018
1.0	9.0	122.0	0.13114754098360656	0.040983606557377046	0.0	0.0
1.0	10.0	119.0	0.058823529411764705	0.01680672268907563	0.0	0.0
1.0	11.0	107.0	0.018691588785046728	0.0	0.0	0.0
1.0	12.0	96.0	0.0	0.0	0.0	0.0
1.0	13.0	84.0	0.023809523809523808	0.011904761904761904	0.011904761904761904	0.011904761904761904
1.0	14.0	67.0	0.0	0.0	0.0	0.0
1.0	15.0	51.0	0.0	0.0	0.0	0.0
1.0	16.0	45.0	0.0	0.0	0.0	0.0
1.0	17.0	33.0	0.0	0.0	0.0	0.0
1.0	18.0	25.0	0.0	0.0	0.0	0.0
1.0	19.0	14.0	0.0	0.0	0.0	0.0
1.0	20.0	13.0	0.0	0.0	0.0	0.0
1.0	21.0	9.0	0.0	0.0	0.0	0.0
1.0	22.0	6.0	0.0	0.0	0.0	0.0
1.0	23.0	4.0	0.0	0.0	0.0	0.0
1.0	24.0	2.0	0.0	0.0	0.0	0.0
1.0	25.0	2.0	0.0	0.0	0.0	0.0
1.0	26.0	2.0	0.0	0.0	0.0	0.0
1.0	27.0	1.0	NaN	NaN	NaN	NaN
2.0	1.0	126.0	0.6111111111111112	0.4523809523809524	0.21428571428571427	0.023809523809523808
2.0	2.0	126.0	0.626984126984127	0.40476190476190477	0.2222222222222222	0.07936507936507936
2.0	3.0	126.0	0.5952380952380952	0.40476190476190477	0.20634920634920634	0.03968253968253968
2.0	4.0	125.0	0.456	0.288	0.096	0.016
2.0	5.0	125.0	0.432	0.264	0.088	0.024
2.0	6.0	123.0	0.37398373983739835	0.17886178861788618	0.06504065040650407	0.032520325203252036
2.0	7.0	122.0	0.29508196721311475	0.18032786885245902	0.08196721311475409	0.00819672131147541
2.0	8.0	120.0	0.25833333333333336	0.15	0.06666666666666667	0.0
2.0	9.0	115.0	0.13043478260869565	0.05217391304347826	0.0	0.0
2.0	10.0	108.0	0.07407407407407407	0.05555555555555555	0.046296296296296294	0.009259259259259259
2.0	11.0	103.0	0.019417475728155338	0.0	0.0	0.0
2.0	12.0	96.0	0.041666666666666664	0.03125	0.0	0.0
2.0	13.0	82.0	0.036585365853658534	0.036585365853658534	0.012195121951219513	0.0
2.0	14.0	67.0	0.014925373134328358	0.014925373134328358	0.0	0.0
2.0	15.0	53.0	0.018867924528301886	0.018867924528301886	0.0	0.0
2.0	16.0	39.0	0.0	0.0	0.0	0.0
2.0	17.0	27.0	0.0	0.0	0.0	0.0
2.0	18.0	20.0	0.0	0.0	0.0	0.0
2.0	19.0	14.0	0.07142857142857142	0.0	0.0	0.0
2.0	20.0	13.0	0.0	0.0	0.0	0.0
2.0	21.0	9.0	0.0	0.0	0.0	0.0
2.0	22.0	8.0	0.0	0.0	0.0	0.0
2.0	23.0	6.0	0.0	0.0	0.0	0.0
2.0	24.0	4.0	0.0	0.0	0.0	0.0
2.0	25.0	2.0	0.0	0.0	0.0	0.0
2.0	26.0	2.0	0.0	0.0	0.0	0.0
2.0	27.0	1.0	NaN	NaN	NaN	NaN
2.0	28.0	1.0	NaN	NaN	NaN	NaN
2.0	29.0	1.0	NaN	NaN	NaN	NaN
2.0	30.0	1.0	NaN	NaN	NaN	NaN
