# RLS IN LINEAGE
# original file "wt_unlimCap_noRe_3gen.txt" 
# mother	daughter	rlsMean	rlsStd
0.0	0.0	11.6	2.590581230363393
0.0	1.0	13.8	3.425395354310701
0.0	2.0	15.5	3.5039660069381067
0.0	3.0	12.2	2.6161889160464775
0.0	4.0	12.2	3.9384147967311813
0.0	5.0	12.8	2.485513584307633
0.0	6.0	9.3	1.1595018087284057
0.0	7.0	9.7	3.1640339933558095
0.0	8.0	8.7	3.653004851412662
0.0	9.0	10.5	1.8516401995451028
0.0	10.0	8.125	1.9594095320493148
0.0	11.0	7.0	2.3804761428476167
0.0	12.0	6.166666666666667	2.786873995477131
0.0	13.0	8.0	2.8284271247461903
0.0	14.0	6.5	2.1213203435596424
0.0	15.0	4.5	2.1213203435596424
0.0	16.0	NaN	NaN
1.0	1.0	16.0	3.687817782917155
1.0	2.0	16.126984126984127	3.650718563755091
1.0	3.0	15.515873015873016	4.213756759916979
1.0	4.0	15.484126984126984	5.139235938517129
1.0	5.0	14.452380952380953	3.772759505416995
1.0	6.0	13.512	3.597974340491981
1.0	7.0	13.292682926829269	3.9520314496431332
1.0	8.0	12.585365853658537	3.741497090712229
1.0	9.0	11.204918032786885	3.3524100732176207
1.0	10.0	10.38655462184874	3.829212521817692
1.0	11.0	9.869158878504672	3.9095531572820215
1.0	12.0	9.052083333333334	3.003050349812466
1.0	13.0	9.404761904761905	6.201669125536098
1.0	14.0	8.865671641791044	3.801497003327089
1.0	15.0	8.607843137254902	2.9467163512801773
1.0	16.0	7.822222222222222	3.755534636245604
1.0	17.0	7.848484848484849	4.146694558027606
1.0	18.0	6.88	3.8223029707232787
1.0	19.0	7.857142857142857	3.3248977510511586
1.0	20.0	7.076923076923077	2.841992800294025
1.0	21.0	7.111111111111111	3.4801021696368504
1.0	22.0	6.333333333333333	2.065591117977289
1.0	23.0	6.5	3.5118845842842465
1.0	24.0	10.5	3.5355339059327378
1.0	25.0	5.5	0.7071067811865476
1.0	26.0	3.5	0.7071067811865476
1.0	27.0	NaN	NaN
2.0	1.0	15.65079365079365	3.6470644860050614
2.0	2.0	16.174603174603174	5.436291920166709
2.0	3.0	15.642857142857142	4.696320748354884
2.0	4.0	14.36	4.3075327868371955
2.0	5.0	13.904	3.8298993501472145
2.0	6.0	13.634146341463415	4.529083236375238
2.0	7.0	13.295081967213115	4.143477448367093
2.0	8.0	12.85	4.558950933432535
2.0	9.0	11.408695652173913	3.797265064222326
2.0	10.0	11.12037037037037	4.67388367918913
2.0	11.0	9.893203883495145	3.4125277312935514
2.0	12.0	9.4375	4.286607049870562
2.0	13.0	9.402439024390244	5.110772346496913
2.0	14.0	8.64179104477612	4.315937668187083
2.0	15.0	7.754716981132075	4.402384233297988
2.0	16.0	8.179487179487179	4.489002906939972
2.0	17.0	7.444444444444445	3.6303563433204706
2.0	18.0	8.25	5.280301028101373
2.0	19.0	9.5	5.557392858581745
2.0	20.0	7.0	4.0
2.0	21.0	8.444444444444445	2.877112750272011
2.0	22.0	6.25	2.2519832529192065
2.0	23.0	6.333333333333333	2.6583202716502514
2.0	24.0	6.0	2.943920288775949
2.0	25.0	7.0	2.8284271247461903
2.0	26.0	7.0	4.242640687119285
2.0	27.0	NaN	NaN
2.0	28.0	NaN	NaN
2.0	29.0	NaN	NaN
2.0	30.0	NaN	NaN
2.0	31.0	NaN	NaN
2.0	32.0	NaN	NaN
2.0	33.0	NaN	NaN
3.0	1.0	16.056	4.554869779661919
3.0	2.0	15.48	4.039322843281788
3.0	3.0	15.28225806451613	5.174296203461292
3.0	4.0	13.57258064516129	3.778788438985995
3.0	5.0	13.43089430894309	3.5252747848089756
3.0	6.0	13.450819672131148	3.952407905088347
3.0	7.0	12.805084745762711	3.843650496345358
3.0	8.0	12.21551724137931	3.8034447418160258
3.0	9.0	11.350877192982455	3.8557679035929913
3.0	10.0	10.394495412844037	3.915823428432894
3.0	11.0	9.564356435643564	4.590023619948287
3.0	12.0	8.954545454545455	3.403544774553861
3.0	13.0	8.367088607594937	4.365297931471525
3.0	14.0	7.416666666666667	3.2327333592103473
3.0	15.0	6.8478260869565215	3.651285261106152
3.0	16.0	8.5	4.621911830132336
3.0	17.0	7.545454545454546	3.960847344737195
3.0	18.0	6.882352941176471	4.328428596805897
3.0	19.0	7.5	9.140320264928059
3.0	20.0	7.166666666666667	4.5789372857319925
3.0	21.0	7.25	3.774917217635375
3.0	22.0	12.5	6.363961030678928
3.0	23.0	11.5	0.7071067811865476
3.0	24.0	12.0	7.0710678118654755
3.0	25.0	12.5	0.7071067811865476
3.0	26.0	10.0	2.8284271247461903
3.0	27.0	5.5	4.949747468305833
3.0	28.0	NaN	NaN
3.0	29.0	NaN	NaN
3.0	30.0	NaN	NaN
3.0	31.0	NaN	NaN
3.0	32.0	NaN	NaN
3.0	33.0	NaN	NaN
