# INITIAL DAMAGE IN LINEAGE
# original file "wt_unlimCap_noRe_3gen.txt" 
# mother	daughter	initDMean	initDStd
0.0	0.0	0.17450000000000002	2.925694557147251e-17
0.0	1.0	0.15283000000000002	0.0013499382701936192
0.0	2.0	0.15650999999999998	0.0022042635454450044
0.0	3.0	0.16019	0.003176458545123623
0.0	4.0	0.16397	0.004356616934171639
0.0	5.0	0.16803999999999997	0.005825461355120294
0.0	6.0	0.17256	0.007848595061821218
0.0	7.0	0.17798999999999995	0.011025067397123299
0.0	8.0	0.18584	0.01848748525654885
0.0	9.0	0.1834	0.007955591025903019
0.0	10.0	0.19086250000000005	0.01161795869702222
0.0	11.0	0.1968857142857143	0.012458655434600287
0.0	12.0	0.20823333333333335	0.018800709206481196
0.0	13.0	0.1906	0.00622253967444162
0.0	14.0	0.199	0.009475230867899734
0.0	15.0	0.2142	0.018809040379562172
0.0	16.0	NaN	NaN
1.0	1.0	0.1411373015873016	0.0077569966778591225
1.0	2.0	0.14555714285714286	0.007663831194084887
1.0	3.0	0.14973888888888887	0.007883897231417691
1.0	4.0	0.153815873015873	0.008471424085225934
1.0	5.0	0.1579261904761905	0.009633534583496786
1.0	6.0	0.16172959999999995	0.01022283989329144
1.0	7.0	0.1651422764227642	0.009325559870944519
1.0	8.0	0.1698764227642276	0.011605546167785138
1.0	9.0	0.174877868852459	0.013653937235546565
1.0	10.0	0.18076806722689076	0.017708826358019694
1.0	11.0	0.18345700934579434	0.01717676201254942
1.0	12.0	0.18669791666666666	0.0169937386560101
1.0	13.0	0.1912940476190476	0.019676206358757366
1.0	14.0	0.19190746268656717	0.018277957526575104
1.0	15.0	0.1911627450980392	0.015403960020518278
1.0	16.0	0.19717999999999997	0.018487976436789205
1.0	17.0	0.19752121212121218	0.016680185804865858
1.0	18.0	0.202484	0.021158364776135224
1.0	19.0	0.19439285714285712	0.01599242437414157
1.0	20.0	0.2015769230769231	0.01838192744002262
1.0	21.0	0.20238888888888887	0.01754533017959796
1.0	22.0	0.20404999999999998	0.019461115075966224
1.0	23.0	0.20402499999999998	0.019476203428799983
1.0	24.0	0.19315	0.002192031021678311
1.0	25.0	0.2011	0.0032526911934581135
1.0	26.0	0.2146	0.006363961030678914
1.0	27.0	NaN	NaN
2.0	1.0	0.1438206349206349	0.008903521258111917
2.0	2.0	0.14808809523809524	0.00912962305590199
2.0	3.0	0.15222936507936516	0.009889421155641558
2.0	4.0	0.1558016	0.009389570260529466
2.0	5.0	0.15996879999999994	0.011031789957999534
2.0	6.0	0.1633422764227642	0.010749662656773911
2.0	7.0	0.1675819672131147	0.012772245325061065
2.0	8.0	0.17164916666666663	0.013637620950227086
2.0	9.0	0.17528782608695653	0.014476897190012463
2.0	10.0	0.17813796296296297	0.013084354055334351
2.0	11.0	0.18307961165048545	0.015442958667196053
2.0	12.0	0.1884447916666667	0.018143775907089092
2.0	13.0	0.19153536585365855	0.01815534048527054
2.0	14.0	0.1948268656716418	0.02024322245045616
2.0	15.0	0.19717358490566037	0.020803107672277794
2.0	16.0	0.19634102564102562	0.018048774822812447
2.0	17.0	0.19731481481481483	0.020897988561723493
2.0	18.0	0.196515	0.020787604479593123
2.0	19.0	0.19294285714285714	0.018158817069474472
2.0	20.0	0.20092307692307693	0.024778355939749575
2.0	21.0	0.19328888888888887	0.014043721412471519
2.0	22.0	0.20048750000000004	0.021140309330079078
2.0	23.0	0.19986666666666672	0.01664339708913617
2.0	24.0	0.200775	0.020117384687544922
2.0	25.0	0.19080000000000003	0.02050609665440988
2.0	26.0	0.20045	0.03132483040656406
2.0	27.0	NaN	NaN
2.0	28.0	NaN	NaN
2.0	29.0	NaN	NaN
2.0	30.0	NaN	NaN
2.0	31.0	NaN	NaN
2.0	32.0	NaN	NaN
2.0	33.0	NaN	NaN
3.0	1.0	0.14644880000000002	0.010045305563842631
3.0	2.0	0.1507024	0.011182016553088642
3.0	3.0	0.15410967741935486	0.009669745116951274
3.0	4.0	0.15823064516129035	0.011337879366242714
3.0	5.0	0.16191463414634147	0.01189646374601024
3.0	6.0	0.1659959016393443	0.013874409510425028
3.0	7.0	0.16836101694915256	0.010563103288983184
3.0	8.0	0.17231206896551723	0.011156508376746723
3.0	9.0	0.1769640350877193	0.01278034391765829
3.0	10.0	0.18173211009174314	0.014895107826832028
3.0	11.0	0.18619603960396044	0.016397962805129663
3.0	12.0	0.18886363636363637	0.015397971069645864
3.0	13.0	0.19503291139240503	0.01820416070727103
3.0	14.0	0.19664166666666663	0.017677950372668522
3.0	15.0	0.20146521739130446	0.020966345703863444
3.0	16.0	0.1992766666666666	0.02018939092065747
3.0	17.0	0.19941363636363632	0.01848647627848004
3.0	18.0	0.2032588235294118	0.021028702373884406
3.0	19.0	0.20686666666666667	0.023188333012072848
3.0	20.0	0.19673333333333332	0.02095487214627344
3.0	21.0	0.19835000000000003	0.03010077518381656
3.0	22.0	0.17515	0.010253048327204948
3.0	23.0	0.1779	0.012162236636408611
3.0	24.0	0.18114999999999998	0.014778531726798844
3.0	25.0	0.1855	0.01866761902332484
3.0	26.0	0.19190000000000002	0.025173001410241088
3.0	27.0	0.20584999999999998	0.042214274836836894
3.0	28.0	NaN	NaN
3.0	29.0	NaN	NaN
3.0	30.0	NaN	NaN
3.0	31.0	NaN	NaN
3.0	32.0	NaN	NaN
3.0	33.0	NaN	NaN
3.0	34.0	NaN	NaN
3.0	35.0	NaN	NaN
4.0	1.0	0.14926910569105692	0.010899346724906106
4.0	2.0	0.15292868852459016	0.009754884171940044
4.0	3.0	0.15712459016393443	0.01081968905829782
4.0	4.0	0.16092479338842977	0.011116318942525709
4.0	5.0	0.16445630252100835	0.010929711012783444
4.0	6.0	0.16813333333333336	0.010727020346640598
4.0	7.0	0.1726241379310345	0.011500333610961828
4.0	8.0	0.17900517241379313	0.0159520141556541
4.0	9.0	0.18189047619047624	0.015370060331005684
4.0	10.0	0.18689381443298966	0.017450166035701195
4.0	11.0	0.19134588235294117	0.01906705930919291
4.0	12.0	0.19406176470588235	0.020428382577917924
4.0	13.0	0.191684	0.01660074205373645
4.0	14.0	0.19528536585365855	0.018789805227511138
4.0	15.0	0.19463548387096777	0.015530776936717127
4.0	16.0	0.19657916666666667	0.014878025206927534
4.0	17.0	0.20179473684210525	0.018914411721230824
4.0	18.0	0.2032142857142857	0.01779679561229869
4.0	19.0	0.20427	0.01590311290282503
4.0	20.0	0.210675	0.015913044963174076
