# HEALTHSPAN VS RLS BY REJUVENATION
# original file "wt_unlimCap_noRe_3gen.txt" 
# h	rls	rejuvenation
0.693226605304759	51.0	2.9822
0.6136693450736147	40.0	2.6554
0.6608130874683821	40.0	2.6376
0.6346405090971278	43.0	2.6313
0.690076598068205	51.0	2.61
0.6792956018212649	43.0	2.523
0.628472307462144	41.0	2.5229
0.6457280993859901	44.0	2.4415
0.5823432023456457	36.0	2.2814
0.6467691929440578	38.0	2.262
0.5742763448961421	34.0	2.1799
0.6375637541851802	42.0	2.1799
0.5322657547148852	31.0	2.1101
0.6053993233567322	34.0	2.1051
0.6035738321312051	33.0	2.0927
0.6576050310896755	40.0	2.0879
0.608365669848185	39.0	2.0308
0.5505485371729941	32.0	2.0308
0.5813269805488283	36.0	2.0009
0.6150121121197907	34.0	2.0009
0.5808932101594819	31.0	1.9473
0.5776246446846398	31.0	1.9304
0.6422179085231858	38.0	1.9183
0.5907691092861657	32.0	1.9139
0.5352753101582008	31.0	1.9139
0.5944702205350062	33.0	1.8588
0.5819269399353544	31.0	1.8483
0.5331938911459326	31.0	1.8463
0.5397715041691793	27.0	1.8427
0.6186259256844734	35.0	1.7603
0.5771759854908465	31.0	1.7584
0.6513743782964982	39.0	1.7584
0.6238850898294953	36.0	1.7439
0.5630996995205367	30.0	1.6914
0.580378485695584	26.0	1.6776
0.5607356157662454	29.0	1.6776
0.6173335670045526	35.0	1.6776
0.6342669948174997	37.0	1.6567
0.43248083485947936	23.0	1.653
0.6315709064008398	31.0	1.653
0.6193037524788617	35.0	1.6529
0.5760056712351617	26.0	1.5933
0.5666900495686551	25.0	1.5933
0.5633875598086124	30.0	1.5842
0.5423666716160441	28.0	1.5842
0.5758450838545773	30.0	1.5826
0.4664897430219483	22.0	1.5794
0.5448545199778383	28.0	1.5788
0.5019368279838572	25.0	1.5696
0.5494046392679729	28.0	1.566
0.5017391877487289	25.0	1.566
0.5315724847250609	27.0	1.5659
0.5251093672868402	26.0	1.5047
0.53506053370289	27.0	1.4962
0.48587557838986845	27.0	1.4962
0.6117868041720783	29.0	1.4947
0.6027543889795802	34.0	1.4917
0.4895878755092094	24.0	1.4917
0.5524422688492961	24.0	1.4911
0.5990095153545435	33.0	1.4911
0.5690075814241256	25.0	1.4911
0.600830523549592	33.0	1.479
0.5633155351659286	29.0	1.479
0.595781895860722	33.0	1.4789
0.5380059807927499	23.0	1.4162
0.5308282649200136	27.0	1.4127
0.48915557418858957	24.0	1.4127
0.40983107057589635	22.0	1.4127
0.5810264546629972	31.0	1.4082
0.62165959017782	30.0	1.4067
0.5669068735028904	30.0	1.4039
0.5635645535701825	25.0	1.4039
0.5910073589232557	27.0	1.4034
0.5649672657989041	25.0	1.3952
0.5386521648347916	27.0	1.3952
0.5255564040458074	22.0	1.3952
0.5837658821385383	32.0	1.392
0.5824538013338594	26.0	1.392
0.5596182170992412	29.0	1.3919
0.5667418027640223	29.0	1.3353
0.6323617818237071	31.0	1.3277
0.5290484392080825	27.0	1.3244
0.5798206756095403	26.0	1.3244
0.5476778396011192	28.0	1.3244
0.5894772339331914	27.0	1.3202
0.5399687290467272	27.0	1.3188
0.5054626349681677	28.0	1.3162
0.5295929987417123	27.0	1.3157
0.5347649323404896	27.0	1.3157
0.5540780932769421	24.0	1.308
0.5516043409385977	29.0	1.308
0.5526633786384229	24.0	1.305
0.5375045697552783	27.0	1.3049
0.5790355561340722	26.0	1.2463
0.5746049717085736	26.0	1.2463
0.5491480015755047	28.0	1.2392
0.5024743705342787	21.0	1.2392
0.5197198110479782	26.0	1.2392
0.5226627057890195	22.0	1.2361
0.5326464262960343	23.0	1.2361
0.5675584275371522	30.0	1.2322
0.5508362702491033	24.0	1.2322
0.5281391001466469	27.0	1.2309
0.5230523338295133	26.0	1.2309
0.5791544834752411	26.0	1.2309
0.5315671640356291	27.0	1.2309
0.5349892837542403	23.0	1.2284
0.582742385040913	27.0	1.2284
0.5811604171846534	26.0	1.2284
0.5547311240592376	24.0	1.228
0.5415237674572133	27.0	1.228
0.5063225811012751	21.0	1.228
0.5479506770818303	24.0	1.228
0.4887243104140658	20.0	1.2208
0.5760737831204037	26.0	1.218
0.5167031928106485	26.0	1.218
0.46119847928294927	22.0	1.218
0.5741245310112538	31.0	1.218
0.5979209357467526	33.0	1.2179
0.5347251586876066	23.0	1.2179
0.553030392863693	24.0	1.2179
0.5272282820146632	22.0	1.1573
0.529616123869032	27.0	1.1573
0.5219063764725783	22.0	1.1573
0.4331628444507869	17.0	1.1573
0.5265497939883707	27.0	1.1507
0.5669603462654856	25.0	1.1478
0.5055477565546598	21.0	1.1478
0.48021931680081487	20.0	1.1478
0.4921265093692496	20.0	1.1478
0.5274311756692017	23.0	1.1478
0.5498149822476432	24.0	1.1478
0.41350185592521316	16.0	1.1478
0.5161297464008625	26.0	1.1442
0.45733470687181915	22.0	1.1442
0.4904496566023065	24.0	1.1442
0.5509899562689221	24.0	1.143
0.5550093292407104	24.0	1.143
0.523978104923592	22.0	1.143
0.5621189498860302	25.0	1.1407
0.5650525587796176	25.0	1.1407
0.5689396984417132	30.0	1.1402
0.535614554720671	23.0	1.1402
0.5361221601468391	27.0	1.1402
0.5100477377910321	26.0	1.1402
0.5654005588356116	29.0	1.1402
0.5271074694359404	27.0	1.1336
0.591772295686905	27.0	1.1336
0.5634687505085991	25.0	1.1336
0.5106953116936973	21.0	1.1336
0.47278378681350625	19.0	1.1336
0.5323429132695354	23.0	1.131
0.4761962820199401	23.0	1.131
0.539890846308079	24.0	1.131
0.5183286972733724	26.0	1.131
0.5018319121515784	21.0	1.131
0.4913320391914402	20.0	1.131
0.5612226225308381	30.0	1.131
0.4937546151006093	24.0	1.131
0.5085845906462111	21.0	1.131
0.5188164911469537	26.0	1.131
0.45261818065067516	18.0	1.131
0.5045825413489803	21.0	1.1309
0.5217118344283647	22.0	1.1309
0.5863954170641799	27.0	1.1309
0.5641658378483645	25.0	1.1309
0.5195399123823832	22.0	1.1309
0.5689436891952838	30.0	1.1309
0.42877038722272615	17.0	1.1309
0.5394933652185603	23.0	1.1309
0.5290075157668183	23.0	1.1309
0.47052676762732415	19.0	1.1309
0.4616668596320471	19.0	1.0683
0.4865758140153657	20.0	1.0683
0.31372354110630335	15.0	1.0683
0.5536771732647948	29.0	1.0622
0.5110044281322003	22.0	1.0622
0.48401063789531446	24.0	1.0622
0.43245135765232484	17.0	1.0622
0.4053651467881712	19.0	1.0595
0.49020835991216094	20.0	1.0595
0.4660450888367416	19.0	1.0595
0.5148977060519676	26.0	1.0595
0.5647811347306029	25.0	1.0595
0.551474282516111	24.0	1.0562
0.524177505738332	22.0	1.0562
0.5749825506730906	26.0	1.0551
0.5779910213657362	26.0	1.0551
0.5105781000089945	22.0	1.053
0.5497502270663034	24.0	1.053
0.4782453350239898	20.0	1.053
0.444912775202103	21.0	1.0525
0.40999721708054904	16.0	1.0525
0.443754865895011	21.0	1.0525
0.5604533482026395	29.0	1.0525
0.46724434442508145	19.0	1.0464
0.46577280813459154	19.0	1.0464
0.4998573145849549	25.0	1.0464
0.5366664916282542	23.0	1.0464
0.5152994655383331	22.0	1.0464
0.6004840870945171	28.0	1.044
0.6101296225888053	34.0	1.044
0.6107595872029333	34.0	1.044
0.5681601068974802	30.0	1.044
0.4956859998219582	24.0	1.044
0.5375587796573891	27.0	1.044
0.5338257842257078	23.0	1.044
0.5036104213260678	21.0	1.044
0.5467029724586752	24.0	1.044
0.4627266385976885	22.0	1.044
0.47215849558164313	23.0	1.044
0.5159810844892811	22.0	1.044
0.5600005584759191	25.0	1.044
0.4984344395293515	21.0	1.044
0.4817036691007138	20.0	1.044
0.5102556606222767	22.0	1.044
0.4416058897285292	18.0	0.9792
0.5628882612358159	30.0	0.9792
0.5530733034732157	24.0	0.9792
0.5743444801487483	26.0	0.9792
0.5635221428487366	25.0	0.9792
0.5057089009017142	25.0	0.9792
0.49921111587141775	21.0	0.9737
0.45183137681779495	18.0	0.9737
0.48190717527645976	20.0	0.9713
0.36253686216468656	17.0	0.9713
0.39935560143334403	16.0	0.9682
0.5198585318249516	22.0	0.9682
0.5171308811469187	22.0	0.9682
0.4786969244329989	23.0	0.9682
0.4825522955050321	23.0	0.9682
0.4577376620191469	22.0	0.9682
0.4692729504956279	19.0	0.9682
0.503450582624937	21.0	0.9682
0.39038541313656855	18.0	0.9671
0.5864551699807875	22.0	0.9671
0.5041326283008148	25.0	0.9671
0.4653179129684102	19.0	0.9671
0.5271123356154291	27.0	0.9671
0.5246130688229348	18.0	0.9671
0.5498763113289661	24.0	0.9671
0.4262831824056108	17.0	0.9671
0.47346466822060296	19.0	0.9652
0.5485326654193745	28.0	0.9652
0.4481892902719766	18.0	0.9652
0.5413364952688122	23.0	0.9652
0.5177012305352149	22.0	0.9652
0.40965583902828917	16.0	0.9652
0.5570804994416811	20.0	0.9648
0.4904903111179989	20.0	0.9648
0.5556104728453282	20.0	0.9648
0.4896396311496652	24.0	0.9648
0.5382577048390607	23.0	0.9648
0.5243070028996105	22.0	0.9648
