# GROWTH PER CELL CYCLE IN LINEAGE
# original file "wt_unlimCap_noRe_3gen.txt" 
# mother	daughter	growthCycleMean	growthCycleStd
0.0	0.0	1.6013600000000001	0.007938541707671793
0.0	1.0	1.6015899999999998	0.006626956734094119
0.0	2.0	1.60054	0.00871450897450147
0.0	3.0	1.6035700000000002	0.006198933600045906
0.0	4.0	1.6033099999999998	0.009360490253067807
0.0	5.0	1.6009499999999999	0.0067170181876583706
0.0	6.0	1.6070600000000002	0.008038960684621385
0.0	7.0	1.6089000000000002	0.01122408125416063
0.0	8.0	1.6157599999999999	0.020577398604617977
0.0	9.0	1.6063625	0.008514179349767064
0.0	10.0	1.6132875000000002	0.009331274220138913
0.0	11.0	1.6195285714285714	0.012161238188840512
0.0	12.0	1.622766666666667	0.022054357090304486
0.0	13.0	1.6060500000000002	0.008838834764831813
0.0	14.0	1.60915	0.005161879502661857
0.0	15.0	1.65255	0.020718228688765918
0.0	16.0	NaN	NaN
1.0	1.0	1.6001793650793654	0.006349555165021466
1.0	2.0	1.5992531746031746	0.006115824543041593
1.0	3.0	1.6000333333333332	0.006948853142785501
1.0	4.0	1.5993714285714284	0.006940511302696457
1.0	5.0	1.6004650793650794	0.00703368259119295
1.0	6.0	1.6014744	0.008030555598824185
1.0	7.0	1.601569918699187	0.008660546824814892
1.0	8.0	1.6019804878048782	0.008043230108592439
1.0	9.0	1.6041573770491804	0.008162704117987874
1.0	10.0	1.607490756302521	0.012064691385887935
1.0	11.0	1.6074102803738317	0.014165477131868139
1.0	12.0	1.608517708333333	0.011737138490967048
1.0	13.0	1.5919214285714287	0.1766721796247397
1.0	14.0	1.612202985074627	0.01807040079504914
1.0	15.0	1.6092509803921569	0.010808040942724424
1.0	16.0	1.6132266666666664	0.014743248069416855
1.0	17.0	1.6147575757575758	0.017146793255282282
1.0	18.0	1.6202	0.020907056225112134
1.0	19.0	1.614307142857143	0.021954619779680315
1.0	20.0	1.6175307692307692	0.02193639991032349
