# DAUGHTER VS RLS BY REJUVENATION
# original file "wt_unlimCap_highRe_3gen.txt" 
# initSize	totGrowth	rejuvenation
0.8689429599999999	3.5325	2.408
0.72794682	4.2835	2.2271
0.7385493599999999	4.2794	2.1782
0.90526896	3.3496	1.9965
0.87437186	3.4799	1.9958
1.10928034	2.7543	1.9057
0.82256968	3.6926	1.9051
0.89796376	3.4194	1.8635
0.78669894	3.9234	1.861
0.77761744	3.916	1.8603
0.9203898800000001	3.323	1.86
0.97406836	3.1672	1.8597
1.01323644	3.0209	1.818
1.07046752	2.8423	1.818
0.81571974	3.868	1.8174
0.83921164	3.6883	1.8174
0.93703184	3.2303	1.8156
0.9156715	3.3861	1.8146
0.99649448	3.1214	1.7692
0.78847524	3.866	1.769
1.0008576	3.1083	1.7271
0.87366134	3.4763	1.7271
0.9541290599999999	3.1789	1.7244
0.8829981	3.4321	1.7237
0.870364	3.4679	1.7227
1.02008638	3.0441	1.6817
0.93124768	3.2744	1.6817
0.5796454799999999	5.2925	1.6789
1.0034444200000001	3.0329	1.6783
0.9497659399999999	3.2644	1.6783
0.9766551800000001	3.169	1.6774
0.9596579599999999	3.2062	1.634
1.00593124	3.0922	1.6335
0.8290643600000001	3.6439	1.5887
0.779849	4.0516	1.5878
0.81678552	3.8441	1.5867
0.81561974	3.7167	1.5453
0.8015646000000001	3.8785	1.5438
0.6257634999999999	4.8926	1.5373
0.7490519	4.0688	1.4993
0.82008286	3.7235	1.4975
0.7907067999999999	3.8313	1.4974
0.97513414	3.0948	1.4961
0.75153872	4.0078	1.4961
0.6442817599999999	4.7833	1.4521
0.57573762	5.3104	1.4517
0.90151636	3.4178	1.4507
0.9182583200000001	3.2962	1.409
0.8003988200000001	3.7776	1.409
0.68842348	4.39	1.409
0.9982707799999999	3.124	1.4067
0.97335784	3.179	1.4067
0.9418502200000001	3.2138	1.4067
0.80263038	3.8498	1.4066
0.90587948	3.3617	1.4066
0.7380941	4.1532	1.4063
0.7547360599999999	4.0498	1.4054
1.01643378	3.0103	1.3635
0.79319362	3.8715	1.363
0.80120934	3.7945	1.3622
0.65539482	4.7017	1.3617
0.85559834	3.6377	1.3614
0.96605264	3.2609	1.3614
0.9102426	3.3682	1.3608
0.62434246	4.9279	1.3601
0.8806112800000001	3.4623	1.3565
0.8265775399999999	3.6623	1.3565
0.97229206	3.1166	1.3176
0.78857524	3.8864	1.3163
0.7656938600000001	3.9344	1.3163
0.7482413800000001	4.0503	1.316
0.75767814	4.1063	1.316
0.71779954	4.2669	1.3159
1.01430222	2.9809	1.3156
0.64098442	4.7436	1.3156
0.9973049999999999	3.027	1.3154
0.71308116	4.3847	1.3154
0.84900366	3.7275	1.3154
1.01821008	3.0109	1.3147
0.88994804	3.4112	1.3147
0.9744236199999999	3.0909	1.2726
0.7326652	4.1115	1.2726
0.76498334	4.0523	1.2722
1.03860464	3.0126	1.2722
0.9715815400000001	3.1778	1.2722
0.7852779000000001	3.9438	1.2714
0.9519975	3.2375	1.2714
0.97406836	3.1118	1.2714
1.0158232600000001	2.9914	1.2709
0.95154224	3.1731	1.2709
0.7485966399999999	4.0923	1.2709
0.77031224	3.9906	1.2706
0.85372204	3.5631	1.2705
1.04109146	2.9311	1.2705
0.86574562	3.5402	1.2705
0.97878674	3.1097	1.2701
0.85077996	3.5889	1.2694
0.9203898800000001	3.2836	1.2694
1.06290706	2.9007	1.266
0.82977488	3.7723	1.266
1.0008576	3.1052	1.2272
0.7816253	3.9149	1.2272
0.7870542	3.8374	1.2272
1.02044164	3.0085	1.2272
0.76133074	3.9903	1.2272
1.0625518	2.8359	1.226
0.97629992	3.1833	1.226
0.71201538	4.2722	1.226
1.0190206000000002	3.0141	1.226
0.8474826200000001	3.5898	1.2255
1.0331757400000001	2.9177	1.2252
1.01937586	3.0018	1.2252
0.7863436800000001	3.9106	1.2251
