# REJUVENATION FRACTION IN LINEAGE
# original file "wt_decCap_highRe_3gen.txt" 
# mother	daughter	nCells	rej>0	rej>0.2	rej>0.5	rej>1
0.0	0.0	10.0	0.0	0.0	0.0	0.0
0.0	1.0	10.0	0.7	0.0	0.0	0.0
0.0	2.0	10.0	0.4	0.2	0.0	0.0
0.0	3.0	10.0	0.4	0.1	0.0	0.0
0.0	4.0	10.0	0.1	0.1	0.0	0.0
0.0	5.0	10.0	0.5	0.2	0.0	0.0
0.0	6.0	10.0	0.4	0.1	0.0	0.0
0.0	7.0	10.0	0.4	0.1	0.0	0.0
0.0	8.0	10.0	0.5	0.0	0.0	0.0
0.0	9.0	10.0	0.4	0.1	0.0	0.0
0.0	10.0	10.0	0.5	0.3	0.0	0.0
0.0	11.0	10.0	0.3	0.0	0.0	0.0
0.0	12.0	10.0	0.4	0.0	0.0	0.0
0.0	13.0	10.0	0.5	0.1	0.0	0.0
0.0	14.0	10.0	0.3	0.0	0.0	0.0
0.0	15.0	10.0	0.3	0.0	0.0	0.0
0.0	16.0	10.0	0.4	0.0	0.0	0.0
0.0	17.0	10.0	0.3	0.1	0.0	0.0
0.0	18.0	10.0	0.7	0.2	0.0	0.0
0.0	19.0	8.0	0.25	0.0	0.0	0.0
0.0	20.0	8.0	0.25	0.125	0.0	0.0
0.0	21.0	8.0	0.25	0.125	0.0	0.0
0.0	22.0	5.0	0.0	0.0	0.0	0.0
0.0	23.0	5.0	0.2	0.0	0.0	0.0
0.0	24.0	5.0	0.0	0.0	0.0	0.0
0.0	25.0	2.0	0.0	0.0	0.0	0.0
1.0	1.0	231.0	0.42857142857142855	0.12987012987012986	0.008658008658008658	0.0
1.0	2.0	231.0	0.4935064935064935	0.16883116883116883	0.0	0.0
1.0	3.0	231.0	0.46320346320346323	0.16017316017316016	0.004329004329004329	0.0
1.0	4.0	231.0	0.43722943722943725	0.08225108225108226	0.0	0.0
1.0	5.0	231.0	0.3852813852813853	0.10822510822510822	0.0	0.0
1.0	6.0	231.0	0.4588744588744589	0.09523809523809523	0.004329004329004329	0.0
1.0	7.0	231.0	0.41125541125541126	0.1471861471861472	0.0	0.0
1.0	8.0	231.0	0.4329004329004329	0.1038961038961039	0.0	0.0
1.0	9.0	231.0	0.4025974025974026	0.1038961038961039	0.0	0.0
1.0	10.0	231.0	0.3939393939393939	0.11688311688311688	0.004329004329004329	0.0
1.0	11.0	231.0	0.341991341991342	0.05194805194805195	0.017316017316017316	0.0
1.0	12.0	231.0	0.4155844155844156	0.09956709956709957	0.008658008658008658	0.0
1.0	13.0	231.0	0.4069264069264069	0.08658008658008658	0.004329004329004329	0.0
1.0	14.0	231.0	0.3939393939393939	0.06926406926406926	0.004329004329004329	0.0
1.0	15.0	231.0	0.35064935064935066	0.09956709956709957	0.008658008658008658	0.0
1.0	16.0	231.0	0.3463203463203463	0.11688311688311688	0.008658008658008658	0.0
1.0	17.0	230.0	0.33043478260869563	0.1	0.004347826086956522	0.0
1.0	18.0	229.0	0.3056768558951965	0.0611353711790393	0.008733624454148471	0.0
1.0	19.0	223.0	0.30493273542600896	0.08520179372197309	0.004484304932735426	0.0
1.0	20.0	206.0	0.24757281553398058	0.05825242718446602	0.0048543689320388345	0.0
1.0	21.0	176.0	0.18181818181818182	0.056818181818181816	0.0	0.0
1.0	22.0	141.0	0.18439716312056736	0.028368794326241134	0.0070921985815602835	0.0
1.0	23.0	111.0	0.11711711711711711	0.009009009009009009	0.0	0.0
1.0	24.0	76.0	0.10526315789473684	0.013157894736842105	0.0	0.0
1.0	25.0	62.0	0.03225806451612903	0.016129032258064516	0.0	0.0
1.0	26.0	43.0	0.023255813953488372	0.0	0.0	0.0
1.0	27.0	31.0	0.06451612903225806	0.03225806451612903	0.0	0.0
1.0	28.0	22.0	0.0	0.0	0.0	0.0
1.0	29.0	11.0	0.09090909090909091	0.09090909090909091	0.0	0.0
