# HEALTHSPAN VS RLS BY REJUVENATION
# original file "wt_decCap_highRe_3gen.txt" 
# h	rls	rejuvenation
0.4143313536232485	51.0	1.4956
0.37813290389391563	50.0	1.3986
0.3922217991659935	49.0	1.3599
0.41208761680492495	48.0	1.3114
0.400787769125007	50.0	1.3096
0.4041197621829022	50.0	1.3084
0.3892555763484909	46.0	1.2633
0.4037958554660069	44.0	1.1279
0.4125528484328677	42.0	1.0871
0.3803522445229876	45.0	1.0828
0.3948208994501587	43.0	1.0418
0.38667743256207027	43.0	1.0416
0.41168099579075607	45.0	1.0405
0.39993550531937383	44.0	1.0386
0.37995232124456474	42.0	0.9963
0.4025645416651084	41.0	0.9939
0.399572844429037	44.0	0.9935
0.41539979846799635	45.0	0.951
0.3905753455029192	40.0	0.9483
0.41081531931458937	39.0	0.9474
0.40754197485078075	39.0	0.9066
0.41265783989612287	39.0	0.9066
0.3899120840176922	40.0	0.9066
0.4145278141837775	42.0	0.9064
0.36757240922839934	38.0	0.9064
0.4015807643860272	41.0	0.9057
0.40150297001027346	44.0	0.9057
0.38040603574929377	39.0	0.9044
0.40304534149727034	44.0	0.9044
0.38344980230201803	45.0	0.9044
0.40297001243565894	41.0	0.9035
0.40885738532544613	39.0	0.9035
0.40389565582088227	41.0	0.9032
0.3839375171773958	37.0	0.8613
0.37604080641243615	39.0	0.8611
0.4025871203133113	47.0	0.8606
0.39574103523598736	41.0	0.8606
0.4034523796472038	35.0	0.8606
0.3985593139216086	41.0	0.8604
0.3782628664154974	39.0	0.8604
0.3859328072451366	40.0	0.8604
0.41595984494164245	36.0	0.8592
0.4210882420272672	46.0	0.8582
0.4151553040724789	39.0	0.858
0.41402265398145727	42.0	0.816
0.39098648051674106	37.0	0.816
0.38891290317440086	37.0	0.816
0.3874274455657951	34.0	0.816
0.4131111587445756	39.0	0.816
0.4134342342389547	39.0	0.8158
0.42683207998452927	37.0	0.8158
0.3851281898711058	37.0	0.8158
0.42296004085602756	43.0	0.8153
0.38928431514899137	40.0	0.8153
0.41048808726144687	39.0	0.8152
0.3993049495428874	41.0	0.8143
0.397026083134921	35.0	0.814
0.4140266045345903	36.0	0.814
0.40277989388289703	35.0	0.814
0.39082311177448426	34.0	0.814
0.37498781391020786	39.0	0.8132
0.3898391601544736	43.0	0.8132
0.410105219751434	36.0	0.8132
0.40008215239268835	38.0	0.813
0.3863304996636291	40.0	0.813
0.39055532390476644	40.0	0.8129
0.4007246658952028	38.0	0.8129
0.4141514449609704	39.0	0.8129
0.3751623409612802	39.0	0.8129
0.4135331488165457	39.0	0.8121
0.3934186598093442	43.0	0.8121
0.42423609395343426	40.0	0.8121
0.38600169883592333	34.0	0.8121
0.4033918331409697	38.0	0.7706
0.38475461649204584	37.0	0.7706
0.41294444069108255	36.0	0.7706
0.37606827353200956	36.0	0.7706
0.41234868299812055	36.0	0.7704
0.37422582862850756	36.0	0.7704
0.4025808465311158	35.0	0.7704
0.4004370519794916	35.0	0.7704
0.4000273761192539	38.0	0.77
0.42431041609826275	37.0	0.77
0.41333488070803004	36.0	0.7699
0.3843851238353993	37.0	0.7699
0.3825960998209882	39.0	0.7691
0.42197716222788234	37.0	0.7691
0.40911342298466435	36.0	0.7691
0.39543022818611767	35.0	0.7688
0.4140219842638246	36.0	0.7688
0.37197209558054095	36.0	0.7688
0.40205860202104093	38.0	0.7688
0.39473704596626846	35.0	0.7688
0.4164252729330371	36.0	0.768
0.38600856664390665	37.0	0.768
0.4078826660369132	36.0	0.768
0.38790271480858696	37.0	0.768
0.41358601707397896	39.0	0.768
0.4011212707260886	35.0	0.7678
0.40277658021966983	35.0	0.7678
0.4102598621564252	36.0	0.7678
0.377298115636969	36.0	0.7678
0.4240263331389008	37.0	0.7678
0.39603589785247767	38.0	0.7677
0.3798054800589545	39.0	0.7677
0.3990854191122107	38.0	0.7677
0.38763166153357076	40.0	0.7677
0.3950275476606634	41.0	0.767
0.3666923328162438	33.0	0.767
0.4140998130512433	36.0	0.767
0.389363772846492	40.0	0.7253
0.3687936900002293	36.0	0.7253
0.37103409713868973	36.0	0.7253
0.3841456811702927	37.0	0.7253
0.3819574483526674	37.0	0.7253
0.41187918592758055	39.0	0.7251
0.4259775613040442	34.0	0.7251
0.3681367779702419	41.0	0.7251
0.41461997407534473	33.0	0.7251
0.3888147495856303	34.0	0.7251
0.4007104691320918	41.0	0.7247
0.38460742927744873	37.0	0.7247
0.3898932370387924	43.0	0.7247
0.4094811649734889	36.0	0.7247
0.4280210028537849	34.0	0.7247
0.4099778387899453	39.0	0.7247
0.3995710162220614	32.0	0.7247
0.3881636300997099	37.0	0.7246
0.4130140254924755	33.0	0.7246
0.4104318547022117	36.0	0.7246
0.38752336005607924	34.0	0.7246
0.38516738307256887	34.0	0.7246
0.39278539502345494	32.0	0.7239
0.37661248216957827	36.0	0.7239
0.3855742871114101	37.0	0.7239
0.37057624306862835	33.0	0.7239
0.37046123381826856	36.0	0.7239
0.4260892445201768	34.0	0.7235
0.3933320428658742	35.0	0.7235
0.4025103291773816	35.0	0.7235
0.3957436188366927	38.0	0.7235
0.42487503168442253	34.0	0.7228
0.4137617902783046	33.0	0.7228
0.385273609120163	34.0	0.7227
0.4133330998560995	33.0	0.7227
0.4041483491059099	36.0	0.7227
0.40193060387952945	35.0	0.7227
0.42380018610324	37.0	0.7227
0.3996862842251457	35.0	0.7227
0.42539120260499674	37.0	0.7227
0.41373111629184295	36.0	0.7227
0.4026291351786627	35.0	0.7227
0.40002999017644614	32.0	0.7227
0.3964857224747373	32.0	0.7227
0.40914786680233745	36.0	0.7225
0.40181201705221575	35.0	0.7225
0.39551028146952816	35.0	0.7219
0.4013045686038976	35.0	0.7219
0.3855307692283253	37.0	0.7219
0.40969789201167867	39.0	0.7219
0.3992908201223662	35.0	0.7219
0.384287427681413	34.0	0.68
0.39214076329303826	40.0	0.68
0.4099258510781454	33.0	0.68
0.3744370450363971	36.0	0.68
0.38582319935901266	34.0	0.68
0.4277727170782182	34.0	0.6798
0.3866429400705463	34.0	0.6798
0.38168872594872727	34.0	0.6798
0.3854833615557632	34.0	0.6798
