# WT DYNAMICS FOR DIFFERENT REPAIR MECHANISMS
# Q 2.5526
# s 0.637
# g 1.05
# k1 = [0.40 0.40]
# k2 = [0.09 0.14]
# k3 = [1000.00 0.32]
# t	P	D
33.7170	1.0000	0.6525	26.6342	0.6271	0.4036	.	.	.	.	.	.
33.7170	1.0000	0.6525	26.9664	0.7155	0.4245	.	.	.	.	.	.
33.7170	0.4582	0.4857	27.3730	0.8258	0.4561	.	.	.	.	.	.
33.7591	0.4662	0.4868	27.8170	0.9433	0.4984	.	.	.	.	.	.
33.9885	0.5106	0.4940	28.0468	1.0000	0.5233	.	.	.	.	.	.
34.3680	0.5862	0.5091	28.0468	1.0000	0.5233	.	.	.	.	.	.
34.7983	0.6741	0.5309	28.0468	0.4936	0.3895	.	.	.	.	.	.
35.3010	0.7765	0.5628	28.0873	0.5031	0.3910	.	.	.	.	.	.
35.8388	0.8800	0.6038	28.2751	0.5481	0.3987	.	.	.	.	.	.
36.4100	0.9757	0.6539	28.5704	0.6218	0.4134	.	.	.	.	.	.
36.5783	1.0000	0.6697	28.9066	0.7089	0.4342	.	.	.	.	.	.
36.5783	1.0000	0.6697	29.3177	0.8171	0.4656	.	.	.	.	.	.
36.5783	0.4535	0.4985	29.7672	0.9316	0.5075	.	.	.	.	.	.
36.6205	0.4614	0.4995	30.0596	1.0000	0.5391	.	.	.	.	.	.
36.8526	0.5053	0.5064	30.0596	1.0000	0.5391	.	.	.	.	.	.
37.2373	0.5803	0.5209	30.0596	0.4893	0.4013	.	.	.	.	.	.
37.6726	0.6669	0.5421	30.1003	0.4986	0.4027	.	.	.	.	.	.
38.1809	0.7673	0.5731	30.2902	0.5430	0.4102	.	.	.	.	.	.
38.7246	0.8685	0.6132	30.5896	0.6156	0.4247	.	.	.	.	.	.
39.3022	0.9617	0.6622	30.9302	0.7011	0.4453	.	.	.	.	.	.
39.5881	1.0000	0.6884	31.3468	0.8068	0.4764	.	.	.	.	.	.
39.5881	1.0000	0.6884	31.8026	0.9178	0.5181	.	.	.	.	.	.
39.5881	0.4484	0.5124	32.1793	1.0000	0.5584	.	.	.	.	.	.
39.6305	0.4561	0.5134	32.1793	1.0000	0.5584	.	.	.	.	.	.
39.8650	0.4996	0.5198	32.1793	0.4840	0.4157	.	.	.	.	.	.
40.2546	0.5737	0.5336	32.2202	0.4931	0.4171	.	.	.	.	.	.
40.6947	0.6588	0.5541	32.4126	0.5366	0.4244	.	.	.	.	.	.
41.2085	0.7570	0.5842	32.7168	0.6078	0.4387	.	.	.	.	.	.
41.7581	0.8556	0.6231	33.0629	0.6913	0.4590	.	.	.	.	.	.
42.3423	0.9461	0.6709	33.4866	0.7937	0.4898	.	.	.	.	.	.
42.7800	1.0000	0.7099	33.9506	0.9005	0.5312	.	.	.	.	.	.
