# REJUVENATION INDEX IN LINEAGE
# original file "wt_unlimCap_noRe_3gen.txt" 
# mother	daughter	rejMean	rejStd
0.0	0.0	0.0	0.0
0.0	1.0	0.19327	0.31802490835362773
0.0	2.0	0.3432700000000001	0.3785036651811387
0.0	3.0	0.05357999999999998	0.27295239226730444
0.0	4.0	0.05254000000000001	0.347704329056232
0.0	5.0	0.10552999999999998	0.2577572589774254
0.0	6.0	-0.20118	0.23412211818241824
0.0	7.0	-0.16682000000000002	0.22035251958824725
0.0	8.0	-0.25532	0.1593623739225236
0.0	9.0	-0.17517499999999997	0.11482128660288936
0.0	10.0	-0.38289999999999996	0.14636837090027338
0.0	11.0	-0.5126142857142857	0.1691268698203751
0.0	12.0	-0.6125999999999999	0.13500759978608612
0.0	13.0	-0.6557	0.1890803532892828
0.0	14.0	-0.78655	0.1280570380728838
0.0	15.0	-0.9612499999999999	0.12904698756654492
0.0	16.0	NaN	NaN
1.0	1.0	0.14852063492063491	0.4300169861421682
1.0	2.0	0.1600690476190476	0.45283654171708104
1.0	3.0	0.1061277777777778	0.4424599537384397
1.0	4.0	0.1028380952380952	0.49964053572257616
1.0	5.0	0.012669047619047621	0.42918082016125286
1.0	6.0	-0.076272	0.38396571054062595
1.0	7.0	-0.10764227642276422	0.3640654899670379
1.0	8.0	-0.16950813008130083	0.39118597388309845
1.0	9.0	-0.2954368852459017	0.31659480457064865
1.0	10.0	-0.37985546218487404	0.26082083619372337
1.0	11.0	-0.47173457943925234	0.22281387659726806
1.0	12.0	-0.5858229166666669	0.21503282220905945
1.0	13.0	-0.6018738095238095	0.46266385000448795
1.0	14.0	-0.7213179104477611	0.2334061643426398
1.0	15.0	-0.8282431372549022	0.19384784884532713
1.0	16.0	-0.9329066666666667	0.25560306353975704
1.0	17.0	-1.0092878787878787	0.223543346967618
1.0	18.0	-1.1612520000000004	0.247436015500304
1.0	19.0	-1.218807142857143	0.16098807631090484
1.0	20.0	-1.306646153846154	0.19377991646618342
1.0	21.0	-1.3810555555555555	0.14365214157045406
1.0	22.0	-1.5298166666666668	0.12518104355958481
1.0	23.0	-1.59825	0.14119316555697728
1.0	24.0	-1.4109	0.2428204686594604
1.0	25.0	-1.85255	0.008838834764831813
1.0	26.0	-2.029	0.00961665222413693
1.0	27.0	NaN	NaN
2.0	1.0	0.14271349206349207	0.43870955920347565
2.0	2.0	0.18843650793650799	0.5633065580450027
2.0	3.0	0.14112063492063492	0.4401590273194378
2.0	4.0	0.020935200000000004	0.4438562222263334
2.0	5.0	-0.018430400000000006	0.432079349459885
2.0	6.0	-0.05575365853658538	0.42839207246738226
2.0	7.0	-0.0912360655737705	0.40529463786474274
2.0	8.0	-0.14112666666666668	0.39557403895012694
2.0	9.0	-0.2923234782608696	0.3085660298782306
2.0	10.0	-0.35026111111111136	0.39354559375169057
2.0	11.0	-0.4792126213592234	0.2910671951526683
2.0	12.0	-0.5473666666666668	0.32307276177899735
2.0	13.0	-0.6056378048780487	0.2949320803336537
2.0	14.0	-0.7370313432835821	0.28347508319179043
2.0	15.0	-0.885756603773585	0.30254099055362216
2.0	16.0	-0.9372282051282054	0.20706136637889178
2.0	17.0	-1.112937037037037	0.23127917221093536
2.0	18.0	-1.139545	0.3467004007329975
2.0	19.0	-1.1544428571428573	0.45060507988922854
2.0	20.0	-1.3986615384615386	0.2945798124404248
2.0	21.0	-1.3849333333333336	0.29758230374133465
2.0	22.0	-1.6111000000000002	0.22869743580297772
2.0	23.0	-1.6833833333333335	0.21060146643997196
2.0	24.0	-1.8231500000000003	0.1412829194677592
2.0	25.0	-1.97575	0.1653922761195333
2.0	26.0	-1.9764	0.041153614665057084
2.0	27.0	NaN	NaN
2.0	28.0	NaN	NaN
2.0	29.0	NaN	NaN
2.0	30.0	NaN	NaN
2.0	31.0	NaN	NaN
2.0	32.0	NaN	NaN
2.0	33.0	NaN	NaN
3.0	1.0	0.22585279999999994	0.42604957809641003
3.0	2.0	0.17569440000000003	0.416194174461253
3.0	3.0	0.14971532258064515	0.4924383639437883
3.0	4.0	1.6935483870971695e-5	0.40402083958200546
3.0	5.0	-0.01900650406504065	0.33105971818771723
3.0	6.0	-0.02386065573770492	0.39214515961290525
3.0	7.0	-0.10352966101694913	0.35094940812234254
3.0	8.0	-0.1655396551724138	0.3570258550811157
3.0	9.0	-0.2513245614035088	0.3630152707876449
3.0	10.0	-0.3555798165137615	0.34013943648968664
3.0	11.0	-0.45964158415841583	0.3508676491976217
3.0	12.0	-0.5628113636363636	0.24796963404742395
3.0	13.0	-0.6474810126582281	0.27758034275888643
3.0	14.0	-0.8074216666666667	0.2214829924921479
3.0	15.0	-0.9266717391304348	0.2753493099989687
3.0	16.0	-0.89422	0.3694433383833874
3.0	17.0	-1.064827272727273	0.3399009984460016
3.0	18.0	-1.1922882352941178	0.36886732181495985
3.0	19.0	-1.2288166666666667	0.4036698692413558
3.0	20.0	-1.4780833333333332	0.16447053738182613
3.0	21.0	-1.64675	0.31050449808872865
3.0	22.0	-1.62735	0.06102331521639908
3.0	23.0	-1.7155	0.43670914806081185
3.0	24.0	-1.6713	0.12317800128269651
3.0	25.0	-1.6275499999999998	0.43663843738269303
3.0	26.0	-1.8474000000000002	0.2501743791838006
3.0	27.0	-2.2432	0.06392245301926408
3.0	28.0	NaN	NaN
3.0	29.0	NaN	NaN
3.0	30.0	NaN	NaN
3.0	31.0	NaN	NaN
3.0	32.0	NaN	NaN
3.0	33.0	NaN	NaN
3.0	34.0	NaN	NaN
3.0	35.0	NaN	NaN
4.0	1.0	0.33367154471544724	0.49130813134057205
4.0	2.0	0.21891229508196722	0.46503352879704585
4.0	3.0	0.15181803278688527	0.35430438751301696
4.0	4.0	0.10787520661157025	0.3644272330843273
4.0	5.0	0.05076134453781511	0.3461979883493836
4.0	6.0	0.004360683760683764	0.3437982021269677
4.0	7.0	-0.08952327586206896	0.3178676342941887
4.0	8.0	-0.14865603448275866	0.36337192068991386
4.0	9.0	-0.3102895238095238	0.28085845049796393
4.0	10.0	-0.39391030927835063	0.2670841836249606
4.0	11.0	-0.49135294117647066	0.24371072996887272
4.0	12.0	-0.6554764705882353	0.18607567078744908
4.0	13.0	-0.6319120000000001	0.4327407130731062
4.0	14.0	-0.766290243902439	0.22487442807584643
