# REJUVENATION FRACTION DEPENDING ON AGE OF MOTHER CELL
# original file "wt_unlimCap_noRe_3gen_perturbed.txt" 
# mother	nCells	fraction
1.0	794.0	0.2594458438287154	0.1712846347607053	0.04659949622166247	0.003778337531486146
2.0	735.0	0.272108843537415	0.1836734693877551	0.055782312925170066	0.0013605442176870747
3.0	670.0	0.29850746268656714	0.1865671641791045	0.06865671641791045	0.0029850746268656717
4.0	565.0	0.35929203539823007	0.23716814159292035	0.0584070796460177	0.008849557522123894
5.0	505.0	0.3405940594059406	0.22574257425742575	0.06534653465346535	0.0019801980198019802
6.0	388.0	0.4587628865979381	0.2860824742268041	0.08505154639175258	0.002577319587628866
7.0	299.0	0.5150501672240803	0.34782608695652173	0.08695652173913043	0.006688963210702341
8.0	180.0	0.5055555555555555	0.36666666666666664	0.08333333333333333	0.0
9.0	107.0	0.5794392523364486	0.3644859813084112	0.11214953271028037	0.0
10.0	64.0	0.546875	0.359375	0.078125	0.0
11.0	25.0	0.76	0.52	0.12	0.0
12.0	12.0	0.8333333333333334	0.6666666666666666	0.16666666666666666	0.0
13.0	5.0	NaN	NaN	NaN	NaN
14.0	2.0	NaN	NaN	NaN	NaN
