# DAUGHTER VS RLS BY REJUVENATION
# original file "wt_unlimCap_noRe_3gen.txt" 
# initSize	totGrowth	rejuvenation
0.8214469600000001	3.0569	2.9822
0.7502294199999999	3.539	2.6554
0.77039496	3.2723	2.6376
0.758653	3.5505	2.6313
0.79464466	3.2076	2.61
0.74129532	3.3963	2.523
0.8045998	3.187	2.5229
0.7816263999999999	3.3458	2.4415
0.77983958	3.3904	2.2814
0.77371334	3.2479	2.262
0.83880464	2.9966	2.1799
0.8265521600000001	3.0963	2.1799
0.80026038	3.3275	2.1101
0.7458899999999999	3.5469	2.1051
0.7867316	3.2329	2.0927
0.73159544	3.4783	2.0879
0.77243704	3.396	2.0308
0.83063632	3.0854	2.0308
0.76605554	3.4537	2.0009
0.79617622	3.1597	2.0009
0.78060536	3.318	1.9473
0.7497189	3.4831	1.9304
0.71806666	3.5434	1.9183
0.7627371599999999	3.3712	1.9139
0.81072604	3.2244	1.9139
0.74793208	3.5886	1.8588
0.7612056	3.3362	1.8483
0.80740766	3.2892	1.8463
0.81251286	3.1238	1.8427
0.74359266	3.431	1.7603
0.7627371599999999	3.4637	1.7584
0.7308296599999999	3.4523	1.7584
0.72597972	3.5808	1.7439
0.7502294199999999	3.5915	1.6914
0.78443426	3.2115	1.6776
0.7892842	3.2504	1.6776
0.7433373999999999	3.4674	1.6776
0.73670064	3.4836	1.6567
0.8592254399999999	2.9412	1.653
0.72521394	3.448	1.653
0.76452398	3.3528	1.6529
0.7601845599999999	3.374	1.5933
0.7726923	3.2579	1.5933
0.73159544	3.6346	1.5842
0.74104006	3.5361	1.5842
0.8097049999999999	3.1172	1.5826
0.8214469600000001	3.084	1.5794
0.7563556599999999	3.4266	1.5788
0.81123656	3.4144	1.5696
0.79796304	3.2191	1.566
0.7739686	3.476	1.566
0.7476768199999999	3.4662	1.5659
0.80281298	3.1732	1.5047
0.7721817799999999	3.3156	1.4962
0.84135724	3.172	1.4962
0.74384792	3.3833	1.4947
0.7308296599999999	3.6754	1.4917
0.79464466	3.3623	1.4917
0.7829027	3.253	1.4911
0.74537948	3.4615	1.4911
0.79234732	3.163	1.4911
0.7489531199999999	3.4014	1.479
0.78239218	3.1998	1.479
0.75073994	3.5408	1.4789
0.78698686	3.2442	1.4162
