# REJUVENATION FRACTION DEPENDING ON AGE OF MOTHER CELL
# original file "wt_decCap_noRe_3gen_perturbed.txt" 
# mother	nCells	fraction
1.0	912.0	0.23574561403508773	0.16447368421052633	0.0581140350877193	0.006578947368421052
2.0	858.0	0.2202797202797203	0.14335664335664336	0.04895104895104895	0.005827505827505828
3.0	772.0	0.27849740932642486	0.1800518134715026	0.06865284974093264	0.0051813471502590676
4.0	674.0	0.31008902077151335	0.21810089020771514	0.08160237388724036	0.001483679525222552
5.0	557.0	0.4236983842010772	0.2836624775583483	0.118491921005386	0.005385996409335727
6.0	487.0	0.41478439425051333	0.2936344969199179	0.11088295687885011	0.01026694045174538
7.0	384.0	0.3958333333333333	0.2838541666666667	0.1171875	0.0078125
8.0	292.0	0.4657534246575342	0.3116438356164384	0.10616438356164383	0.003424657534246575
9.0	189.0	0.5608465608465608	0.4074074074074074	0.08994708994708994	0.005291005291005291
10.0	112.0	0.5982142857142857	0.41964285714285715	0.16071428571428573	0.0
11.0	61.0	0.5245901639344263	0.3442622950819672	0.09836065573770492	0.0
12.0	32.0	0.6875	0.5	0.25	0.0
13.0	16.0	0.875	0.75	0.25	0.0625
14.0	4.0	NaN	NaN	NaN	NaN
15.0	1.0	NaN	NaN	NaN	NaN
