# GENERATION TIME IN LINEAGE
# original file "wt_unlimCap_noRe_3gen.txt" 
# mother	daughter	genTMean	genTStd
0.0	0.0	1.58507	0.038219310128084015
0.0	1.0	1.52298	0.031257738597381304
0.0	2.0	1.53644	0.04932766183615662
0.0	3.0	1.5508200000000003	0.025668432839666012
0.0	4.0	1.55902	0.0386256046338868
0.0	5.0	1.5666	0.03902008030061788
0.0	6.0	1.59905	0.04077796926991065
0.0	7.0	1.6338599999999999	0.06336318945395486
0.0	8.0	1.69856	0.16006194078821137
0.0	9.0	1.6504874999999999	0.06565962963865782
0.0	10.0	1.707775	0.0767114770701602
0.0	11.0	1.7643857142857142	0.09744385440808856
0.0	12.0	1.8290166666666667	0.1747271406126326
0.0	13.0	1.6587	0.05897270555095801
0.0	14.0	1.706	0.05388153672641496
0.0	15.0	2.0043	0.18087791462751887
0.0	16.0	NaN	NaN
1.0	1.0	1.491957142857143	0.03384742809389553
1.0	2.0	1.499568253968254	0.029695795394752162
1.0	3.0	1.5128444444444447	0.039918339756168326
1.0	4.0	1.5201309523809525	0.04001090944087269
1.0	5.0	1.5367103174603176	0.04781831754357751
1.0	6.0	1.5507904000000001	0.05372074361169573
1.0	7.0	1.5608073170731713	0.05515466653968237
1.0	8.0	1.5779178861788619	0.06069844440240774
1.0	9.0	1.6044663934426233	0.07460843526928793
1.0	10.0	1.6438100840336136	0.11577642275930809
1.0	11.0	1.6490644859813086	0.12337890805672994
1.0	12.0	1.6669656249999998	0.11218225192973404
1.0	13.0	1.67565	0.23702968626033888
1.0	14.0	1.7082283582089555	0.15595336113817485
1.0	15.0	1.6879470588235295	0.10097012499336856
1.0	16.0	1.7284466666666667	0.13307044033484328
1.0	17.0	1.7388242424242426	0.14549593858228274
1.0	18.0	1.786912	0.185618413059337
1.0	19.0	1.7217642857142859	0.16522033124631746
1.0	20.0	1.7709769230769228	0.18053248624484064
1.0	21.0	1.7450444444444444	0.12474040154568115
1.0	22.0	1.7743666666666666	0.13349374017783255
1.0	23.0	1.763	0.1619733105586637
1.0	24.0	1.6743999999999999	0.030547012947258784
1.0	25.0	1.8163	0.15372501422995546
1.0	26.0	1.88415	0.04871965722375325
1.0	27.0	NaN	NaN
2.0	1.0	1.5022865079365078	0.04348517605469634
2.0	2.0	1.5073468253968252	0.04512825932651592
2.0	3.0	1.5178738095238091	0.051633666813150375
2.0	4.0	1.5311679999999999	0.04742021244561328
2.0	5.0	1.5423320000000003	0.05693046919339982
2.0	6.0	1.5583967479674798	0.06425272072437975
2.0	7.0	1.5704467213114754	0.08776634380480844
2.0	8.0	1.5833666666666666	0.08365119691372049
2.0	9.0	1.6035139130434783	0.09050565445838034
2.0	10.0	1.616628703703704	0.07605638716248923
2.0	11.0	1.6542368932038838	0.10880793114681148
2.0	12.0	1.641221875	0.27541417163519377
2.0	13.0	1.6965451219512193	0.1400584702878325
2.0	14.0	1.6560850746268656	0.3279386986570635
2.0	15.0	1.6654415094339625	0.36647974937964867
2.0	16.0	1.6801153846153847	0.30434484383279986
2.0	17.0	1.7344851851851855	0.16360570260820959
2.0	18.0	1.6293399999999998	0.4055924171407859
2.0	19.0	1.6913714285714287	0.13633072021641074
2.0	20.0	1.6415076923076921	0.5515856830712983
2.0	21.0	1.6965888888888891	0.07903713438068911
2.0	22.0	1.819525	0.27108079844525
2.0	23.0	1.7293166666666664	0.08373043453050187
2.0	24.0	1.74765	0.11023981434430423
2.0	25.0	1.7517	0.23193102422918763
2.0	26.0	1.795	0.2537099130897333
2.0	27.0	NaN	NaN
2.0	28.0	NaN	NaN
2.0	29.0	NaN	NaN
2.0	30.0	NaN	NaN
2.0	31.0	NaN	NaN
2.0	32.0	NaN	NaN
2.0	33.0	NaN	NaN
3.0	1.0	1.5062816	0.050301474011622514
3.0	2.0	1.5159767999999998	0.04942415195154117
3.0	3.0	1.5276016129032257	0.05290405794427199
3.0	4.0	1.5446661290322585	0.06297794411582824
3.0	5.0	1.5499105691056911	0.06130017357904466
3.0	6.0	1.5631836065573774	0.08093552107702287
3.0	7.0	1.5786415254237287	0.06716164748857559
3.0	8.0	1.5877008620689659	0.07191259367930736
3.0	9.0	1.6076166666666667	0.07506873772404078
3.0	10.0	1.6404788990825687	0.11902254460690496
3.0	11.0	1.6662326732673267	0.12485037854080452
3.0	12.0	1.680432954545455	0.11903921571703435
3.0	13.0	1.7247620253164555	0.16354334664468298
3.0	14.0	1.6999183333333332	0.2591970577435976
3.0	15.0	1.7362478260869565	0.3168607508663917
3.0	16.0	1.5979300000000003	0.45422051013531545
3.0	17.0	1.7591681818181817	0.19442031146673563
3.0	18.0	1.5264411764705885	0.5827169639486476
3.0	19.0	1.8517333333333335	0.24976463951391353
3.0	20.0	1.72905	0.13885844230726482
3.0	21.0	1.757225	0.1746574623847108
3.0	22.0	1.5870000000000002	0.04737615433949865
3.0	23.0	1.5864	0.05105310960166876
3.0	24.0	1.6674	0.1288348555321889
3.0	25.0	1.6188	0.05091168824543146
3.0	26.0	1.6451500000000001	0.11179358210559309
3.0	27.0	1.9444	0.516753635691129
3.0	28.0	NaN	NaN
3.0	29.0	NaN	NaN
3.0	30.0	NaN	NaN
3.0	31.0	NaN	NaN
3.0	32.0	NaN	NaN
3.0	33.0	NaN	NaN
3.0	34.0	NaN	NaN
3.0	35.0	NaN	NaN
4.0	1.0	1.5103447154471545	0.05447598689398939
4.0	2.0	1.5262959016393443	0.05105103004852144
4.0	3.0	1.535140163934426	0.05070115596810224
4.0	4.0	1.5481710743801653	0.05728745563387114
4.0	5.0	1.55893025210084	0.0655331363388819
4.0	6.0	1.5736470085470087	0.05608943992541268
4.0	7.0	1.593533620689655	0.06922901495755955
4.0	8.0	1.628318103448276	0.13062199002507557
4.0	9.0	1.6456514285714285	0.10627122332312454
4.0	10.0	1.668617525773196	0.12104991051413917
4.0	11.0	1.7085235294117644	0.14894053675005658
4.0	12.0	1.7399617647058823	0.16233483641306706
4.0	13.0	1.7120980000000001	0.14659776773922054
4.0	14.0	1.7311707317073168	0.15339610367265272
4.0	15.0	1.729448387096774	0.14168801142173307
4.0	16.0	1.7376125	0.1214531160661344
4.0	17.0	1.7831421052631582	0.17486563513417142
4.0	18.0	1.8122	0.2167246675818457
4.0	19.0	1.7756700000000003	0.14925911883551887
4.0	20.0	1.8205625	0.14801086772357536
4.0	21.0	1.7434333333333332	0.17490824261118554
4.0	22.0	1.70795	0.05013387078612619
4.0	23.0	NaN	NaN
4.0	24.0	NaN	NaN
5.0	1.0	1.5235731092436973	0.04571887697042783
5.0	2.0	1.5343504201680676	0.0675545089061476
5.0	3.0	1.5481203389830507	0.08288202052544227
5.0	4.0	1.5644888888888888	0.09435340461099335
5.0	5.0	1.564646017699115	0.05537929608520266
5.0	6.0	1.5813562500000002	0.0566063358457592
5.0	7.0	1.611045045045045	0.09916473506126398
5.0	8.0	1.6241056603773585	0.09453073254887226
5.0	9.0	1.651864077669903	0.10328426873209354
5.0	10.0	1.7004989361702123	0.15525120295946654
5.0	11.0	1.708895945945946	0.13864119793251004
5.0	12.0	1.7235551724137932	0.14891535824133517
5.0	13.0	1.718370731707317	0.13034117393192077
5.0	14.0	1.7201548387096774	0.1498940133087591
5.0	15.0	1.7247839999999999	0.14002505037789967
5.0	16.0	1.6655350000000002	0.42029249498665244
5.0	17.0	1.7641615384615383	0.19970998363652867
5.0	18.0	1.8137636363636362	0.20320632998372504
5.0	19.0	1.6905999999999999	0.11099918918622789
5.0	20.0	1.67036	0.1352617573447869
5.0	21.0	1.8011	0.25231856848040324
5.0	22.0	1.6690333333333334	0.06201663755262235
5.0	23.0	1.6829666666666665	0.06084482996387885
5.0	24.0	1.8900333333333332	0.3170679001938438
5.0	25.0	1.7370999999999999	0.06604377336282365
5.0	26.0	NaN	NaN
5.0	27.0	NaN	NaN
6.0	1.0	1.5280175438596493	0.05591370918951735
6.0	2.0	1.5181345132743365	0.15068301862442862
6.0	3.0	1.544641964285714	0.04519524338838823
6.0	4.0	1.5589714285714287	0.054965049384100934
6.0	5.0	1.58915625	0.07927955870874948
6.0	6.0	1.587525454545455	0.17852655004478302
6.0	7.0	1.6342152380952382	0.11352417802537482
6.0	8.0	1.5972762886597938	0.2482116182871969
6.0	9.0	1.6808802197802195	0.13658553381980115
6.0	10.0	1.7112894736842104	0.16261603904408062
6.0	11.0	1.7014890624999996	0.12145066947764206
6.0	12.0	1.7416377358490567	0.14559678809117788
6.0	13.0	1.7651228571428572	0.19754857345460533
6.0	14.0	1.7392041666666669	0.12525751380453296
6.0	15.0	1.7985777777777778	0.21522255664518278
6.0	16.0	1.6842714285714284	0.49986831408739185
6.0	17.0	1.71265	0.16003573038543614
6.0	18.0	1.6377249999999999	0.019296005631563584
6.0	19.0	1.65965	0.14110621295085965
6.0	20.0	1.721225	0.1428727726568875
6.0	21.0	1.7449666666666668	0.10389390421643284
6.0	22.0	1.7480666666666667	0.1252208182904638
6.0	23.0	2.02025	0.507914800926297
6.0	24.0	NaN	NaN
6.0	25.0	NaN	NaN
6.0	26.0	NaN	NaN
6.0	27.0	NaN	NaN
7.0	1.0	1.5407891891891903	0.052175120074525495
7.0	2.0	1.5532342342342342	0.06324897626982588
7.0	3.0	1.56036	0.06205966823967357
7.0	4.0	1.5614963302752292	0.1717330124903218
7.0	5.0	1.6049327102803732	0.09161404870402558
7.0	6.0	1.6423291262135922	0.14732838512966637
7.0	7.0	1.6426404255319143	0.11795222681479847
7.0	8.0	1.6464470588235298	0.22230493728222958
7.0	9.0	1.6625013888888889	0.2400450083929717
