# DAUGHTER VS RLS BY REJUVENATION
# original file "wt_unlimCap_highRe_3gen_perturbed.txt" 
# initSize	totGrowth	rejuvenation
0.71130486	4.3087	1.413
0.65585008	4.6258	0.9407
0.89253486	3.4417	0.9404
1.02845736	3.0865	0.8839
0.66599736	4.5822	0.825
0.6820288	4.5223	0.825
0.65194222	4.722	0.8233
0.8650351000000001	3.555	0.8225
0.9715815400000001	3.2518	0.8225
0.6964392	4.2865	0.7661
0.9537738	3.2193	0.7654
0.79897778	3.8912	0.7654
0.60288212	5.0458	0.7645
1.01064962	2.9437	0.7645
0.7421019600000001	4.1208	0.7643
0.61277414	5.1195	0.7641
1.0135917	2.9363	0.7638
0.90374792	3.3703	0.7637
0.8664561399999999	3.6087	0.7637
0.8269328	3.617	0.7637
0.85666412	3.6468	0.7071
1.0117154	3.0173	0.7071
0.71343642	4.2306	0.7065
0.9048137	3.431	0.7057
0.89431116	3.3307	0.7057
1.1252117799999999	2.8077	0.7057
0.8598614600000001	3.5116	0.7053
0.8381458599999999	3.6414	0.7053
1.07259908	2.8521	0.7053
0.63778708	4.6809	0.705
0.62469772	4.8489	0.705
0.78669894	3.817	0.6482
0.81749604	3.717	0.6482
0.8936006400000001	3.454	0.6482
0.80618298	3.732	0.6482
0.82211442	3.7519	0.6482
0.8217591599999999	3.6384	0.6482
0.815975	3.8438	0.6477
0.6583369	4.6033	0.6477
1.10527248	2.7788	0.6476
0.9737131	3.1039	0.6476
1.0171443	2.9924	0.6469
0.88025602	3.4633	0.6467
0.87472712	3.425	0.6467
0.6084110199999999	5.1874	0.6467
0.66599736	4.4895	0.6467
0.79755674	3.9631	0.6467
0.8986742799999999	3.3675	0.6466
0.73159942	4.0697	0.6466
0.6782762	4.4603	0.6466
0.9092768199999999	3.3521	0.6463
0.62835032	4.9195	0.6463
0.8015646000000001	3.7125	0.6463
0.9446923	3.2091	0.6463
1.01795482	3.0	0.6462
0.78811998	3.8081	0.6462
0.8664561399999999	3.4691	0.6462
0.94504756	3.2685	0.6462
0.83708008	3.5389	0.6458
0.88629544	3.4368	0.6458
0.68299458	4.505	0.6458
0.9030374000000001	3.2788	0.5893
1.02125216	3.0436	0.5893
0.70658648	4.2036	0.5893
0.7380941	4.0687	0.5893
0.7323099399999999	4.0829	0.5893
0.72830208	4.3328	0.5893
0.88710596	3.419	0.5888
0.7543808000000001	4.0283	0.5888
0.79354888	3.8029	0.5888
0.6058242	5.1544	0.5888
0.64828962	4.6181	0.5888
1.0062864999999999	2.9854	0.5888
0.95448432	3.2174	0.5888
0.84108794	3.5999	0.5888
0.9008058400000001	3.439	0.5888
0.86777718	3.5129	0.5888
0.97878674	3.0245	0.5888
0.62967136	4.9202	0.5888
0.9399739199999999	3.2766	0.5888
0.8834533600000001	3.393	0.5881
0.63342396	4.7784	0.5881
0.8359143	3.6118	0.5881
0.62459772	4.8509	0.5881
0.83129592	3.7957	0.5881
0.86422458	3.4939	0.5881
0.779849	3.9729	0.5881
0.8613824999999999	3.5249	0.5879
0.59755322	4.9742	0.5879
0.8848744	3.3591	0.5879
0.85727464	3.5419	0.5879
0.6789867199999999	4.4733	0.5879
0.81526448	3.6627	0.5879
0.86386932	3.5221	0.5879
0.8458063200000001	3.6974	0.5878
0.63885286	4.6428	0.5878
0.6847708800000001	4.4947	0.5878
0.95448432	3.2655	0.5878
0.8497141800000001	3.6641	0.5878
0.65148696	4.6241	0.5875
1.0678807	2.7902	0.5875
0.64818962	4.671	0.5875
0.7000918	4.2543	0.5875
1.00014708	2.989	0.5875
0.68958926	4.3039	0.5875
0.88781648	3.4184	0.5875
1.015368	3.0881	0.5875
0.8322617000000001	3.5972	0.5875
0.7435229999999999	4.0324	0.5875
0.88416388	3.48	0.5875
0.9497659399999999	3.3121	0.5875
0.9672184199999999	3.1093	0.5875
1.0099391	2.9792	0.5875
0.69136556	4.3139	0.5875
0.87437186	3.5735	0.5871
0.7620412599999999	4.0307	0.5871
0.98751298	3.1061	0.5871
0.74281248	4.0833	0.5303
1.00958384	2.9979	0.5303
1.01064962	3.0567	0.5303
0.84367476	3.5762	0.5303
0.84900366	3.6024	0.5303
0.707297	4.4	0.5303
0.77548588	3.954	0.5303
0.7504729400000001	3.9527	0.5303
0.69207608	4.5508	0.5303
0.72038636	4.3031	0.5303
0.9668631599999999	3.1356	0.5303
1.12663282	2.661	0.5303
0.65904742	4.5291	0.5303
0.8127776600000001	3.6783	0.5303
0.59638744	5.1134	0.5303
0.97300258	3.2108	0.5303
0.63875286	4.6487	0.5303
0.74610982	4.2008	0.5303
0.86102724	3.4942	0.5303
0.76747016	4.0999	0.5303
0.58918224	5.1811	0.5303
0.8860401800000001	3.3935	0.5303
0.7272363	4.0757	0.5303
0.8997400600000001	3.2936	0.5303
1.04474406	3.0326	0.5299
0.8505247	3.4861	0.5299
0.88086654	3.4188	0.5299
0.7370283200000001	4.0581	0.5299
0.6465133200000001	4.6328	0.5299
0.91612676	3.459	0.5299
0.64854488	4.5988	0.5299
0.8363695600000001	3.5928	0.5299
0.98776824	3.1555	0.5299
0.9943629199999999	3.0442	0.5299
0.68593666	4.5372	0.5299
0.6714262599999999	4.6018	0.5299
1.0171443	3.0363	0.5299
1.06833596	2.9183	0.5299
0.96026848	3.1722	0.5299
0.87909024	3.3909	0.5299
0.79745674	3.8516	0.5299
1.00202338	2.9642	0.5299
0.70587596	4.3975	0.5299
0.7442335200000001	4.1989	0.5299
0.7718332800000001	3.9526	0.5299
0.98340512	3.1074	0.5299
0.8214039	3.798	0.5299
1.0570229	2.8093	0.5299
0.61926882	4.7904	0.5299
0.78010426	3.8206	0.5299
0.75189398	3.9577	0.5299
0.95661588	3.2329	0.5293
1.00415494	3.0611	0.5293
0.80628298	3.665	0.5293
0.7308889000000001	4.0323	0.5293
0.9574263999999999	3.1645	0.5293
0.95448432	3.2657	0.5293
0.65869216	4.4969	0.5293
1.02774684	2.8778	0.5293
0.79755674	3.8699	0.5293
0.7606202200000001	3.963	0.5293
0.84027742	3.7601	0.5293
0.8986742799999999	3.4924	0.5293
0.6674184000000001	4.4632	0.5293
0.69136556	4.5057	0.5293
1.0185653399999999	3.0424	0.5291
0.9194241	3.3156	0.5291
0.98243934	3.1777	0.5291
0.7291126	4.0834	0.5291
0.72794682	4.1585	0.5291
0.8141986999999999	3.7941	0.5291
0.74788612	3.9956	0.5291
0.6329687	4.944	0.5291
0.9204898800000001	3.3758	0.5291
0.9156715	3.3842	0.5291
0.8612825	3.6179	0.5291
0.73596254	4.1194	0.5291
0.65798164	4.6524	0.529
0.69537342	4.2596	0.529
0.83662482	3.5435	0.529
0.75295976	4.0178	0.529
0.91460572	3.4137	0.529
0.7830463400000001	3.8346	0.529
0.82033812	3.7399	0.529
0.78989628	3.7365	0.529
0.9399739199999999	3.1672	0.529
0.7471756	4.028	0.529
0.7559018399999999	3.9176	0.529
0.90222688	3.3167	0.529
0.90526896	3.3759	0.5288
0.9864472	3.1206	0.5288
0.93855288	3.2273	0.5288
0.91967936	3.2853	0.5288
0.8475826200000001	3.5702	0.5288
0.7823358199999999	3.8957	0.5288
0.74646508	4.1833	0.5288
0.61916882	4.8146	0.5288
0.95884744	3.1232	0.5288
0.56711138	5.4461	0.5288
0.8830981	3.3609	0.5288
0.95519484	3.1787	0.5288
0.64641332	4.6262	0.5288
0.97229206	3.0794	0.5288
0.78989628	3.8688	0.5288
0.960979	3.2826	0.5287
0.64854488	4.6461	0.5287
1.02906788	3.0015	0.5287
0.75767814	4.0248	0.5287
0.8178513000000001	3.6218	0.5287
0.90953208	3.3733	0.5287
0.77655166	3.9959	0.5287
0.72875734	4.0797	0.5287
0.8740166	3.4511	0.5287
0.6547843	4.5582	0.5287
0.9023268799999999	3.4116	0.5287
0.7272363	4.2199	0.5287
0.69537342	4.2663	0.5287
0.8660008800000001	3.6085	0.5287
0.70399966	4.3486	0.5287
0.8265775399999999	3.6005	0.5287
0.61455044	5.0564	0.5284
0.8652903599999999	3.4638	0.5284
0.7769069200000001	3.9723	0.5284
1.04910718	2.9473	0.5284
0.79933304	3.6815	0.5284
0.82845384	3.5807	0.4714
0.86752192	3.607	0.4714
0.61231888	4.9161	0.4714
0.63910812	4.7794	0.4714
0.65798164	4.6198	0.4714
0.63413448	4.768	0.4714
0.9439817800000001	3.1339	0.4714
0.78482264	3.8311	0.4714
0.85691938	3.5377	0.4714
0.62682928	4.9073	0.4714
0.76249652	4.0201	0.4714
1.0389599	2.9185	0.4714
0.8374353399999999	3.5518	0.4714
0.75874392	4.0659	0.4714
0.94256074	3.2702	0.4714
0.7671148999999999	3.9205	0.4714
0.80582772	3.724	0.4714
0.95600536	3.1105	0.4714
0.72439422	4.0741	0.4714
0.77949374	3.9563	0.4714
0.89172434	3.3464	0.4714
0.6427607200000001	4.7689	0.4714
0.9483449	3.1538	0.4714
0.9541290599999999	3.2285	0.4714
0.7656938600000001	3.9428	0.4714
0.93632132	3.1849	0.4714
0.70267862	4.2562	0.4714
0.7823358199999999	3.7923	0.4714
0.92769508	3.2033	0.4714
0.88594018	3.3469	0.4714
0.61784778	4.8056	0.4714
0.76016496	3.9281	0.4714
0.79202784	3.9536	0.471
0.8799007600000001	3.5329	0.471
0.6819288	4.4665	0.471
0.8377905999999999	3.6627	0.471
0.90740052	3.3387	0.471
0.7109496	4.1769	0.471
0.9131846799999999	3.2926	0.471
0.6927866	4.3791	0.471
0.68228406	4.4447	0.471
0.61455044	4.9769	0.471
0.67330256	4.4367	0.471
0.8993848	3.4241	0.471
0.98786824	3.2043	0.471
0.9616895200000001	3.1304	0.471
0.70338914	4.3632	0.471
0.7609754799999999	3.9689	0.471
0.85666412	3.4616	0.471
0.7508282	3.9884	0.471
0.6678736599999999	4.4886	0.471
0.8054724600000001	3.7901	0.471
0.69136556	4.3498	0.471
0.59790848	4.9983	0.471
0.96250004	3.0982	0.471
0.91353994	3.2923	0.471
0.89644272	3.4617	0.471
0.60359264	5.0769	0.471
1.03495204	2.8899	0.471
0.79826726	3.7108	0.471
0.99649448	3.0595	0.471
0.8440300199999999	3.6672	0.471
1.03388626	2.9931	0.471
0.99872604	3.0701	0.471
0.7863436800000001	3.9595	0.471
0.57172976	5.2134	0.471
0.85336678	3.482	0.471
0.9870577199999999	2.9988	0.471
0.64783436	4.682	0.471
0.91531624	3.4415	0.471
0.9084663	3.3321	0.471
0.79283836	3.8321	0.471
0.87909024	3.4519	0.471
0.92556352	3.2592	0.471
0.87437186	3.3933	0.471
0.6366213000000001	4.6424	0.471
0.82951962	3.5992	0.471
0.8888822599999999	3.3942	0.471
0.9581369200000001	3.1797	0.471
