# INITIAL SIZE IN LINEAGE
# original file "wt_unlimCap_highRe_3gen_perturbed.txt" 
# mother	daughter	initSizeMean	initSizeStd
0.0	0.0	0.8772139400000001	0.0
0.0	1.0	0.6137843940000001	0.0011256206379316948
0.0	2.0	0.6615376620000001	0.0021270555772387153
0.0	3.0	0.703080458	0.0031622056159227646
0.0	4.0	0.739788296	0.004241637094055913
0.0	5.0	0.772421696	0.005408088407592636
0.0	6.0	0.801793282	0.00667640926407104
0.0	7.0	0.8284348920000001	0.008079497178420629
0.0	8.0	0.8531236239999999	0.009663838756311197
0.0	9.0	0.87620816	0.01153064806159846
0.0	10.0	0.8983290199999999	0.013748238898926488
0.0	11.0	0.9199125159999999	0.01648387079733074
0.0	12.0	0.94162259	0.019995478186132776
0.0	13.0	0.964489496	0.024854894711452812
0.0	14.0	0.9901519039999999	0.03259644743145391
0.0	15.0	1.024769234	0.05128162249733701
0.0	16.0	1.0251766866666665	0.05585058873483887
0.0	17.0	1.0300605040000002	0.021853779605955553
0.0	18.0	1.0713401439999999	0.03730976050245401
0.0	19.0	1.06851359	0.025435154178298038
0.0	20.0	NaN	NaN
1.0	1.0	0.5601064272625699	0.005337489838177297
1.0	2.0	0.6150286185474861	0.0049845443585646845
1.0	3.0	0.6625317770949721	0.005001416458798653
1.0	4.0	0.7039706103910615	0.005382679032481513
1.0	5.0	0.740448813631285	0.006061831609968677
1.0	6.0	0.7729031617877093	0.006976246350871055
1.0	7.0	0.8020783118435755	0.008094876738860892
1.0	8.0	0.8286299770949719	0.009441168724174387
1.0	9.0	0.8531570787709498	0.011016972130854435
1.0	10.0	0.8761400746368715	0.012908438502714671
1.0	11.0	0.8981028648044692	0.015215016629682247
1.0	12.0	0.9195960765363129	0.01815710746732477
1.0	13.0	0.9412874488268157	0.02216417329920692
1.0	14.0	0.9643220467039105	0.028868664475373302
1.0	15.0	0.9884784484745761	0.034997913010642555
1.0	16.0	1.010075053006135	0.03784823482280358
1.0	17.0	1.027785075671642	0.03860444283398476
1.0	18.0	1.0455647066666667	0.04409992415835202
1.0	19.0	1.0451944789285714	0.03857901412638091
1.0	20.0	1.0557245927777776	0.040109516973234366
1.0	21.0	1.0514361066666664	0.03755970923605367
1.0	22.0	1.0669396153846153	0.038607425889895956
1.0	23.0	1.0829092244444445	0.029522634543463083
1.0	24.0	1.0852147600000002	0.037562324145617
1.0	25.0	1.11288294	0.019947680287171025
2.0	1.0	0.5696341007821228	0.004739271606836637
2.0	2.0	0.6232080385474861	0.004585568943808675
2.0	3.0	0.6696179252513967	0.004836251574717867
2.0	4.0	0.7101420502793296	0.005412083443705262
2.0	5.0	0.7458796395530728	0.006255394759404937
2.0	6.0	0.777728582793296	0.007309913452168059
2.0	7.0	0.8064138224581006	0.008575988840869197
2.0	8.0	0.8325969374301675	0.010060379170101018
2.0	9.0	0.8568050034636869	0.011813428402550546
2.0	10.0	0.8795797977653632	0.01389700446175489
2.0	11.0	0.9014430297206705	0.016441371472637828
2.0	12.0	0.9229103816759776	0.019733266527611946
2.0	13.0	0.9447666746368716	0.024275315375169568
2.0	14.0	0.9682987541899442	0.031822894242403706
2.0	15.0	0.9916064103448274	0.037899922165240296
2.0	16.0	1.0107798652564104	0.03924496584416829
2.0	17.0	1.0253331596825397	0.036738869716598496
2.0	18.0	1.0463003257425743	0.04091476455044016
2.0	19.0	1.0497672385964911	0.039815296700358216
2.0	20.0	1.0600636633333334	0.03945019366621142
2.0	21.0	1.0617887944444446	0.04115135460735093
2.0	22.0	1.0621520955555557	0.04758660924259448
2.0	23.0	1.0408250149999998	0.03654234047006246
2.0	24.0	1.0585106066666665	0.0552382439620244
2.0	25.0	1.05217689	0.04373417257872606
2.0	26.0	NaN	NaN
2.0	27.0	NaN	NaN
2.0	28.0	NaN	NaN
3.0	1.0	0.5780535510614525	0.004174524226805354
3.0	2.0	0.6304876429050279	0.004094406229653479
3.0	3.0	0.6759346888268156	0.00444139483548923
3.0	4.0	0.7156750953072625	0.0051037118400811595
3.0	5.0	0.7507574711731844	0.006025451958790696
3.0	6.0	0.7820668867039104	0.007164291093767617
3.0	7.0	0.8102878845810056	0.00848256966441841
3.0	8.0	0.8360582422346369	0.01000879000993231
3.0	9.0	0.8599352320670389	0.01177013799354969
3.0	10.0	0.8824299198882682	0.013881731784759665
3.0	11.0	0.9040370677094972	0.016479796322550304
3.0	12.0	0.9253253562011173	0.019831480979508338
3.0	13.0	0.947027210614525	0.024505537789479188
3.0	14.0	0.9697277560674157	0.030798918155136155
3.0	15.0	0.991892898604651	0.03503486944050036
3.0	16.0	1.015838736125	0.042512254522272794
3.0	17.0	1.0279351838095236	0.037838553513047546
3.0	18.0	1.0450325892631576	0.04050534505462587
3.0	19.0	1.0494771014285713	0.03759032358099233
3.0	20.0	1.056452012121212	0.03756138973641117
3.0	21.0	1.0742905130000002	0.045471113431695916
3.0	22.0	1.0638427657142855	0.058151563226769995
3.0	23.0	1.01100488	0.08610252598318363
3.0	24.0	NaN	NaN
3.0	25.0	NaN	NaN
3.0	26.0	NaN	NaN
3.0	27.0	NaN	NaN
3.0	28.0	NaN	NaN
3.0	29.0	NaN	NaN
3.0	30.0	NaN	NaN
3.0	31.0	NaN	NaN
3.0	32.0	NaN	NaN
3.0	33.0	NaN	NaN
3.0	34.0	NaN	NaN
3.0	35.0	NaN	NaN
3.0	36.0	NaN	NaN
3.0	37.0	NaN	NaN
3.0	38.0	NaN	NaN
3.0	39.0	NaN	NaN
3.0	40.0	NaN	NaN
4.0	1.0	0.5857697290502792	0.0038438865166854114
4.0	2.0	0.6374581202234637	0.003984653601624512
4.0	3.0	0.6823850442458101	0.004521096270573937
4.0	4.0	0.7217790556424583	0.005377294808197365
4.0	5.0	0.7566805745251397	0.006470255885161282
4.0	6.0	0.7879159977653631	0.007743603186170302
4.0	7.0	0.8162340544134079	0.009229451984995363
4.0	8.0	0.8422297408938547	0.010942719407555791
4.0	9.0	0.8664904674860336	0.012973587947776
4.0	10.0	0.8895366060335194	0.015423960906548502
4.0	11.0	0.911966666368715	0.01848951021772409
4.0	12.0	0.9344544739664805	0.022639364360504476
4.0	13.0	0.9581086783240225	0.029279773143833048
4.0	14.0	0.981995414090909	0.034520193977484084
4.0	15.0	1.0062062061445782	0.04034240548752945
4.0	16.0	1.0248501211510792	0.041327946195526384
4.0	17.0	1.0390871174509804	0.042134492541568126
4.0	18.0	1.0489155215384618	0.04431652418448414
4.0	19.0	1.0465911114285715	0.04204240350668172
4.0	20.0	1.0554560947826084	0.043734884002311514
4.0	21.0	1.065607036	0.04536912523163191
4.0	22.0	1.062355602222222	0.03220716659857628
4.0	23.0	1.075236952	0.03885318563618849
4.0	24.0	1.0883270133333334	0.03882364553900283
4.0	25.0	1.1171960600000002	0.02303287202630187
5.0	1.0	0.5920403448044693	0.003585932973811227
5.0	2.0	0.6425781579888268	0.0038069241293166695
5.0	3.0	0.6865198509497207	0.004413032582781188
5.0	4.0	0.7250522996648044	0.005309550798464195
5.0	5.0	0.7591731432402236	0.006415639483388904
5.0	6.0	0.7897051030167598	0.0077162566885008105
5.0	7.0	0.8173521423463685	0.009207967003571885
5.0	8.0	0.8427093603351954	0.010927846170761507
5.0	9.0	0.8663396896089385	0.012947020654117162
5.0	10.0	0.888740170726257	0.015389159217804163
5.0	11.0	0.9104533158659217	0.018487427951130748
5.0	12.0	0.9321399101675978	0.02275016124985623
5.0	13.0	0.9539968316853932	0.027724290091199193
5.0	14.0	0.9767993319318182	0.03307018133107798
5.0	15.0	0.9998854971597633	0.03815768266597032
5.0	16.0	1.0206113578666665	0.041405813229684715
5.0	17.0	1.0352940735652174	0.04188801332709876
5.0	18.0	1.0434192064102559	0.037632439194111765
5.0	19.0	1.0519628392000002	0.03401455329577645
5.0	20.0	1.0600085885714283	0.03425341144334131
5.0	21.0	1.0657998914285713	0.03485744337502306
5.0	22.0	1.0819401175	0.0350900875174228
5.0	23.0	1.0938567900000002	0.021482801960107566
5.0	24.0	NaN	NaN
6.0	1.0	0.5980173435754189	0.003217745954272775
6.0	2.0	0.647817144916201	0.0033219797118853632
6.0	3.0	0.6911508308379889	0.0038082640721888764
6.0	4.0	0.7291933691620113	0.004621423127635435
6.0	5.0	0.7629007055865922	0.005614461964686591
6.0	6.0	0.7931381810055866	0.006786596600915716
6.0	7.0	0.8205440139664804	0.008155237090209691
6.0	8.0	0.8457438237988827	0.009716292634591152
6.0	9.0	0.8692429134078212	0.011540675258998385
6.0	10.0	0.8915854560893854	0.013743946024511755
6.0	11.0	0.9132752848044693	0.01653146662334963
6.0	12.0	0.9349561749720671	0.020220798528737163
6.0	13.0	0.9575570512849163	0.02580078128063523
6.0	14.0	0.9810887418079096	0.0319134607497618
6.0	15.0	1.0050266700591717	0.03816097535190694
6.0	16.0	1.0243923933333332	0.03728828817649915
6.0	17.0	1.044113928	0.03912203116297165
6.0	18.0	1.053225865714286	0.03697939635110956
6.0	19.0	1.072738134090909	0.04147625388798721
6.0	20.0	1.0722715830000003	0.03366305047486139
6.0	21.0	1.0807332200000002	0.03207883541339682
6.0	22.0	1.07954902	0.021789932378022667
6.0	23.0	1.1291696400000002	0.015425958695653122
7.0	1.0	0.6032618583240225	0.0032833059535483707
7.0	2.0	0.6522474208938547	0.0035150454779219963
7.0	3.0	0.6948724391061453	0.004112237483262029
7.0	4.0	0.7323139830167597	0.004987124214976668
7.0	5.0	0.7655359222346368	0.006065998184363819
7.0	6.0	0.7953192705027934	0.00730609220335871
7.0	7.0	0.8223337366480447	0.00872433289705447
7.0	8.0	0.8471683630167597	0.010362979684495005
7.0	9.0	0.8703645883798883	0.012294386950692788
7.0	10.0	0.8924142051396649	0.01463295342275347
7.0	11.0	0.9138299550837989	0.017619900566426906
7.0	12.0	0.935288927150838	0.021779890154946593
7.0	13.0	0.9567327332584269	0.025199700050328667
7.0	14.0	0.9788974306285713	0.02949777320344066
7.0	15.0	1.0036137371764704	0.03639443154648431
7.0	16.0	1.0234970035862065	0.04055238663762868
7.0	17.0	1.034363523809524	0.038757082761523155
7.0	18.0	1.049388652368421	0.03918255420961459
7.0	19.0	1.0643343104000003	0.04040914141898786
7.0	20.0	1.0647999158333332	0.03629852088533639
7.0	21.0	1.0626910327272725	0.033978818525785444
7.0	22.0	1.0962034799999998	0.0432313548596188
7.0	23.0	NaN	NaN
7.0	24.0	NaN	NaN
7.0	25.0	NaN	NaN
7.0	26.0	NaN	NaN
7.0	27.0	NaN	NaN
8.0	1.0	0.6083533017877095	0.0034815893230730277
8.0	2.0	0.6567835766480447	0.003912368214127987
8.0	3.0	0.6989816947486034	0.004727109296896086
8.0	4.0	0.7361048643575419	0.00582180000354702
8.0	5.0	0.7690823776536313	0.007093011959853578
8.0	6.0	0.7987177413407822	0.008570895334408595
8.0	7.0	0.8256647279329608	0.010227996468483222
8.0	8.0	0.8505143644692736	0.012147526706903092
8.0	9.0	0.8738021356424579	0.014372154178509892
8.0	10.0	0.8960405481564244	0.0170670650178589
8.0	11.0	0.9178095734078212	0.020450669955281317
8.0	12.0	0.9397951801117319	0.024963881843319383
8.0	13.0	0.9631591194413409	0.03181002500217713
8.0	14.0	0.9887628349152545	0.04172968613448114
8.0	15.0	1.006067608717949	0.04269111392686751
8.0	16.0	1.019769577952756	0.04241299628336496
8.0	17.0	1.0312752902083333	0.041576372826368335
8.0	18.0	1.0435765391176473	0.045360637831777816
8.0	19.0	1.0462294536363637	0.04046849541624793
8.0	20.0	1.0521135055172413	0.03553468825644192
8.0	21.0	1.0599731515789474	0.03038389272561684
8.0	22.0	1.06776307	0.028784508466822113
8.0	23.0	1.0902125233333333	0.03546372881825131
8.0	24.0	1.0824411	0.028630131316275974
8.0	25.0	NaN	NaN
9.0	1.0	0.6129805034636872	0.0034983212192969725
9.0	2.0	0.6607756030167599	0.0037841626944823854
9.0	3.0	0.702423770055866	0.004491964800446577
9.0	4.0	0.7391019273743016	0.005492524389804062
9.0	5.0	0.7717198289385475	0.006726202290497086
9.0	6.0	0.8010368919553071	0.008124228982839625
9.0	7.0	0.8277174298324024	0.009734503057744304
9.0	8.0	0.852337885698324	0.0115951963221066
9.0	9.0	0.8754115600000001	0.013782910501424854
9.0	10.0	0.8974797888268154	0.016439924199649212
9.0	11.0	0.9190861868156424	0.019802100612002736
9.0	12.0	0.9409713827932962	0.024429145828250464
9.0	13.0	0.9634617698876404	0.029976245987885765
9.0	14.0	0.98719379	0.03781174660572388
9.0	15.0	1.0066335658227847	0.03960161794181992
9.0	16.0	1.024736972631579	0.0418657829114764
9.0	17.0	1.04092633	0.042443747399951326
9.0	18.0	1.0506046495652173	0.04083734594277667
9.0	19.0	1.0636854493023256	0.04482695704520755
9.0	20.0	1.0587576220000001	0.04864435148119089
9.0	21.0	1.050502694	0.051811090768363086
9.0	22.0	1.0515575342857142	0.04985051458122876
9.0	23.0	1.045525632	0.024760072855137573
9.0	24.0	1.062565615	0.027281042694214643
9.0	25.0	1.0874980733333335	0.03934793172457913
9.0	26.0	1.11092901	0.032539653998778166
10.0	1.0	0.6173630292737431	0.00370136306392644
10.0	2.0	0.6645060174301677	0.0038941985447124494
10.0	3.0	0.7056344300558659	0.004564700211442997
10.0	4.0	0.7418519474860334	0.005566211043554543
10.0	5.0	0.7740740865921789	0.006791306106140586
10.0	6.0	0.803044445810056	0.008224881813140406
10.0	7.0	0.8294120196648043	0.009857061935644427
10.0	8.0	0.8537843153072626	0.011741600556220923
10.0	9.0	0.8766203851396648	0.013940003105064385
10.0	10.0	0.8984846756424582	0.016614289324443858
10.0	11.0	0.9198854741899443	0.019980608844620412
10.0	12.0	0.9415511042458101	0.024582629161294663
