# DAUGHTER VS D BY REJUVENATION
# original file "wt_unlimCap_highRe_3gen_perturbed.txt" 
# daughter	initD	rejuvenation
14.0	0.1748	0.471
7.0	0.1327	0.471
18.0	0.1851	0.471
15.0	0.1754	0.471
5.0	0.1168	0.471
1.0	0.0576	0.471
8.0	0.1353	0.471
12.0	0.1722	0.471
1.0	0.0786	0.471
11.0	0.1524	0.471
9.0	0.1505	0.471
6.0	0.1186	0.471
8.0	0.1424	0.471
11.0	0.1552	0.471
9.0	0.1411	0.471
1.0	0.0755	0.471
6.0	0.1287	0.471
9.0	0.1451	0.471
12.0	0.1642	0.471
5.0	0.1142	0.471
4.0	0.0964	0.471
1.0	0.0634	0.471
11.0	0.1543	0.471
9.0	0.1399	0.471
2.0	0.0837	0.4705
2.0	0.0721	0.4705
5.0	0.1156	0.4705
1.0	0.0788	0.4705
8.0	0.137	0.4705
12.0	0.1606	0.4705
2.0	0.0802	0.4705
4.0	0.1047	0.4705
3.0	0.0943	0.4705
1.0	0.072	0.4705
12.0	0.161	0.4705
5.0	0.1148	0.4705
3.0	0.0968	0.4705
5.0	0.1097	0.4705
7.0	0.1308	0.4705
9.0	0.1454	0.4705
5.0	0.1131	0.4705
10.0	0.1562	0.4705
10.0	0.151	0.4705
2.0	0.0875	0.4705
15.0	0.1842	0.4705
4.0	0.1027	0.4705
8.0	0.1368	0.4705
7.0	0.13	0.4705
10.0	0.1559	0.4705
4.0	0.1087	0.4705
1.0	0.0659	0.4703
8.0	0.136	0.4703
9.0	0.1494	0.4703
10.0	0.1534	0.4703
4.0	0.1076	0.4703
6.0	0.1264	0.4703
1.0	0.0695	0.4703
11.0	0.1542	0.4703
12.0	0.1735	0.4703
10.0	0.1482	0.4703
3.0	0.0965	0.4703
9.0	0.1532	0.4703
3.0	0.0892	0.4703
4.0	0.1019	0.4703
12.0	0.1572	0.4703
2.0	0.0862	0.4703
5.0	0.1131	0.4702
14.0	0.1665	0.4702
5.0	0.1144	0.4702
1.0	0.0716	0.4702
3.0	0.0962	0.4702
9.0	0.1461	0.4702
8.0	0.1379	0.4702
2.0	0.0823	0.4702
5.0	0.1127	0.4702
13.0	0.1671	0.4702
11.0	0.1669	0.4702
9.0	0.1443	0.4702
5.0	0.1175	0.4702
4.0	0.1103	0.4702
6.0	0.1302	0.4702
3.0	0.0972	0.4702
11.0	0.1708	0.4702
7.0	0.1331	0.47
2.0	0.0915	0.47
1.0	0.052	0.47
9.0	0.1438	0.47
6.0	0.1238	0.47
12.0	0.1711	0.47
4.0	0.1088	0.47
8.0	0.1344	0.47
4.0	0.1057	0.47
6.0	0.131	0.47
11.0	0.1587	0.47
10.0	0.159	0.47
1.0	0.0776	0.47
2.0	0.0787	0.47
10.0	0.1477	0.47
8.0	0.1474	0.47
12.0	0.1545	0.47
6.0	0.1266	0.47
3.0	0.0927	0.47
12.0	0.1604	0.47
1.0	0.0632	0.47
3.0	0.0987	0.47
5.0	0.109	0.47
12.0	0.1576	0.47
4.0	0.1123	0.47
8.0	0.1332	0.47
10.0	0.1521	0.47
11.0	0.1627	0.47
8.0	0.1333	0.47
8.0	0.1394	0.47
4.0	0.1146	0.47
11.0	0.1565	0.47
15.0	0.1808	0.47
3.0	0.0945	0.47
16.0	0.184	0.47
10.0	0.1429	0.47
1.0	0.0681	0.47
13.0	0.1683	0.47
4.0	0.1055	0.47
6.0	0.1241	0.47
3.0	0.0959	0.47
1.0	0.0728	0.4697
8.0	0.1406	0.4697
1.0	0.0805	0.4697
14.0	0.1804	0.4697
1.0	0.0629	0.4697
11.0	0.1539	0.4697
9.0	0.1439	0.4697
8.0	0.1345	0.4697
14.0	0.1677	0.4697
1.0	0.0622	0.4697
9.0	0.1449	0.4697
3.0	0.0988	0.4697
5.0	0.116	0.4697
2.0	0.0879	0.4697
4.0	0.1	0.4125
6.0	0.1237	0.4125
7.0	0.1323	0.4125
14.0	0.1659	0.4125
7.0	0.1292	0.4125
12.0	0.1638	0.4125
6.0	0.1263	0.4125
3.0	0.0859	0.4125
2.0	0.0778	0.4125
5.0	0.1099	0.4125
2.0	0.0855	0.4125
15.0	0.2042	0.4125
4.0	0.0969	0.4125
7.0	0.1325	0.4125
2.0	0.0818	0.4125
3.0	0.0942	0.4125
5.0	0.1244	0.4125
1.0	0.0696	0.4125
6.0	0.1218	0.4125
3.0	0.0983	0.4125
6.0	0.1225	0.4125
5.0	0.1093	0.4125
3.0	0.0959	0.4125
8.0	0.1426	0.4125
1.0	0.0636	0.4125
9.0	0.1406	0.4125
15.0	0.1779	0.4125
8.0	0.1405	0.4125
12.0	0.1723	0.4125
10.0	0.1582	0.4125
6.0	0.1257	0.4125
1.0	0.0726	0.4125
1.0	0.074	0.4125
11.0	0.166	0.4125
2.0	0.0838	0.4125
13.0	0.1704	0.4125
5.0	0.116	0.4125
7.0	0.1348	0.4125
3.0	0.0958	0.4125
4.0	0.1066	0.4125
4.0	0.1102	0.4125
6.0	0.1311	0.4125
9.0	0.134	0.4125
12.0	0.164	0.4125
4.0	0.1031	0.4125
8.0	0.1357	0.4125
10.0	0.1587	0.4125
14.0	0.1802	0.4125
2.0	0.0852	0.4125
12.0	0.1643	0.4125
3.0	0.1022	0.4125
9.0	0.1496	0.4125
1.0	0.0812	0.4125
1.0	0.0629	0.4125
10.0	0.1551	0.4125
3.0	0.0983	0.4125
15.0	0.1859	0.4125
8.0	0.1334	0.4125
3.0	0.0956	0.4125
5.0	0.1208	0.4125
8.0	0.1458	0.4125
9.0	0.1462	0.4125
9.0	0.1451	0.4125
3.0	0.0844	0.4125
13.0	0.1775	0.4125
10.0	0.1519	0.4125
8.0	0.1337	0.4125
13.0	0.1745	0.4125
9.0	0.141	0.4125
8.0	0.1292	0.4125
2.0	0.0821	0.4125
13.0	0.1731	0.4125
8.0	0.1446	0.4125
2.0	0.0728	0.4125
3.0	0.0975	0.4125
2.0	0.0861	0.4125
2.0	0.0876	0.4125
1.0	0.0754	0.4125
4.0	0.1101	0.4125
13.0	0.1658	0.4125
3.0	0.0986	0.4122
9.0	0.1418	0.4122
1.0	0.0665	0.4122
1.0	0.0713	0.4122
10.0	0.1435	0.4122
9.0	0.1427	0.4122
5.0	0.1091	0.4122
9.0	0.1447	0.4122
13.0	0.1707	0.4122
3.0	0.093	0.4122
5.0	0.118	0.4122
14.0	0.1751	0.4122
4.0	0.1069	0.4122
4.0	0.1109	0.4122
13.0	0.1909	0.4122
11.0	0.1581	0.4122
14.0	0.1683	0.4122
4.0	0.1085	0.4122
8.0	0.1444	0.4122
1.0	0.0728	0.4122
3.0	0.0976	0.4122
7.0	0.1337	0.4122
9.0	0.1404	0.4122
8.0	0.1352	0.4122
13.0	0.176	0.4122
2.0	0.0933	0.4122
10.0	0.1522	0.4122
12.0	0.1636	0.4122
12.0	0.1633	0.4122
12.0	0.1688	0.4122
12.0	0.1662	0.4122
11.0	0.1521	0.4122
1.0	0.0658	0.4122
4.0	0.1041	0.4122
11.0	0.1611	0.4122
10.0	0.1496	0.4122
5.0	0.1171	0.4121
14.0	0.1701	0.4121
6.0	0.1181	0.4121
6.0	0.1241	0.4121
13.0	0.1725	0.4121
2.0	0.0824	0.4121
7.0	0.1318	0.4121
1.0	0.0535	0.4121
6.0	0.1208	0.4121
4.0	0.1082	0.4121
4.0	0.0991	0.4121
1.0	0.0577	0.4121
6.0	0.1201	0.4121
3.0	0.0976	0.4121
10.0	0.1557	0.4121
8.0	0.1391	0.4121
6.0	0.1226	0.4121
5.0	0.1218	0.4121
6.0	0.128	0.4121
15.0	0.1993	0.4121
5.0	0.1084	0.4121
12.0	0.1752	0.4121
8.0	0.1325	0.4121
1.0	0.0696	0.4121
15.0	0.1929	0.4121
13.0	0.1825	0.4121
2.0	0.0856	0.4121
6.0	0.1266	0.4121
10.0	0.1493	0.4121
7.0	0.126	0.4121
4.0	0.1118	0.4121
4.0	0.107	0.4121
9.0	0.1497	0.4121
10.0	0.1572	0.4121
2.0	0.0895	0.4121
10.0	0.1647	0.4121
4.0	0.0985	0.4121
12.0	0.1676	0.4121
2.0	0.0812	0.4121
2.0	0.0783	0.4116
7.0	0.1284	0.4116
7.0	0.1345	0.4116
1.0	0.06	0.4116
12.0	0.1564	0.4116
2.0	0.0913	0.4116
13.0	0.1652	0.4116
9.0	0.1447	0.4116
3.0	0.0845	0.4116
9.0	0.1381	0.4116
8.0	0.1368	0.4116
3.0	0.0917	0.4116
16.0	0.1945	0.4116
3.0	0.0963	0.4116
2.0	0.0814	0.4116
2.0	0.0899	0.4116
4.0	0.112	0.4116
14.0	0.1913	0.4116
5.0	0.1215	0.4116
7.0	0.1362	0.4116
1.0	0.0622	0.4116
12.0	0.1579	0.4116
6.0	0.1252	0.4116
3.0	0.0989	0.4116
6.0	0.1279	0.4116
12.0	0.1603	0.4116
5.0	0.1151	0.4116
2.0	0.0751	0.4116
13.0	0.1688	0.4116
15.0	0.1749	0.4116
4.0	0.1037	0.4116
5.0	0.1142	0.4116
1.0	0.0635	0.4116
6.0	0.1226	0.4116
6.0	0.128	0.4116
10.0	0.1594	0.4116
3.0	0.0927	0.4116
13.0	0.171	0.4116
3.0	0.0962	0.4116
7.0	0.1312	0.4116
3.0	0.096	0.4116
8.0	0.1411	0.4116
1.0	0.0745	0.4116
6.0	0.1302	0.4116
7.0	0.1391	0.4116
9.0	0.1471	0.4115
4.0	0.1113	0.4115
11.0	0.1509	0.4115
14.0	0.1853	0.4115
4.0	0.1025	0.4115
9.0	0.1511	0.4115
2.0	0.0935	0.4115
2.0	0.0848	0.4115
4.0	0.1075	0.4115
8.0	0.1392	0.4115
1.0	0.0765	0.4115
1.0	0.0774	0.4115
1.0	0.073	0.4115
5.0	0.1196	0.4115
7.0	0.1364	0.4115
1.0	0.0714	0.4115
9.0	0.1404	0.4115
5.0	0.1155	0.4115
9.0	0.1469	0.4115
4.0	0.111	0.4115
5.0	0.1161	0.4115
7.0	0.1313	0.4115
4.0	0.1003	0.4115
16.0	0.2	0.4115
4.0	0.109	0.4115
8.0	0.1338	0.4115
2.0	0.0821	0.4115
7.0	0.13	0.4115
2.0	0.078	0.4115
7.0	0.1298	0.4115
14.0	0.1814	0.4115
15.0	0.188	0.4115
13.0	0.1694	0.4114
8.0	0.136	0.4114
10.0	0.1504	0.4114
7.0	0.1337	0.4114
12.0	0.1843	0.4114
4.0	0.1065	0.4114
8.0	0.1385	0.4114
7.0	0.1283	0.4114
1.0	0.0781	0.4114
3.0	0.0819	0.4114
3.0	0.0924	0.4114
4.0	0.1062	0.4114
6.0	0.13	0.4114
9.0	0.1486	0.4114
9.0	0.1486	0.4114
11.0	0.1666	0.4114
9.0	0.1457	0.4114
6.0	0.1291	0.4114
2.0	0.0818	0.4114
7.0	0.1323	0.4114
12.0	0.1625	0.4114
3.0	0.0837	0.4114
5.0	0.11	0.4114
6.0	0.1278	0.4114
6.0	0.1168	0.4114
3.0	0.0992	0.4114
2.0	0.0781	0.4114
3.0	0.0914	0.4114
4.0	0.1038	0.4114
12.0	0.1789	0.4114
11.0	0.1615	0.4114
3.0	0.0975	0.4114
8.0	0.1428	0.4114
7.0	0.1321	0.4114
2.0	0.0906	0.4114
5.0	0.1182	0.4114
1.0	0.0747	0.4114
4.0	0.1078	0.4114
13.0	0.194	0.4114
1.0	0.0737	0.4114
6.0	0.1188	0.4114
1.0	0.0775	0.4114
4.0	0.1058	0.4114
1.0	0.071	0.4114
3.0	0.0975	0.4114
10.0	0.1448	0.4114
2.0	0.0741	0.4114
3.0	0.0922	0.4114
3.0	0.0952	0.4114
4.0	0.1056	0.4114
7.0	0.1394	0.4114
4.0	0.1048	0.4113
1.0	0.0728	0.4113
1.0	0.0674	0.4113
3.0	0.0962	0.4113
4.0	0.1063	0.4113
9.0	0.145	0.4113
11.0	0.1631	0.4113
13.0	0.1813	0.4113
2.0	0.0832	0.4113
4.0	0.1084	0.4113
6.0	0.1258	0.4113
7.0	0.1382	0.4113
9.0	0.1385	0.4113
5.0	0.1125	0.4113
11.0	0.1558	0.4113
8.0	0.1416	0.4113
4.0	0.1058	0.4113
10.0	0.1552	0.4113
3.0	0.087	0.4113
2.0	0.0775	0.4113
5.0	0.1172	0.4113
13.0	0.1838	0.4113
7.0	0.121	0.4113
4.0	0.1105	0.4113
2.0	0.0861	0.4113
6.0	0.1266	0.4113
9.0	0.1371	0.4113
1.0	0.0676	0.4113
7.0	0.1364	0.4113
14.0	0.1889	0.4113
12.0	0.1807	0.4113
11.0	0.1499	0.4113
6.0	0.1323	0.4113
1.0	0.0717	0.4113
3.0	0.096	0.4113
6.0	0.1167	0.4113
8.0	0.1332	0.4113
14.0	0.1802	0.4113
3.0	0.0846	0.4113
1.0	0.0643	0.4113
4.0	0.1057	0.4113
4.0	0.1083	0.4113
4.0	0.1096	0.4113
10.0	0.1625	0.4113
2.0	0.0775	0.4113
14.0	0.207	0.4113
5.0	0.1124	0.4112
7.0	0.1324	0.4112
2.0	0.0883	0.4112
12.0	0.1598	0.4112
2.0	0.076	0.4112
10.0	0.156	0.4112
1.0	0.0556	0.4112
1.0	0.0693	0.4112
5.0	0.12	0.4112
13.0	0.1827	0.4112
1.0	0.063	0.4112
10.0	0.1491	0.4112
2.0	0.0846	0.4112
2.0	0.0763	0.4112
9.0	0.1414	0.4112
1.0	0.0774	0.4112
6.0	0.1283	0.4112
11.0	0.1649	0.4112
4.0	0.0963	0.4112
2.0	0.0847	0.4112
3.0	0.0976	0.4112
2.0	0.0883	0.4112
5.0	0.1187	0.4112
2.0	0.0923	0.4112
8.0	0.1338	0.4112
1.0	0.0655	0.4112
5.0	0.1213	0.4112
1.0	0.0822	0.4112
5.0	0.1148	0.4112
6.0	0.124	0.4112
4.0	0.1042	0.4112
1.0	0.0691	0.4112
3.0	0.0992	0.4112
9.0	0.1454	0.4112
8.0	0.1411	0.4112
1.0	0.0562	0.4112
4.0	0.1083	0.4112
2.0	0.0715	0.4112
9.0	0.1453	0.4112
4.0	0.1046	0.4112
5.0	0.1147	0.4112
11.0	0.1612	0.4112
6.0	0.1246	0.4112
7.0	0.134	0.4112
2.0	0.0885	0.4112
8.0	0.1422	0.4112
7.0	0.1281	0.4112
7.0	0.1347	0.4112
5.0	0.1191	0.4112
1.0	0.0754	0.411
5.0	0.1135	0.411
4.0	0.1062	0.411
7.0	0.1384	0.411
8.0	0.1411	0.411
6.0	0.1206	0.411
13.0	0.1725	0.411
5.0	0.1203	0.411
4.0	0.1137	0.411
11.0	0.1688	0.411
12.0	0.161	0.411
7.0	0.1285	0.411
7.0	0.1231	0.411
2.0	0.085	0.411
9.0	0.1462	0.411
4.0	0.1022	0.411
5.0	0.1135	0.411
16.0	0.1828	0.411
1.0	0.0779	0.411
2.0	0.0785	0.411
10.0	0.1527	0.411
5.0	0.1087	0.411
11.0	0.1576	0.411
12.0	0.1654	0.411
6.0	0.1247	0.411
8.0	0.1373	0.411
1.0	0.0692	0.411
2.0	0.0831	0.411
10.0	0.155	0.411
11.0	0.1625	0.411
11.0	0.1645	0.411
9.0	0.142	0.411
1.0	0.0662	0.411
9.0	0.1444	0.3536
14.0	0.1675	0.3536
11.0	0.1631	0.3536
14.0	0.1892	0.3536
8.0	0.1292	0.3536
6.0	0.121	0.3536
5.0	0.118	0.3536
7.0	0.1343	0.3536
15.0	0.1758	0.3536
12.0	0.171	0.3536
10.0	0.1473	0.3536
3.0	0.1031	0.3536
5.0	0.1135	0.3536
3.0	0.0978	0.3536
4.0	0.1089	0.3536
8.0	0.1417	0.3536
3.0	0.1007	0.3536
1.0	0.0804	0.3536
5.0	0.1107	0.3536
4.0	0.1083	0.3536
9.0	0.143	0.3536
10.0	0.1426	0.3536
3.0	0.0993	0.3536
1.0	0.0788	0.3536
2.0	0.0911	0.3536
14.0	0.1811	0.3536
7.0	0.1334	0.3536
15.0	0.1804	0.3536
1.0	0.0697	0.3536
10.0	0.1575	0.3536
11.0	0.1656	0.3536
6.0	0.1258	0.3536
13.0	0.1707	0.3536
1.0	0.0764	0.3536
5.0	0.108	0.3536
8.0	0.1337	0.3536
5.0	0.1179	0.3536
6.0	0.1301	0.3536
9.0	0.1534	0.3536
4.0	0.098	0.3536
8.0	0.1322	0.3536
11.0	0.1513	0.3536
13.0	0.1829	0.3536
9.0	0.1468	0.3536
13.0	0.17	0.3536
10.0	0.1437	0.3536
13.0	0.1727	0.3536
8.0	0.1415	0.3536
4.0	0.1113	0.3536
8.0	0.146	0.3536
4.0	0.0993	0.3536
14.0	0.1775	0.3536
2.0	0.0837	0.3536
1.0	0.077	0.3536
9.0	0.1452	0.3536
2.0	0.092	0.3536
9.0	0.1404	0.3536
10.0	0.1469	0.3536
6.0	0.1228	0.3536
1.0	0.0689	0.3536
1.0	0.0751	0.3536
16.0	0.1999	0.3536
1.0	0.0735	0.3536
6.0	0.1256	0.3536
12.0	0.1635	0.3536
2.0	0.0712	0.3536
4.0	0.0998	0.3536
1.0	0.0685	0.3536
8.0	0.1361	0.3536
2.0	0.0861	0.3536
12.0	0.171	0.3536
5.0	0.1186	0.3536
2.0	0.0908	0.3536
2.0	0.0829	0.3536
6.0	0.1226	0.3536
9.0	0.1441	0.3536
3.0	0.0974	0.3536
2.0	0.0745	0.3536
2.0	0.0782	0.3536
10.0	0.1514	0.3536
2.0	0.084	0.3536
6.0	0.1266	0.3536
2.0	0.0923	0.3536
7.0	0.1233	0.3536
7.0	0.1294	0.3536
9.0	0.1491	0.3536
6.0	0.127	0.3536
12.0	0.1573	0.3536
5.0	0.1151	0.3536
1.0	0.07	0.3536
11.0	0.169	0.3536
3.0	0.0959	0.3536
4.0	0.1116	0.3536
2.0	0.0716	0.3536
1.0	0.059	0.3536
2.0	0.0772	0.3536
1.0	0.073	0.3536
2.0	0.0865	0.3536
2.0	0.0897	0.3536
11.0	0.1479	0.3536
1.0	0.0701	0.3536
11.0	0.1563	0.3536
8.0	0.1351	0.3536
5.0	0.119	0.3536
6.0	0.117	0.3536
13.0	0.1608	0.3536
4.0	0.1005	0.3536
6.0	0.1138	0.3536
8.0	0.1302	0.3536
8.0	0.1348	0.3536
8.0	0.1368	0.3536
11.0	0.1613	0.3536
5.0	0.1226	0.3536
6.0	0.1303	0.3536
9.0	0.1435	0.3536
1.0	0.0699	0.3536
12.0	0.1638	0.3536
13.0	0.1708	0.3536
14.0	0.1789	0.3536
3.0	0.1048	0.3536
9.0	0.1514	0.3536
3.0	0.0879	0.3536
13.0	0.1661	0.3536
4.0	0.1095	0.3536
6.0	0.1254	0.3536
3.0	0.1014	0.3536
4.0	0.1006	0.3536
13.0	0.1877	0.3536
1.0	0.0732	0.3536
6.0	0.1276	0.3536
7.0	0.1357	0.3536
11.0	0.1667	0.3536
5.0	0.1184	0.3536
9.0	0.148	0.3536
13.0	0.1721	0.3536
3.0	0.1018	0.3536
11.0	0.1565	0.3536
15.0	0.179	0.3536
9.0	0.1454	0.3536
1.0	0.0781	0.3536
2.0	0.0904	0.3536
9.0	0.1346	0.3533
9.0	0.1385	0.3533
4.0	0.1016	0.3533
7.0	0.1281	0.3533
7.0	0.1319	0.3533
8.0	0.1396	0.3533
2.0	0.0843	0.3533
7.0	0.1346	0.3533
1.0	0.056	0.3533
5.0	0.1065	0.3533
5.0	0.1145	0.3533
8.0	0.1405	0.3533
9.0	0.1495	0.3533
4.0	0.107	0.3533
15.0	0.1852	0.3533
1.0	0.0754	0.3533
