# RLS IN LINEAGE
# original file "wt_unlimCap_highRe_3gen_perturbed.txt" 
# mother	daughter	rlsMean	rlsStd
0.0	0.0	16.9	1.9119507199599983
0.0	1.0	18.6	2.412928142780514
0.0	2.0	18.5	1.8408935028645435
0.0	3.0	17.0	1.9436506316151
0.0	4.0	18.9	2.923088169119167
0.0	5.0	17.1	2.378141197564929
0.0	6.0	16.3	2.496664441476534
0.0	7.0	17.3	2.0027758514399734
0.0	8.0	17.5	1.90029237516523
0.0	9.0	16.8	2.2010098692292237
0.0	10.0	17.0	1.247219128924647
0.0	11.0	17.3	1.7669811040931427
0.0	12.0	16.4	1.8973665961010275
0.0	13.0	16.3	1.3374935098492586
0.0	14.0	16.7	1.1595018087284057
0.0	15.0	17.1	1.911950719959998
0.0	16.0	18.0	2.8284271247461903
0.0	17.0	15.4	0.8944271909999159
0.0	18.0	16.6	2.701851217221259
0.0	19.0	18.5	3.5355339059327378
0.0	20.0	NaN	NaN
1.0	1.0	18.217877094972067	2.3181050878449487
1.0	2.0	17.70391061452514	1.9735715394124513
1.0	3.0	17.804469273743017	2.1828705260736734
1.0	4.0	17.446927374301676	1.9862530503662252
1.0	5.0	17.452513966480446	2.1933842927546277
1.0	6.0	17.614525139664803	2.2390836742308546
1.0	7.0	17.011173184357542	2.2209139398602646
1.0	8.0	17.01675977653631	2.0013334328352737
1.0	9.0	17.094972067039105	1.9070912536575602
1.0	10.0	16.955307262569832	2.1221708967874564
1.0	11.0	17.033519553072626	2.146068894620633
1.0	12.0	16.687150837988828	2.075107208449309
1.0	13.0	16.88268156424581	2.1286387390008357
1.0	14.0	16.69832402234637	2.2382144483698596
1.0	15.0	16.62146892655367	1.8672391172273446
1.0	16.0	16.208588957055216	1.9066290715345002
1.0	17.0	16.52238805970149	2.1158777410792675
1.0	18.0	16.0	2.045403009039479
1.0	19.0	16.071428571428573	1.77720048346875
1.0	20.0	16.694444444444443	2.4239217861549958
1.0	21.0	16.11111111111111	2.054804667656325
1.0	22.0	16.923076923076923	2.361550989693654
1.0	23.0	15.11111111111111	1.4529663145135576
1.0	24.0	17.0	2.0
1.0	25.0	17.5	3.5355339059327378
2.0	1.0	18.201117318435752	1.944106300175939
2.0	2.0	17.849162011173185	2.173548042161123
2.0	3.0	17.75977653631285	2.083469436685757
2.0	4.0	17.391061452513966	2.0753038200804657
2.0	5.0	17.52513966480447	1.9924532779098785
2.0	6.0	17.34078212290503	2.0666048399784693
2.0	7.0	17.217877094972067	2.216514615559588
2.0	8.0	17.145251396648046	2.017094728640635
2.0	9.0	17.05586592178771	2.2100909290131723
2.0	10.0	16.899441340782122	2.044710831089746
2.0	11.0	16.804469273743017	1.9023291823106796
2.0	12.0	16.76536312849162	2.008612427585479
2.0	13.0	16.558659217877096	2.19054925928919
2.0	14.0	16.75418994413408	2.0184324175935875
2.0	15.0	16.396551724137932	1.9965836877438021
2.0	16.0	16.21794871794872	2.197637651881239
2.0	17.0	16.333333333333332	1.971801207018598
2.0	18.0	16.386138613861387	2.2404030754741564
2.0	19.0	16.42105263157895	2.375074197495527
2.0	20.0	16.194444444444443	1.6702342768852936
2.0	21.0	15.944444444444445	1.696786659341787
2.0	22.0	15.777777777777779	1.6414763002993509
2.0	23.0	16.75	3.5
2.0	24.0	15.0	1.7320508075688772
2.0	25.0	19.5	2.1213203435596424
2.0	26.0	NaN	NaN
2.0	27.0	NaN	NaN
2.0	28.0	NaN	NaN
3.0	1.0	17.960893854748605	1.9641824456198371
3.0	2.0	17.977653631284916	2.106584933393835
3.0	3.0	17.798882681564248	2.3568687288986174
3.0	4.0	17.77094972067039	2.324284278561929
3.0	5.0	17.089385474860336	2.075228202426756
3.0	6.0	17.273743016759777	1.9337141768778199
3.0	7.0	17.223463687150836	2.1081189396145583
3.0	8.0	17.24022346368715	2.0009413389498136
3.0	9.0	17.067039106145252	2.347836119128067
3.0	10.0	17.212290502793294	2.1331163056807245
3.0	11.0	17.027932960893853	2.142219178029285
3.0	12.0	16.76536312849162	2.4838187021046827
3.0	13.0	16.782122905027933	2.274063325257545
3.0	14.0	16.59550561797753	2.009688966707563
3.0	15.0	16.63953488372093	2.373896989531067
3.0	16.0	16.275	1.964944347636384
3.0	17.0	16.72222222222222	2.022429781777904
3.0	18.0	16.28421052631579	2.112088599722916
3.0	19.0	16.178571428571427	1.9363240042282823
3.0	20.0	16.454545454545453	1.678744119329035
3.0	21.0	17.2	2.726092248506719
3.0	22.0	17.714285714285715	3.3523268393901033
3.0	23.0	15.5	0.7071067811865476
3.0	24.0	NaN	NaN
3.0	25.0	NaN	NaN
3.0	26.0	NaN	NaN
3.0	27.0	NaN	NaN
3.0	28.0	NaN	NaN
3.0	29.0	NaN	NaN
3.0	30.0	NaN	NaN
3.0	31.0	NaN	NaN
3.0	32.0	NaN	NaN
3.0	33.0	NaN	NaN
3.0	34.0	NaN	NaN
3.0	35.0	NaN	NaN
3.0	36.0	NaN	NaN
3.0	37.0	NaN	NaN
3.0	38.0	NaN	NaN
3.0	39.0	NaN	NaN
3.0	40.0	NaN	NaN
4.0	1.0	18.0	2.161979949807765
4.0	2.0	17.83240223463687	2.0676372922081403
4.0	3.0	17.837988826815643	2.15195452833216
