# GENERATION TIME IN LINEAGE
# original file "wt_unlimCap_highRe_3gen_perturbed.txt" 
# mother	daughter	genTMean	genTStd
0.0	0.0	2.2761299999999998	0.05386126313656839
0.0	1.0	2.2112000000000003	0.051308110686539864
0.0	2.0	2.2113400000000003	0.03744299964241939
0.0	3.0	2.21941	0.047407347063040235
0.0	4.0	2.2626399999999998	0.06292221300056833
0.0	5.0	2.2325799999999996	0.04813475990499079
0.0	6.0	2.23623	0.07715917242226544
0.0	7.0	2.26066	0.05145190202725477
0.0	8.0	2.26207	0.048846472635072524
0.0	9.0	2.2713099999999997	0.05247296552617461
0.0	10.0	2.27752	0.04975689343643197
0.0	11.0	2.2938400000000003	0.045535900366877755
0.0	12.0	2.27027	0.04124409856775471
0.0	13.0	2.2781599999999997	0.04202848769320371
0.0	14.0	2.3175199999999996	0.04192278086620161
0.0	15.0	2.32883	0.05719362921009847
0.0	16.0	2.3565666666666667	0.0679704249410482
0.0	17.0	2.28018	0.04305806544655709
0.0	18.0	2.3204599999999997	0.06760586513017929
0.0	19.0	2.3565	0.050487424176719274
0.0	20.0	NaN	NaN
1.0	1.0	2.1919357541899442	0.0531223947767384
1.0	2.0	2.195879329608938	0.05347041571608942
1.0	3.0	2.2142106145251397	0.050116489573276454
1.0	4.0	2.219679888268156	0.05040556793290928
1.0	5.0	2.2263653631284916	0.0518455141055908
1.0	6.0	2.242731843575419	0.050252599490682066
1.0	7.0	2.2397798882681568	0.05355795074149026
1.0	8.0	2.248988268156425	0.05203721255797715
1.0	9.0	2.259343575418994	0.04528824537522991
1.0	10.0	2.2653843575418997	0.046954512784106214
1.0	11.0	2.274605027932961	0.048442834692086656
1.0	12.0	2.2724905027932962	0.05175181014338114
1.0	13.0	2.290983798882682	0.048162168881084585
1.0	14.0	2.292335754189944	0.05113070556460904
1.0	15.0	2.294571751412429	0.045634344544747886
1.0	16.0	2.3068343558282214	0.04641702723494251
1.0	17.0	2.3104059701492536	0.049942622358053065
1.0	18.0	2.314671717171717	0.05564164319307362
1.0	19.0	2.3060785714285714	0.04124184421538047
1.0	20.0	2.335111111111111	0.0526165524079789
1.0	21.0	2.3244166666666666	0.04084965620130363
1.0	22.0	2.346323076923077	0.04818181112283889
1.0	23.0	2.300077777777778	0.038106028977636146
1.0	24.0	2.3387	0.061041952786587646
1.0	25.0	2.347	0.06335676759431459
2.0	1.0	2.190867039106145	0.04953729701060041
2.0	2.0	2.2008748603351953	0.05445208577589616
2.0	3.0	2.214181005586592	0.053730268676201724
2.0	4.0	2.2196491620111733	0.05169102607087735
2.0	5.0	2.2356262569832404	0.046969514772175223
2.0	6.0	2.237039106145251	0.04450989703456969
2.0	7.0	2.2480525139664804	0.050386832057275274
2.0	8.0	2.258593854748603	0.04975693634894251
2.0	9.0	2.261775977653631	0.05238840073951907
2.0	10.0	2.265558659217877	0.04807499958095745
2.0	11.0	2.2689033519553075	0.04862184151024458
2.0	12.0	2.277664245810056	0.0522341288821214
2.0	13.0	2.2838804469273746	0.05289749051864294
2.0	14.0	2.289940782122905	0.046594864710205734
2.0	15.0	2.2949793103448277	0.05101197555857525
2.0	16.0	2.2983935897435894	0.04951927702777154
2.0	17.0	2.307516666666667	0.05105421706382343
2.0	18.0	2.3200603960396036	0.046795989313632276
2.0	19.0	2.328159649122807	0.05221495701031435
2.0	20.0	2.322608333333333	0.05057792502663589
2.0	21.0	2.314916666666667	0.05624705221034201
2.0	22.0	2.318522222222222	0.04274347253610124
2.0	23.0	2.2897250000000002	0.042707015426820406
2.0	24.0	2.2997	0.061517152079724906
2.0	25.0	2.3311	0.06236681810065353
2.0	26.0	NaN	NaN
2.0	27.0	NaN	NaN
2.0	28.0	NaN	NaN
3.0	1.0	2.1866832402234637	0.051703407061832185
3.0	2.0	2.2054804469273743	0.05109260382962755
3.0	3.0	2.2153301675977652	0.05289908758027577
3.0	4.0	2.2288715083798882	0.0531218571941621
3.0	5.0	2.2275385474860334	0.04961052489039823
3.0	6.0	2.239946368715084	0.04522102183046481
3.0	7.0	2.2464340782122902	0.04977594756251916
3.0	8.0	2.2574882681564246	0.04659763613158166
3.0	9.0	2.2597301675977657	0.05494513489698752
3.0	10.0	2.274387150837989	0.048347112229561263
3.0	11.0	2.2759486033519556	0.05171418682358771
3.0	12.0	2.2834430167597763	0.05491829062143699
3.0	13.0	2.2865905027932962	0.053993447056348204
3.0	14.0	2.2937269662921347	0.046869559981842286
3.0	15.0	2.3022046511627905	0.052103159947221894
3.0	16.0	2.302500625000001	0.04940990720922807
3.0	17.0	2.3156912698412695	0.0538393685250357
3.0	18.0	2.3162221052631575	0.043023695052218015
3.0	19.0	2.3153285714285716	0.04399113015674332
