# REJUVENATION FRACTION IN LINEAGE
# original file "wt_decCap_noRe_3gen.txt" 
# mother	daughter	nCells	rej>0	rej>0.2	rej>0.5	rej>1
0.0	0.0	10.0	0.0	0.0	0.0	0.0
0.0	1.0	10.0	0.7	0.7	0.1	0.0
0.0	2.0	10.0	0.8	0.5	0.2	0.1
0.0	3.0	10.0	0.6	0.5	0.2	0.1
0.0	4.0	10.0	0.7	0.7	0.3	0.1
0.0	5.0	10.0	0.5	0.3	0.1	0.0
0.0	6.0	10.0	0.6	0.3	0.1	0.0
0.0	7.0	10.0	0.2	0.2	0.0	0.0
0.0	8.0	10.0	0.2	0.2	0.1	0.0
0.0	9.0	10.0	0.0	0.0	0.0	0.0
0.0	10.0	9.0	0.1111111111111111	0.0	0.0	0.0
0.0	11.0	8.0	0.0	0.0	0.0	0.0
0.0	12.0	6.0	0.0	0.0	0.0	0.0
0.0	13.0	5.0	0.2	0.2	0.2	0.0
0.0	14.0	5.0	0.0	0.0	0.0	0.0
0.0	15.0	4.0	0.0	0.0	0.0	0.0
0.0	16.0	3.0	0.0	0.0	0.0	0.0
0.0	17.0	1.0	NaN	NaN	NaN	NaN
0.0	18.0	1.0	NaN	NaN	NaN	NaN
1.0	1.0	142.0	0.5563380281690141	0.3873239436619718	0.11971830985915492	0.056338028169014086
1.0	2.0	142.0	0.5492957746478874	0.4295774647887324	0.14788732394366197	0.028169014084507043
1.0	3.0	142.0	0.5422535211267606	0.3591549295774648	0.13380281690140844	0.06338028169014084
1.0	4.0	142.0	0.4788732394366197	0.34507042253521125	0.1267605633802817	0.035211267605633804
1.0	5.0	142.0	0.4647887323943662	0.323943661971831	0.1056338028169014	0.035211267605633804
1.0	6.0	141.0	0.3617021276595745	0.19148936170212766	0.04964539007092199	0.0070921985815602835
1.0	7.0	141.0	0.3971631205673759	0.2198581560283688	0.12056737588652482	0.014184397163120567
1.0	8.0	140.0	0.24285714285714285	0.14285714285714285	0.04285714285714286	0.007142857142857143
1.0	9.0	138.0	0.1956521739130435	0.11594202898550725	0.021739130434782608	0.0
1.0	10.0	137.0	0.18248175182481752	0.0948905109489051	0.058394160583941604	0.021897810218978103
1.0	11.0	133.0	0.09022556390977443	0.07518796992481203	0.03007518796992481	0.0
1.0	12.0	124.0	0.04032258064516129	0.016129032258064516	0.0	0.0
1.0	13.0	115.0	0.017391304347826087	0.008695652173913044	0.008695652173913044	0.0
1.0	14.0	108.0	0.046296296296296294	0.009259259259259259	0.009259259259259259	0.009259259259259259
1.0	15.0	91.0	0.01098901098901099	0.01098901098901099	0.01098901098901099	0.0
1.0	16.0	70.0	0.0	0.0	0.0	0.0
1.0	17.0	62.0	0.016129032258064516	0.016129032258064516	0.0	0.0
1.0	18.0	47.0	0.0	0.0	0.0	0.0
1.0	19.0	31.0	0.0	0.0	0.0	0.0
1.0	20.0	24.0	0.0	0.0	0.0	0.0
1.0	21.0	18.0	0.0	0.0	0.0	0.0
1.0	22.0	12.0	0.0	0.0	0.0	0.0
1.0	23.0	8.0	0.0	0.0	0.0	0.0
1.0	24.0	5.0	0.0	0.0	0.0	0.0
1.0	25.0	3.0	0.0	0.0	0.0	0.0
1.0	26.0	3.0	0.0	0.0	0.0	0.0
1.0	27.0	2.0	0.0	0.0	0.0	0.0
1.0	28.0	2.0	0.0	0.0	0.0	0.0
1.0	29.0	2.0	0.0	0.0	0.0	0.0
1.0	30.0	2.0	0.0	0.0	0.0	0.0
1.0	31.0	2.0	0.0	0.0	0.0	0.0
1.0	32.0	2.0	0.0	0.0	0.0	0.0
1.0	33.0	2.0	0.0	0.0	0.0	0.0
1.0	34.0	2.0	0.0	0.0	0.0	0.0
1.0	35.0	2.0	0.0	0.0	0.0	0.0
1.0	36.0	1.0	NaN	NaN	NaN	NaN
