# GROWTH PER CELL CYCLE IN LINEAGE
# original file "wt_decCap_highRe_3gen_perturbed.txt" 
# mother	daughter	growthCycleMean	growthCycleStd
0.0	0.0	1.61851	0.004231745108896171
0.0	1.0	1.62223	0.005325421214430933
0.0	2.0	1.6195799999999998	0.0061095189845209626
0.0	3.0	1.6203300000000003	0.005763496238299194
0.0	4.0	1.6181999999999999	0.004136826480931149
0.0	5.0	1.62014	0.004531666360181464
0.0	6.0	1.6202400000000001	0.006412869006060291
0.0	7.0	1.62037	0.0055880924990355935
0.0	8.0	1.61802	0.007606254736143867
0.0	9.0	1.61673	0.0029765938774228323
0.0	10.0	1.6177499999999998	0.0031405059748037187
0.0	11.0	1.6169199999999997	0.00547637349590644
0.0	12.0	1.61857	0.006696607764798189
0.0	13.0	1.62084	0.0043364604101604485
0.0	14.0	1.6170099999999998	0.005056667765326156
0.0	15.0	1.6159	0.003856884177098852
0.0	16.0	1.6179375	0.005406328963089757
0.0	17.0	1.6160666666666665	0.004838043681765065
0.0	18.0	1.61402	0.0030962881002904344
0.0	19.0	1.6125500000000001	0.0027577164466275456
1.0	1.0	1.6229298342541436	0.0049304377172302745
1.0	2.0	1.6219502762430935	0.005246148050494793
1.0	3.0	1.620974585635359	0.004823981236099179
1.0	4.0	1.6211596685082874	0.0053248033767092145
1.0	5.0	1.6200237569060771	0.004894763554216704
1.0	6.0	1.6197602209944753	0.005061803362856309
1.0	7.0	1.6185906077348073	0.005338431955145417
1.0	8.0	1.6190541436464088	0.005223073484424236
1.0	9.0	1.6184	0.0048035172298824666
1.0	10.0	1.6184674033149173	0.004345622113472375
1.0	11.0	1.6181817679558008	0.005060077861859304
1.0	12.0	1.6174552486187848	0.004806978442161041
1.0	13.0	1.6174762430939225	0.004895455855123806
1.0	14.0	1.6174248618784526	0.005001543162724301
1.0	15.0	1.6165044198895027	0.004860164871510933
1.0	16.0	1.616991011235955	0.0049433089046130385
1.0	17.0	1.6163301282051283	0.005310821816871117
1.0	18.0	1.6161403361344537	0.004672808456282683
1.0	19.0	1.615061038961039	0.0047152093173428375
1.0	20.0	1.6157325581395352	0.005922383727385173
1.0	21.0	1.6148906250000004	0.004585908245427938
1.0	22.0	1.6159999999999999	0.006090471751338009
1.0	23.0	1.6169999999999998	0.0055854722271263925
1.0	24.0	1.61494	0.0036773631857623212
2.0	1.0	1.622996132596685	0.005201082842819945
2.0	2.0	1.6220740331491712	0.004951659629637717
2.0	3.0	1.621018232044199	0.005288430682082313
2.0	4.0	1.6209265193370168	0.004932383189573842
2.0	5.0	1.6200519337016577	0.004982932995739011
2.0	6.0	1.6198828729281765	0.004877247006980095
2.0	7.0	1.618946408839779	0.004757643070626146
2.0	8.0	1.6183149171270719	0.005336035629856119
2.0	9.0	1.6185955801104972	0.00547009875194649
2.0	10.0	1.6181232044198897	0.004894590291239037
2.0	11.0	1.6184154696132598	0.004790776256448358
2.0	12.0	1.61796408839779	0.005032216528741821
2.0	13.0	1.6170966850828727	0.004516942187814014
2.0	14.0	1.6168917127071822	0.005211630992874802
2.0	15.0	1.6167093922651932	0.0049153241292180525
2.0	16.0	1.6168605555555557	0.005295106808574763
2.0	17.0	1.61575325443787	0.005305096780039957
2.0	18.0	1.6160847826086957	0.005427234676128204
2.0	19.0	1.6159319148936169	0.005373655626142956
2.0	20.0	1.6163339285714282	0.004991020183041979
2.0	21.0	1.6158514285714283	0.004269892644233241
2.0	22.0	1.6137866666666665	0.0053480125369372656
2.0	23.0	1.6199000000000001	0.008289270172940398
2.0	24.0	NaN	NaN
3.0	1.0	1.6228580110497235	0.00497230154845481
3.0	2.0	1.6218154696132598	0.004848056131116931
3.0	3.0	1.621108287292818	0.004966396843375813
3.0	4.0	1.6205806629834256	0.005227960256820998
3.0	5.0	1.6199254143646409	0.005594592177532118
3.0	6.0	1.6195906077348066	0.005243331231801418
3.0	7.0	1.6197397790055252	0.005534233657256648
3.0	8.0	1.618896132596685	0.0053099002359417065
3.0	9.0	1.6178900552486184	0.0051055536751917555
3.0	10.0	1.6191629834254142	0.005035839325910867
3.0	11.0	1.6179513812154696	0.004783973333895468
3.0	12.0	1.6170751381215474	0.0046377066420250366
3.0	13.0	1.6171696132596685	0.00489009365561766
3.0	14.0	1.6168828729281768	0.004502787350369985
3.0	15.0	1.6167729281767957	0.0053036242053410435
3.0	16.0	1.616229824561403	0.004825250919861946
3.0	17.0	1.6159044871794872	0.005336174090944452
3.0	18.0	1.6166247706422017	0.005253819703290712
3.0	19.0	1.6153268656716417	0.005001896067448943
3.0	20.0	1.6166472222222223	0.004701761743438692
3.0	21.0	1.6154714285714287	0.005229449574968967
3.0	22.0	1.6150363636363636	0.00430192345986599
3.0	23.0	1.6172571428571427	0.006145962670148351
3.0	24.0	1.61815	0.0021920310216782127
3.0	25.0	1.6154000000000002	0.006929646455628187
3.0	26.0	NaN	NaN
3.0	27.0	NaN	NaN
4.0	1.0	1.622992817679558	0.005043709317877207
4.0	2.0	1.6218585635359115	0.004964048094112591
4.0	3.0	1.620683425414365	0.004991453961101412
4.0	4.0	1.620296685082873	0.005169449793981799
4.0	5.0	1.6197629834254144	0.004928658815173802
4.0	6.0	1.6201988950276243	0.005150242593534099
4.0	7.0	1.6194524861878454	0.005287044638240978
4.0	8.0	1.6192535911602206	0.005036174786121494
4.0	9.0	1.617804419889503	0.004944265176325439
4.0	10.0	1.6176204419889502	0.004766814895504631
4.0	11.0	1.6177552486187845	0.005060076588030482
4.0	12.0	1.6171160220994472	0.00492192573870092
4.0	13.0	1.6179287292817677	0.0049259351101732796
4.0	14.0	1.6176502762430938	0.004847366115386703
4.0	15.0	1.6169955801104972	0.004956004474982506
4.0	16.0	1.6168289017341042	0.004974081363900902
4.0	17.0	1.6166348993288588	0.0049238927438877466
4.0	18.0	1.615318103448276	0.004486842583801441
4.0	19.0	1.615014814814815	0.005111191424489771
4.0	20.0	1.6144163265306122	0.0050980121509424095
4.0	21.0	1.6153652173913042	0.004488430450072533
4.0	22.0	1.6116799999999998	0.0041584719415776825
4.0	23.0	1.6142500000000002	0.005944465212840077
4.0	24.0	NaN	NaN
4.0	25.0	NaN	NaN
5.0	1.0	1.6234508287292821	0.005812607167800877
5.0	2.0	1.6219668508287295	0.005389589298397619
5.0	3.0	1.6208535911602207	0.00506388638944978
5.0	4.0	1.6205121546961325	0.0049950604821544075
5.0	5.0	1.6198751381215468	0.005362533668139303
5.0	6.0	1.6190823204419886	0.005520076199863728
5.0	7.0	1.6194922651933699	0.005228080788327757
5.0	8.0	1.6186734806629837	0.005013355888237341
5.0	9.0	1.6188027624309391	0.00497965227410762
5.0	10.0	1.6184475138121552	0.005222627787498613
5.0	11.0	1.6178171270718233	0.005396447857452853
5.0	12.0	1.6178657458563535	0.0050227414074550305
5.0	13.0	1.6172044198895028	0.004712770159711685
5.0	14.0	1.6173966850828727	0.004992471004227667
5.0	15.0	1.6160849162011173	0.005240802148131494
5.0	16.0	1.6163965116279069	0.005048384552558107
5.0	17.0	1.6160294117647056	0.00502302438714049
5.0	18.0	1.6158550458715601	0.0055737560684729825
5.0	19.0	1.6151585714285714	0.004741781382901361
5.0	20.0	1.6150499999999999	0.005119479443013899
5.0	21.0	1.6149866666666666	0.006090726753102007
5.0	22.0	1.616377777777778	0.004015525425700156
5.0	23.0	1.6164666666666667	0.003666969684448814
5.0	24.0	1.6158000000000001	0.007778174593051951
5.0	25.0	NaN	NaN
5.0	26.0	NaN	NaN
5.0	27.0	NaN	NaN
5.0	28.0	NaN	NaN
6.0	1.0	1.6227165745856358	0.0052238184609021045
6.0	2.0	1.6218906077348068	0.00561396771610733
6.0	3.0	1.6214292817679559	0.004792769326246585
6.0	4.0	1.6210762430939227	0.00506109773188467
6.0	5.0	1.6194237569060774	0.004590114889208387
6.0	6.0	1.6196773480662985	0.005025511100083825
6.0	7.0	1.6193011049723758	0.005381088169075472
6.0	8.0	1.6188585635359116	0.005122433897691471
6.0	9.0	1.6188226519337015	0.004620351794609862
6.0	10.0	1.6181171270718233	0.004946107844713942
6.0	11.0	1.6183370165745852	0.004832886179862044
6.0	12.0	1.6171287292817682	0.004870928845789982
6.0	13.0	1.617203314917127	0.004954256313206143
6.0	14.0	1.6167027624309396	0.005239788279641604
6.0	15.0	1.6167718232044195	0.0052485586901667835
6.0	16.0	1.616470520231214	0.004407379945455111
6.0	17.0	1.6165682119205296	0.004990542667364978
6.0	18.0	1.6157570175438598	0.005016767800868511
6.0	19.0	1.6165468750000003	0.005490828391834113
6.0	20.0	1.6148257142857143	0.005494079318960078
6.0	21.0	1.61664375	0.005131987107024642
6.0	22.0	1.6148599999999997	0.005394894706005741
6.0	23.0	1.6153375	0.006124409592535618
