# DAUGHTER VS D BY REJUVENATION
# original file "wt_decCap_highRe_3gen_perturbed.txt" 
# daughter	initD	rejuvenation
10.0	0.1155	0.9572
6.0	0.1024	0.7887
2.0	0.0711	0.7323
9.0	0.1145	0.7295
9.0	0.1197	0.676
11.0	0.1233	0.6757
8.0	0.1166	0.6757
3.0	0.0889	0.6757
7.0	0.1096	0.6748
13.0	0.1367	0.6741
7.0	0.1049	0.6734
1.0	0.0585	0.6194
6.0	0.0998	0.6189
17.0	0.1491	0.6186
3.0	0.0794	0.6184
1.0	0.0646	0.6184
5.0	0.0977	0.6184
5.0	0.0909	0.618
1.0	0.0659	0.6179
2.0	0.0753	0.6179
5.0	0.0988	0.6173
11.0	0.1208	0.6173
8.0	0.1093	0.5633
16.0	0.1422	0.5633
6.0	0.1004	0.5631
5.0	0.1022	0.5631
2.0	0.0724	0.5631
8.0	0.1182	0.5631
2.0	0.0738	0.5631
1.0	0.0575	0.5626
3.0	0.0813	0.5624
5.0	0.0946	0.5624
8.0	0.1086	0.5624
5.0	0.0969	0.5624
14.0	0.1406	0.5622
15.0	0.1513	0.5622
10.0	0.1198	0.5618
2.0	0.0731	0.5618
13.0	0.1373	0.5618
10.0	0.1245	0.5618
11.0	0.1245	0.5618
2.0	0.0623	0.5617
1.0	0.0639	0.5617
6.0	0.1048	0.5617
2.0	0.0712	0.5617
1.0	0.0562	0.5617
11.0	0.1418	0.5617
11.0	0.1267	0.5617
12.0	0.1302	0.5611
7.0	0.1002	0.507
3.0	0.0798	0.507
6.0	0.1004	0.507
13.0	0.139	0.5064
7.0	0.1064	0.5064
2.0	0.0796	0.5064
10.0	0.1244	0.5064
11.0	0.1237	0.5061
3.0	0.0769	0.5061
4.0	0.0869	0.5061
2.0	0.0607	0.506
1.0	0.048	0.506
6.0	0.101	0.506
6.0	0.1008	0.506
12.0	0.1333	0.506
4.0	0.0894	0.506
6.0	0.0997	0.5056
2.0	0.0727	0.5056
8.0	0.1092	0.5056
1.0	0.0689	0.5056
5.0	0.0996	0.5056
1.0	0.0692	0.5056
2.0	0.0696	0.5056
2.0	0.0684	0.5056
6.0	0.1014	0.5056
17.0	0.1545	0.5056
8.0	0.1094	0.5056
8.0	0.1172	0.5055
10.0	0.1202	0.5055
5.0	0.0949	0.5055
16.0	0.1595	0.5055
9.0	0.114	0.5055
1.0	0.0677	0.5055
5.0	0.0972	0.5055
6.0	0.1016	0.5055
2.0	0.0699	0.5055
5.0	0.0944	0.5055
6.0	0.1032	0.5055
8.0	0.1087	0.5055
2.0	0.0688	0.5055
6.0	0.1076	0.5055
10.0	0.1216	0.505
13.0	0.134	0.505
3.0	0.0831	0.505
8.0	0.1097	0.505
7.0	0.104	0.505
12.0	0.1199	0.505
14.0	0.1299	0.505
12.0	0.1252	0.505
7.0	0.1052	0.4507
11.0	0.1234	0.4507
3.0	0.0817	0.4507
5.0	0.0963	0.4507
1.0	0.0648	0.4507
2.0	0.0691	0.4507
8.0	0.1159	0.4507
4.0	0.0817	0.4507
2.0	0.0705	0.4507
13.0	0.136	0.4507
7.0	0.1044	0.4507
2.0	0.075	0.4507
16.0	0.1537	0.4507
1.0	0.068	0.4507
3.0	0.0804	0.4505
9.0	0.1166	0.4505
3.0	0.0775	0.4505
7.0	0.1042	0.4505
1.0	0.0598	0.4505
8.0	0.1075	0.4505
2.0	0.071	0.4505
10.0	0.1194	0.4505
7.0	0.1088	0.4505
7.0	0.1114	0.4505
10.0	0.1255	0.4505
1.0	0.0565	0.4501
8.0	0.112	0.4501
14.0	0.1323	0.4501
5.0	0.0898	0.4501
3.0	0.0765	0.4501
16.0	0.1469	0.4501
5.0	0.0981	0.4501
1.0	0.0612	0.4501
16.0	0.1555	0.4499
1.0	0.0618	0.4499
6.0	0.1003	0.4499
13.0	0.1358	0.4499
4.0	0.092	0.4499
10.0	0.1221	0.4499
3.0	0.0789	0.4499
15.0	0.1534	0.4499
6.0	0.1028	0.4499
9.0	0.1122	0.4499
16.0	0.1692	0.4499
1.0	0.0704	0.4499
8.0	0.1093	0.4499
5.0	0.0949	0.4499
13.0	0.1324	0.4499
6.0	0.0992	0.4499
2.0	0.0798	0.4499
3.0	0.0847	0.4499
3.0	0.0842	0.4498
2.0	0.0674	0.4498
3.0	0.0859	0.4498
7.0	0.1056	0.4498
12.0	0.137	0.4498
11.0	0.127	0.4498
1.0	0.064	0.4498
12.0	0.131	0.4498
4.0	0.086	0.4494
18.0	0.166	0.4494
12.0	0.1296	0.4494
7.0	0.1045	0.4494
14.0	0.1376	0.4494
2.0	0.077	0.4494
3.0	0.08	0.4494
5.0	0.0948	0.4494
12.0	0.1261	0.4494
5.0	0.0968	0.4494
1.0	0.0606	0.4494
5.0	0.0911	0.4494
8.0	0.1147	0.4494
4.0	0.094	0.4494
7.0	0.1065	0.4494
4.0	0.0881	0.4494
9.0	0.1131	0.4494
8.0	0.1169	0.4494
3.0	0.0819	0.4494
12.0	0.1365	0.4494
6.0	0.0977	0.4494
2.0	0.0742	0.4494
8.0	0.1135	0.4494
10.0	0.1233	0.4494
11.0	0.1269	0.4494
13.0	0.1317	0.4494
3.0	0.084	0.4494
4.0	0.0863	0.4494
15.0	0.1343	0.4494
7.0	0.1144	0.4494
10.0	0.1333	0.4494
1.0	0.073	0.4494
4.0	0.0842	0.4494
3.0	0.0846	0.4494
9.0	0.1113	0.4494
11.0	0.1262	0.4494
8.0	0.1174	0.4494
7.0	0.1013	0.4494
10.0	0.1186	0.4494
1.0	0.0685	0.4494
1.0	0.0554	0.4494
1.0	0.06	0.4494
4.0	0.0917	0.4494
1.0	0.0627	0.4494
6.0	0.1013	0.4494
13.0	0.1355	0.4494
7.0	0.1106	0.4494
6.0	0.1054	0.4494
7.0	0.108	0.4494
13.0	0.1333	0.4494
17.0	0.1782	0.4494
5.0	0.0976	0.4489
4.0	0.0808	0.4489
6.0	0.1014	0.4489
14.0	0.1391	0.4489
7.0	0.1085	0.4489
1.0	0.059	0.4489
12.0	0.1288	0.4489
4.0	0.0834	0.4489
6.0	0.0992	0.4489
2.0	0.0718	0.4489
12.0	0.1275	0.4489
9.0	0.1126	0.4489
1.0	0.0596	0.4489
1.0	0.0664	0.4489
2.0	0.0766	0.4489
3.0	0.0803	0.4489
5.0	0.0954	0.4489
6.0	0.1011	0.4489
13.0	0.1298	0.4489
