# RLS IN LINEAGE
# original file "wt_decCap_highRe_3gen_perturbed.txt" 
# mother	daughter	rlsMean	rlsStd
0.0	0.0	17.1	1.5238839267549948
0.0	1.0	18.4	1.8973665961010275
0.0	2.0	19.2	2.6583202716502514
0.0	3.0	18.5	2.273030282830976
0.0	4.0	18.8	1.6865480854231356
0.0	5.0	18.3	1.4181364924121764
0.0	6.0	18.0	2.160246899469287
0.0	7.0	17.8	1.751190071541826
0.0	8.0	18.2	2.8205594401741574
0.0	9.0	18.1	1.1972189997378646
0.0	10.0	17.2	1.1352924243950933
0.0	11.0	18.6	1.8973665961010278
0.0	12.0	17.3	2.5407785333546005
0.0	13.0	16.6	0.966091783079296
0.0	14.0	17.7	2.162817093001112
0.0	15.0	17.2	1.4757295747452437
0.0	16.0	16.75	1.2817398889233114
0.0	17.0	17.166666666666668	2.136976056643281
0.0	18.0	18.4	1.6733200530681511
0.0	19.0	17.0	1.4142135623730951
1.0	1.0	18.685082872928177	1.9018262038789424
1.0	2.0	18.646408839779006	1.9598329942254664
1.0	3.0	18.49171270718232	1.7082114900626546
1.0	4.0	18.14917127071823	1.8332914778413163
1.0	5.0	18.116022099447513	1.8357007985320275
1.0	6.0	18.132596685082873	1.6377791188035555
1.0	7.0	18.171270718232044	1.9602871214510145
1.0	8.0	17.96685082872928	1.9829847102178177
1.0	9.0	18.060773480662984	1.8413936324194888
1.0	10.0	17.596685082872927	1.7631380028071852
1.0	11.0	17.696132596685082	1.7830798773434433
1.0	12.0	17.74585635359116	1.6804585886417922
1.0	13.0	17.668508287292816	1.9323424144999208
1.0	14.0	17.475138121546962	1.9452765035492758
1.0	15.0	17.41988950276243	1.7733966119506615
1.0	16.0	17.179775280898877	1.7727491354499716
1.0	17.0	17.192307692307693	1.9347930942656029
1.0	18.0	17.07563025210084	1.7230228849692921
1.0	19.0	17.337662337662337	1.713801480937301
1.0	20.0	17.232558139534884	2.5055862283565076
1.0	21.0	17.03125	1.9089665334432795
1.0	22.0	16.5	2.103111248383433
1.0	23.0	16.77777777777778	1.5634719199411433
1.0	24.0	16.4	0.5477225575051661
2.0	1.0	18.7292817679558	1.766564158393717
2.0	2.0	18.502762430939228	1.7626504959932268
2.0	3.0	18.41988950276243	1.9409167332733022
2.0	4.0	18.226519337016576	1.7665294084766578
2.0	5.0	18.165745856353592	1.7997339684726747
2.0	6.0	17.983425414364643	1.7872236013858258
2.0	7.0	17.983425414364643	1.7142382115082389
2.0	8.0	18.171270718232044	2.1443603134926414
2.0	9.0	17.861878453038674	1.9344062559147284
2.0	10.0	17.834254143646408	2.0124993089155363
2.0	11.0	17.635359116022098	1.8528262220748342
2.0	12.0	17.5414364640884	1.88405476819329
2.0	13.0	17.77900552486188	1.6552277805561573
2.0	14.0	17.679558011049725	2.146592085455046
2.0	15.0	17.53038674033149	1.7718208978464576
2.0	16.0	17.266666666666666	1.8234965491616564
2.0	17.0	17.331360946745562	2.186870708099122
2.0	18.0	17.231884057971016	1.9267227766319088
2.0	19.0	16.9468085106383	2.0019722602172783
2.0	20.0	16.589285714285715	1.6599757469672505
2.0	21.0	16.857142857142858	1.5366666970475824
2.0	22.0	17.333333333333332	2.2886885410853175
2.0	23.0	16.0	1.7888543819998317
2.0	24.0	NaN	NaN
3.0	1.0	18.679558011049725	1.827892478969039
3.0	2.0	18.45303867403315	1.73341478771637
3.0	3.0	18.486187845303867	1.863711156705679
3.0	4.0	18.303867403314918	1.8801407938084487
3.0	5.0	18.29281767955801	2.120640185027239
3.0	6.0	18.08839779005525	1.802137057556198
3.0	7.0	17.883977900552487	1.9501617253613752
3.0	8.0	17.900552486187845	1.8918097519327026
3.0	9.0	18.14364640883978	1.8977548041042922
3.0	10.0	17.54696132596685	1.8300741161817007
3.0	11.0	17.76795580110497	1.761082595776449
3.0	12.0	17.773480662983424	1.757069383285577
3.0	13.0	17.646408839779006	1.8698932912897233
3.0	14.0	17.464088397790054	1.7717169553628471
3.0	15.0	17.519337016574585	2.015471161405068
3.0	16.0	17.333333333333332	1.728651293383847
3.0	17.0	17.17948717948718	1.8750902928355715
3.0	18.0	16.71559633027523	1.7955281030591799
3.0	19.0	17.134328358208954	1.7743588034201359
3.0	20.0	16.694444444444443	1.7373122828823746
3.0	21.0	17.238095238095237	2.1657507221460626
3.0	22.0	16.90909090909091	1.4459976109624424
3.0	23.0	16.428571428571427	2.29906813420444
3.0	24.0	17.5	0.7071067811865476
3.0	25.0	16.5	3.5355339059327378
3.0	26.0	NaN	NaN
3.0	27.0	NaN	NaN
4.0	1.0	18.441988950276244	1.7522063614798797
4.0	2.0	18.430939226519335	1.7518034204966728
4.0	3.0	18.50828729281768	1.8517822782101534
4.0	4.0	18.30939226519337	1.8176205953406521
4.0	5.0	18.287292817679557	1.9423078676333345
4.0	6.0	17.790055248618785	1.7288758381090583
4.0	7.0	17.834254143646408	1.8841850939824123
4.0	8.0	17.7292817679558	1.7251969398526237
4.0	9.0	18.03867403314917	1.8540185810047498
4.0	10.0	17.983425414364643	1.8057781890412752
4.0	11.0	17.7292817679558	1.934675980091634
4.0	12.0	17.795580110497237	1.775506913670318
4.0	13.0	17.41988950276243	1.7160814500710868
4.0	14.0	17.29281767955801	1.6955508167348274
4.0	15.0	17.38121546961326	1.820708245278751
4.0	16.0	17.173410404624278	1.8280719412674256
4.0	17.0	16.97986577181208	1.8543950665761966
4.0	18.0	17.129310344827587	1.6233629742995976
4.0	19.0	17.037037037037038	1.7567330790735154
4.0	20.0	17.306122448979593	1.635594713866247
4.0	21.0	16.52173913043478	1.4100149972571636
4.0	22.0	18.1	1.4491376746189437
4.0	23.0	16.75	2.217355782608345
4.0	24.0	NaN	NaN
4.0	25.0	NaN	NaN
5.0	1.0	18.4585635359116	2.101506373109189
5.0	2.0	18.39779005524862	1.9081100539278526
5.0	3.0	18.425414364640883	1.826111676520865
5.0	4.0	18.1878453038674	2.010546166355617
