# REJUVENATION INDEX IN LINEAGE
# original file "wt_decCap_highRe_3gen_perturbed.txt" 
# mother	daughter	rejMean	rejStd
0.0	0.0	0.0	0.0
0.0	1.0	0.07314000000000001	0.13012353275936592
0.0	2.0	0.118	0.15320911635191078
0.0	3.0	0.07881	0.15960164612072283
0.0	4.0	0.09558	0.15690287724859892
0.0	5.0	0.06743	0.10188483749366788
0.0	6.0	0.05066000000000002	0.1768103767693891
0.0	7.0	0.03942	0.10284693913232854
0.0	8.0	0.06182999999999998	0.19005958743977577
0.0	9.0	0.05620000000000001	0.1242780216557484
0.0	10.0	0.005640000000000002	0.12829168328461515
0.0	11.0	0.08441000000000001	0.1638594618025527
0.0	12.0	0.011309999999999995	0.19431079600589476
0.0	13.0	-0.028100000000000003	0.11619436781148694
0.0	14.0	0.03371999999999999	0.09631201378851964
0.0	15.0	0.005690000000000001	0.10080295906150549
0.0	16.0	-0.04915	0.0632902836144696
0.0	17.0	-0.05611666666666667	0.11232003234804852
0.0	18.0	2.0000000000000574e-5	0.0688714890212198
0.0	19.0	-0.1124	0.07962022356160524
1.0	1.0	0.01054475138121547	0.1514504063952915
1.0	2.0	0.008375690607734805	0.15927782493769033
1.0	3.0	-0.00031381215469613287	0.13269355329458282
1.0	4.0	-0.01958176795580111	0.1580880663468986
1.0	5.0	-0.02144419889502763	0.15055850923236233
1.0	6.0	-0.02052707182320442	0.1421323908925147
1.0	7.0	-0.01835801104972376	0.15376690622287825
1.0	8.0	-0.029811049723756908	0.16204573664899113
1.0	9.0	-0.02455193370165746	0.14152638175390175
1.0	10.0	-0.050656353591160226	0.1347834342193549
1.0	11.0	-0.04506022099447514	0.14423402383301245
1.0	12.0	-0.04224475138121547	0.1434857381126898
1.0	13.0	-0.04660883977900551	0.15708756273451005
1.0	14.0	-0.05748674033149172	0.13972810717359457
1.0	15.0	-0.06059116022099448	0.1482269068739687
1.0	16.0	-0.07739831460674158	0.13849729136216898
1.0	17.0	-0.09697243589743589	0.14003410716965464
1.0	18.0	-0.13703361344537815	0.12330076310629659
1.0	19.0	-0.1686766233766234	0.11857603367515968
1.0	20.0	-0.23410232558139535	0.14201853247337642
1.0	21.0	-0.2724031250000001	0.11168025639001151
1.0	22.0	-0.3657285714285714	0.11869314949171977
1.0	23.0	-0.38116666666666665	0.08344155139976725
1.0	24.0	-0.42750000000000005	0.031181484890877163
2.0	1.0	-0.005907734806629831	0.14290289339212273
2.0	2.0	-0.0186524861878453	0.13871959068929937
2.0	3.0	-0.023309392265193376	0.152224614268104
2.0	4.0	-0.03418342541436465	0.14679197772275196
2.0	5.0	-0.037604972375690604	0.1476894900632341
2.0	6.0	-0.04782872928176794	0.13496545917397892
2.0	7.0	-0.04783314917127072	0.14053114722178878
2.0	8.0	-0.03726740331491713	0.15847338538693978
2.0	9.0	-0.05468508287292816	0.14974508320111804
2.0	10.0	-0.05625248618784531	0.1481374375253005
2.0	11.0	-0.0674121546961326	0.14567817523682636
2.0	12.0	-0.07268950276243093	0.14621769253896072
2.0	13.0	-0.05933259668508287	0.1339410230428875
2.0	14.0	-0.06494198895027625	0.1608475417020032
2.0	15.0	-0.07331270718232044	0.13502044126669366
2.0	16.0	-0.08933777777777778	0.13623559865689605
2.0	17.0	-0.09614201183431953	0.1483834301114606
2.0	18.0	-0.12751956521739127	0.12987952635513014
2.0	19.0	-0.18304148936170217	0.13142972889140275
2.0	20.0	-0.24900535714285713	0.11831830323272106
2.0	21.0	-0.2683057142857143	0.08839294935569421
2.0	22.0	-0.28859999999999997	0.12894354800232763
2.0	23.0	-0.4027833333333333	0.1089690124148451
2.0	24.0	NaN	NaN
3.0	1.0	0.02546961325966851	0.15229026420463085
3.0	2.0	0.012719337016574586	0.15000790501985853
3.0	3.0	0.014594475138121546	0.15585107090629713
3.0	4.0	0.00434806629834254	0.14568136180306518
3.0	5.0	0.003728176795580107	0.1512468979718325
3.0	6.0	-0.007763535911602209	0.15608914616933592
3.0	7.0	-0.01925635359116022	0.14925780019061297
3.0	8.0	-0.01833314917127072	0.16359445353789034
3.0	9.0	-0.0046530386740331504	0.14049018808816685
3.0	10.0	-0.03819779005524862	0.15497943446212512
3.0	11.0	-0.025779005524861877	0.14314969011145476
3.0	12.0	-0.025481767955801104	0.1478280714928711
3.0	13.0	-0.03263756906077348	0.15305857020780544
3.0	14.0	-0.042867403314917125	0.1371275164395769
3.0	15.0	-0.039748066298342544	0.15755864149620266
3.0	16.0	-0.0608450292397661	0.14098264731091292
3.0	17.0	-0.08252756410256411	0.1346336786575589
3.0	18.0	-0.14856422018348628	0.13525802264351106
3.0	19.0	-0.17285074626865674	0.12845597096557002
3.0	20.0	-0.25614166666666666	0.13341084422618296
3.0	21.0	-0.27578571428571436	0.14653124678959872
3.0	22.0	-0.35277272727272724	0.1285538726830825
3.0	23.0	-0.4177571428571428	0.07837241983297562
3.0	24.0	-0.47795	0.039668690424565306
3.0	25.0	-0.5342	0.11935962466428926
3.0	26.0	NaN	NaN
3.0	27.0	NaN	NaN
4.0	1.0	0.0049464088397790035	0.14383387505046202
4.0	2.0	0.004333701657458561	0.14115270620501538
4.0	3.0	0.008684530386740334	0.15245433117066534
4.0	4.0	-0.0024911602209944732	0.15023798021539683
4.0	5.0	-0.0037309392265193384	0.15205060354186792
4.0	6.0	-0.03170110497237569	0.14723469699351527
4.0	7.0	-0.029221546961325964	0.14973661924946843
4.0	8.0	-0.0351	0.13787054878480112
4.0	9.0	-0.017727624309392266	0.1511234319260336
4.0	10.0	-0.020811049723756907	0.1502659708261867
4.0	11.0	-0.035096685082872926	0.15214314053276443
4.0	12.0	-0.03138674033149172	0.15193322232292267
4.0	13.0	-0.05251436464088397	0.1534490498622323
4.0	14.0	-0.05962707182320443	0.1323897952039957
4.0	15.0	-0.05465138121546961	0.13961875216608613
4.0	16.0	-0.07506994219653179	0.13681088253369247
4.0	17.0	-0.10865503355704699	0.12495903081920848
4.0	18.0	-0.1308508620689655	0.10159408361384699
4.0	19.0	-0.17144074074074073	0.11309427127155666
4.0	20.0	-0.19620408163265304	0.09947273906114444
4.0	21.0	-0.2908826086956522	0.0807049939435648
4.0	22.0	-0.25290999999999997	0.07120815262313719
4.0	23.0	-0.37934999999999997	0.14758946439363482
4.0	24.0	NaN	NaN
4.0	25.0	NaN	NaN
5.0	1.0	0.013651381215469613	0.1741303329271034
5.0	2.0	0.01025414364640884	0.1434834862622073
5.0	3.0	0.011811049723756904	0.14454447792789427
5.0	4.0	-0.0015502762430939245	0.1578828678427669
5.0	5.0	-0.0027900552486187858	0.15085489536673324
5.0	6.0	-0.003437016574585637	0.15856512860982305
5.0	7.0	-0.015534254143646406	0.14813153028501225
5.0	8.0	-0.01614033149171271	0.15008887988233485
5.0	9.0	-0.022661878453038672	0.15160275149513697
5.0	10.0	-0.025773480662983437	0.15375653143682824
5.0	11.0	-0.021739779005524863	0.14749303662642593
5.0	12.0	-0.03414475138121546	0.15227038209699753
5.0	13.0	-0.02950718232044199	0.14090580345794027
5.0	14.0	-0.053716574585635356	0.14690918945382256
5.0	15.0	-0.03358491620111732	0.14673323285859066
5.0	16.0	-0.06633139534883721	0.14160116443307186
5.0	17.0	-0.08781895424836601	0.13396944258399984
5.0	18.0	-0.12995871559633027	0.1299496706072302
5.0	19.0	-0.16540285714285716	0.12096202418968631
5.0	20.0	-0.21461818181818185	0.1340064008758056
5.0	21.0	-0.29968000000000006	0.17847385242662298
5.0	22.0	-0.34951111111111105	0.1340505356614106
5.0	23.0	-0.4400000000000001	0.12018890131788376
5.0	24.0	-0.47740000000000005	0.2783172290750251
5.0	25.0	NaN	NaN
5.0	26.0	NaN	NaN
5.0	27.0	NaN	NaN
5.0	28.0	NaN	NaN
6.0	1.0	0.020823756906077347	0.13768141058749653
6.0	2.0	0.0071596685082872934	0.16205694979063703
6.0	3.0	-0.0009381215469613257	0.14641383486089707
6.0	4.0	-0.013053038674033152	0.14273506403334835
6.0	5.0	0.0021723756906077336	0.1427511778873072
6.0	6.0	-0.00868950276243094	0.14586652898483846
6.0	7.0	-0.015504972375690608	0.1468556397268507
6.0	8.0	-0.014896132596685084	0.15458576525118162
6.0	9.0	-0.022975690607734807	0.14403397888150238
6.0	10.0	-0.021725414364640885	0.1508014412525793
6.0	11.0	-0.03447624309392265	0.13231823146081703
6.0	12.0	-0.027348066298342542	0.14997635131771062
6.0	13.0	-0.0360182320441989	0.14500608780006163
6.0	14.0	-0.029504419889502757	0.14866947823320636
6.0	15.0	-0.04407292817679557	0.14396662802631394
6.0	16.0	-0.06400231213872834	0.1266012302714742
6.0	17.0	-0.09084172185430464	0.1371825014874302
6.0	18.0	-0.12277017543859649	0.13092010394090797
6.0	19.0	-0.18442499999999995	0.14111053530691173
6.0	20.0	-0.21841714285714284	0.13613188563196457
6.0	21.0	-0.34085	0.12565919518019097
6.0	22.0	-0.35977	0.13040290598329812
6.0	23.0	-0.40746250000000006	0.1436850020754726
6.0	24.0	-0.4834199999999999	0.11663645227800784
6.0	25.0	-0.435675	0.095810137772576
6.0	26.0	NaN	NaN
7.0	1.0	0.04596629834254143	0.14868221302159645
7.0	2.0	0.03479116022099448	0.1363401376838325
7.0	3.0	0.019559668508287293	0.15307110140897323
7.0	4.0	0.014582872928176796	0.148781695725017
7.0	5.0	0.0121060773480663	0.14271791064339542
7.0	6.0	0.026707182320441992	0.15101507541859271
7.0	7.0	0.009014364640883978	0.1528396883929901
7.0	8.0	-0.012106077348066298	0.15053464686677648
7.0	9.0	-0.004033701657458565	0.14427839956178645
7.0	10.0	-0.0040403314917127	0.17166562808067884
7.0	11.0	0.00682707182320442	0.15357576663125647
7.0	12.0	-0.0006303867403314911	0.13818108495080986
7.0	13.0	-0.017387845303867406	0.14442945362239942
7.0	14.0	-0.020479558011049726	0.14085301863141358
7.0	15.0	-0.02573389830508476	0.14092505214350176
7.0	16.0	-0.061367682926829266	0.13484767545258736
7.0	17.0	-0.07823846153846153	0.12865280109116314
7.0	18.0	-0.13021224489795918	0.10388750286044313
7.0	19.0	-0.1847095238095238	0.101671675432509
7.0	20.0	-0.19346764705882352	0.11679961789214227
7.0	21.0	-0.2705625	0.09675070283982437
7.0	22.0	-0.25301666666666667	0.1219267061257158
7.0	23.0	-0.28085	0.23836569593798518
8.0	1.0	0.05310055248618785	0.15928488820601966
8.0	2.0	0.03136022099447513	0.14911910514736496
8.0	3.0	0.022664088397790053	0.15785202804762344
8.0	4.0	0.018951381215469614	0.1522789212113872
8.0	5.0	0.013665193370165748	0.16439982851299234
8.0	6.0	0.005595580110497238	0.14211435333843128
