# REJUVENATION FRACTION IN LINEAGE
# original file "wt_decCap_highRe_3gen_perturbed.txt" 
# mother	daughter	nCells	rej>0	rej>0.2	rej>0.5	rej>1
0.0	0.0	10.0	0.0	0.0	0.0	0.0
0.0	1.0	10.0	0.6	0.1	0.0	0.0
0.0	2.0	10.0	0.7	0.4	0.0	0.0
0.0	3.0	10.0	0.7	0.2	0.0	0.0
0.0	4.0	10.0	0.4	0.3	0.0	0.0
0.0	5.0	10.0	0.7	0.1	0.0	0.0
0.0	6.0	10.0	0.6	0.2	0.0	0.0
0.0	7.0	10.0	0.6	0.1	0.0	0.0
0.0	8.0	10.0	0.6	0.2	0.0	0.0
0.0	9.0	10.0	0.4	0.2	0.0	0.0
0.0	10.0	10.0	0.4	0.1	0.0	0.0
0.0	11.0	10.0	0.6	0.2	0.0	0.0
0.0	12.0	10.0	0.3	0.2	0.0	0.0
0.0	13.0	10.0	0.4	0.0	0.0	0.0
0.0	14.0	10.0	0.6	0.1	0.0	0.0
0.0	15.0	10.0	0.4	0.1	0.0	0.0
0.0	16.0	8.0	0.125	0.0	0.0	0.0
0.0	17.0	6.0	0.3333333333333333	0.0	0.0	0.0
0.0	18.0	5.0	0.2	0.0	0.0	0.0
0.0	19.0	2.0	0.0	0.0	0.0	0.0
1.0	1.0	181.0	0.4972375690607735	0.0718232044198895	0.0055248618784530384	0.0
1.0	2.0	181.0	0.4585635359116022	0.09392265193370165	0.011049723756906077	0.0
1.0	3.0	181.0	0.40331491712707185	0.0718232044198895	0.0	0.0
1.0	4.0	181.0	0.36464088397790057	0.07734806629834254	0.0	0.0
1.0	5.0	181.0	0.3812154696132597	0.06629834254143646	0.0	0.0
1.0	6.0	181.0	0.35359116022099446	0.03867403314917127	0.0	0.0
1.0	7.0	181.0	0.3867403314917127	0.0718232044198895	0.0055248618784530384	0.0
1.0	8.0	181.0	0.3756906077348066	0.0718232044198895	0.0	0.0
1.0	9.0	181.0	0.3149171270718232	0.06629834254143646	0.0	0.0
1.0	10.0	181.0	0.27071823204419887	0.027624309392265192	0.0	0.0
1.0	11.0	181.0	0.30386740331491713	0.03314917127071823	0.0	0.0
1.0	12.0	181.0	0.30939226519337015	0.04419889502762431	0.0	0.0
1.0	13.0	181.0	0.292817679558011	0.055248618784530384	0.0055248618784530384	0.0
1.0	14.0	181.0	0.2541436464088398	0.022099447513812154	0.0	0.0
1.0	15.0	181.0	0.27071823204419887	0.016574585635359115	0.0	0.0
1.0	16.0	178.0	0.20786516853932585	0.016853932584269662	0.0	0.0
1.0	17.0	156.0	0.1794871794871795	0.01282051282051282	0.0	0.0
1.0	18.0	119.0	0.10084033613445378	0.0	0.0	0.0
1.0	19.0	77.0	0.05194805194805195	0.0	0.0	0.0
1.0	20.0	43.0	0.023255813953488372	0.023255813953488372	0.0	0.0
1.0	21.0	32.0	0.0	0.0	0.0	0.0
1.0	22.0	14.0	0.0	0.0	0.0	0.0
1.0	23.0	9.0	0.0	0.0	0.0	0.0
1.0	24.0	5.0	0.0	0.0	0.0	0.0
2.0	1.0	181.0	0.40331491712707185	0.09392265193370165	0.0	0.0
2.0	2.0	181.0	0.3812154696132597	0.049723756906077346	0.0	0.0
2.0	3.0	181.0	0.39226519337016574	0.07734806629834254	0.0	0.0
2.0	4.0	181.0	0.32044198895027626	0.055248618784530384	0.0	0.0
2.0	5.0	181.0	0.292817679558011	0.0718232044198895	0.0	0.0
2.0	6.0	181.0	0.3149171270718232	0.03314917127071823	0.0	0.0
2.0	7.0	181.0	0.27624309392265195	0.049723756906077346	0.0	0.0
2.0	8.0	181.0	0.3149171270718232	0.07734806629834254	0.0	0.0
2.0	9.0	181.0	0.281767955801105	0.049723756906077346	0.0	0.0
2.0	10.0	181.0	0.2541436464088398	0.03867403314917127	0.0	0.0
2.0	11.0	181.0	0.24861878453038674	0.03867403314917127	0.0	0.0
2.0	12.0	181.0	0.2154696132596685	0.03867403314917127	0.0	0.0
2.0	13.0	181.0	0.24861878453038674	0.03867403314917127	0.0	0.0
2.0	14.0	181.0	0.2430939226519337	0.049723756906077346	0.0055248618784530384	0.0
2.0	15.0	181.0	0.2154696132596685	0.03314917127071823	0.0	0.0
2.0	16.0	180.0	0.18333333333333332	0.011111111111111112	0.0	0.0
2.0	17.0	169.0	0.14792899408284024	0.01775147928994083	0.011834319526627219	0.0
2.0	18.0	138.0	0.12318840579710146	0.007246376811594203	0.0	0.0
2.0	19.0	94.0	0.05319148936170213	0.0	0.0	0.0
2.0	20.0	56.0	0.017857142857142856	0.0	0.0	0.0
2.0	21.0	35.0	0.0	0.0	0.0	0.0
2.0	22.0	15.0	0.0	0.0	0.0	0.0
2.0	23.0	6.0	0.0	0.0	0.0	0.0
2.0	24.0	1.0	NaN	NaN	NaN	NaN
3.0	1.0	181.0	0.4861878453038674	0.1270718232044199	0.0	0.0
3.0	2.0	181.0	0.4861878453038674	0.08839779005524862	0.0	0.0
3.0	3.0	181.0	0.4530386740331492	0.13812154696132597	0.0055248618784530384	0.0
3.0	4.0	181.0	0.46408839779005523	0.06077348066298342	0.0	0.0
3.0	5.0	181.0	0.4530386740331492	0.07734806629834254	0.0055248618784530384	0.0
3.0	6.0	181.0	0.425414364640884	0.0718232044198895	0.0	0.0
3.0	7.0	181.0	0.36464088397790057	0.06629834254143646	0.0	0.0
3.0	8.0	181.0	0.4143646408839779	0.08839779005524862	0.0055248618784530384	0.0
3.0	9.0	181.0	0.44751381215469616	0.049723756906077346	0.0	0.0
3.0	10.0	181.0	0.30386740331491713	0.06077348066298342	0.0	0.0
3.0	11.0	181.0	0.36464088397790057	0.03867403314917127	0.0	0.0
3.0	12.0	181.0	0.3370165745856354	0.08839779005524862	0.0	0.0
3.0	13.0	181.0	0.3314917127071823	0.055248618784530384	0.0	0.0
3.0	14.0	181.0	0.2596685082872928	0.06077348066298342	0.0	0.0
3.0	15.0	181.0	0.292817679558011	0.055248618784530384	0.0055248618784530384	0.0
3.0	16.0	171.0	0.2631578947368421	0.023391812865497075	0.0	0.0
3.0	17.0	156.0	0.16025641025641027	0.02564102564102564	0.0	0.0
3.0	18.0	109.0	0.08256880733944955	0.009174311926605505	0.0	0.0
3.0	19.0	67.0	0.029850746268656716	0.0	0.0	0.0
3.0	20.0	36.0	0.027777777777777776	0.0	0.0	0.0
3.0	21.0	21.0	0.047619047619047616	0.0	0.0	0.0
3.0	22.0	11.0	0.0	0.0	0.0	0.0
3.0	23.0	7.0	0.0	0.0	0.0	0.0
3.0	24.0	2.0	0.0	0.0	0.0	0.0
3.0	25.0	2.0	0.0	0.0	0.0	0.0
3.0	26.0	1.0	NaN	NaN	NaN	NaN
3.0	27.0	1.0	NaN	NaN	NaN	NaN
4.0	1.0	181.0	0.4585635359116022	0.07734806629834254	0.0	0.0
4.0	2.0	181.0	0.4143646408839779	0.08839779005524862	0.0	0.0
4.0	3.0	181.0	0.46408839779005523	0.09392265193370165	0.0	0.0
4.0	4.0	181.0	0.4198895027624309	0.08287292817679558	0.0	0.0
4.0	5.0	181.0	0.3812154696132597	0.11049723756906077	0.0	0.0
4.0	6.0	181.0	0.36464088397790057	0.06629834254143646	0.0	0.0
4.0	7.0	181.0	0.3370165745856354	0.06629834254143646	0.0	0.0
