# HEALTHSPAN VS RLS BY REJUVENATION
# original file "wt_decCap_highRe_3gen_perturbed.txt" 
# h	rls	rejuvenation
0.39427831442330274	35.0	0.9572
0.4304343799560874	28.0	0.7887
0.4122933268039301	27.0	0.7323
0.3973315851308838	29.0	0.7295
0.39317065867845863	26.0	0.676
0.39457397776955366	29.0	0.6757
0.4017993676105541	26.0	0.6757
0.39633909041102133	26.0	0.6757
0.39323910438994375	26.0	0.6748
0.4158868862523047	27.0	0.6741
0.390338407299603	29.0	0.6734
0.3961159098604751	29.0	0.6194
0.3916220353850996	26.0	0.6189
0.39998645909277325	29.0	0.6186
0.4149689297168614	27.0	0.6184
0.37587238082751995	25.0	0.6184
0.4345483960373066	25.0	0.6184
0.43089019096765474	28.0	0.618
0.39541398461148813	26.0	0.6179
0.392287746825344	26.0	0.6179
0.41505558262141257	27.0	0.6173
0.3846846245800789	28.0	0.6173
0.4340510934074748	25.0	0.5633
0.3865579423121817	28.0	0.5633
0.39819264320588565	26.0	0.5631
0.38923206690057305	23.0	0.5631
0.3960129389716904	26.0	0.5631
0.3928382125878523	23.0	0.5631
0.3940856755588146	26.0	0.5631
0.4088144394682404	24.0	0.5626
0.39085113840605423	26.0	0.5624
0.37232174600244333	25.0	0.5624
0.3632119952277499	27.0	0.5624
0.4136885100306018	27.0	0.5624
0.4015626721747863	26.0	0.5622
0.39286841985866394	26.0	0.5622
0.40056820343712335	26.0	0.5618
0.40715249765274536	24.0	0.5618
0.3804140809305717	25.0	0.5618
0.41395321054273854	24.0	0.5618
0.3979284149343854	26.0	0.5618
0.37294663427171093	25.0	0.5617
0.4100074687539486	27.0	0.5617
0.4356451262224537	25.0	0.5617
0.4317522455748177	25.0	0.5617
0.41015302387116953	27.0	0.5617
0.3795238051379832	22.0	0.5617
0.37839063835657094	25.0	0.5617
0.37339422666905636	25.0	0.5611
0.41691886844267007	27.0	0.507
0.39345786808850397	26.0	0.507
0.3939224171148105	26.0	0.507
0.41819469109743074	24.0	0.5064
0.3800751745881076	25.0	0.5064
0.43194714257808725	25.0	0.5064
0.39563909315955276	23.0	0.5064
0.38161285673104645	25.0	0.5061
0.4161700209994239	24.0	0.5061
0.39728238686821304	26.0	0.5061
0.41387432630370474	27.0	0.506
0.4107932863137325	27.0	0.506
0.391708603794041	26.0	0.506
0.4136822901894566	24.0	0.506
0.4157690990702898	24.0	0.506
0.40904976728077885	24.0	0.506
0.38026169541608473	25.0	0.5056
0.37776237438733296	25.0	0.5056
0.3794976655276246	25.0	0.5056
0.4060266567139781	24.0	0.5056
0.38986150807695485	23.0	0.5056
0.37567422253901844	25.0	0.5056
0.41777269453260407	24.0	0.5056
0.3941703062653107	26.0	0.5056
0.4120874944773254	24.0	0.5056
0.40096660040595766	26.0	0.5056
0.40099054623438674	26.0	0.5056
0.39906161609872276	23.0	0.5055
0.4144356498384046	24.0	0.5055
0.39539444753707403	26.0	0.5055
0.38094709190746395	25.0	0.5055
0.3894683271464495	26.0	0.5055
0.3949549127982911	23.0	0.5055
0.40047767437587894	23.0	0.5055
0.37943201741384125	25.0	0.5055
0.41077300852011184	24.0	0.5055
0.4122563941731987	24.0	0.5055
0.3999465155160298	23.0	0.5055
0.3607221781880173	27.0	0.5055
0.43343374793919875	25.0	0.5055
0.38969320014875114	23.0	0.5055
0.41728359029135637	24.0	0.505
0.3764477382233921	25.0	0.505
0.39612054245719125	26.0	0.505
0.37730238807536864	25.0	0.505
0.4159016322635483	27.0	0.505
0.39539235432187214	29.0	0.505
0.41789529832802036	27.0	0.505
0.39729573349522634	26.0	0.505
0.4147335588686866	24.0	0.4507
0.4143376850006207	24.0	0.4507
0.4378256534134797	22.0	0.4507
0.438765740442527	22.0	0.4507
0.389805007053175	26.0	0.4507
0.38853807953163694	23.0	0.4507
0.37413212010114416	22.0	0.4507
0.4344831602948378	25.0	0.4507
0.412587379735418	24.0	0.4507
0.3999281293600008	23.0	0.4507
0.4168233705572179	24.0	0.4507
0.41173773612072223	24.0	0.4507
0.3859847624395411	25.0	0.4507
0.3980899162845459	23.0	0.4507
0.4112077157809348	24.0	0.4505
0.39763687910296425	23.0	0.4505
0.4074324838134968	24.0	0.4505
0.4338152385552676	25.0	0.4505
0.4561135533221838	23.0	0.4505
0.35787831468272335	24.0	0.4505
0.3964677409748905	23.0	0.4505
0.38168369490935483	25.0	0.4505
0.37873126174082494	22.0	0.4505
0.43862811046502126	22.0	0.4505
0.3805646881829205	22.0	0.4505
0.4041158226450867	24.0	0.4501
0.4004862334012766	23.0	0.4501
0.3972613376135901	26.0	0.4501
0.3897306644773143	26.0	0.4501
0.411372873935824	24.0	0.4501
0.37975079909533227	25.0	0.4501
0.3897469164222663	23.0	0.4501
0.4089896292203241	24.0	0.4501
0.36658057317000337	24.0	0.4499
0.4101185539910647	24.0	0.4499
0.37771615943220077	25.0	0.4499
0.40203068004315556	23.0	0.4499
