# REJUVENATION FRACTION IN LINEAGE
# original file "wt_unlimCap_highRe_3gen.txt" 
# mother	daughter	nCells	rej>0	rej>0.2	rej>0.5	rej>1
0.0	0.0	10.0	0.0	0.0	0.0	0.0
0.0	1.0	10.0	0.7	0.2	0.0	0.0
0.0	2.0	10.0	0.3	0.3	0.1	0.0
0.0	3.0	10.0	0.4	0.2	0.0	0.0
0.0	4.0	10.0	0.6	0.3	0.0	0.0
0.0	5.0	10.0	0.4	0.1	0.0	0.0
0.0	6.0	10.0	0.3	0.2	0.0	0.0
0.0	7.0	10.0	0.4	0.1	0.1	0.0
0.0	8.0	10.0	0.3	0.0	0.0	0.0
0.0	9.0	10.0	0.3	0.1	0.0	0.0
0.0	10.0	10.0	0.3	0.1	0.0	0.0
0.0	11.0	10.0	0.4	0.0	0.0	0.0
0.0	12.0	10.0	0.2	0.1	0.0	0.0
0.0	13.0	10.0	0.2	0.0	0.0	0.0
0.0	14.0	10.0	0.3	0.2	0.0	0.0
0.0	15.0	10.0	0.4	0.2	0.1	0.0
0.0	16.0	10.0	0.4	0.1	0.0	0.0
0.0	17.0	10.0	0.1	0.1	0.0	0.0
0.0	18.0	10.0	0.5	0.0	0.0	0.0
0.0	19.0	10.0	0.1	0.1	0.0	0.0
0.0	20.0	9.0	0.0	0.0	0.0	0.0
0.0	21.0	9.0	0.0	0.0	0.0	0.0
0.0	22.0	7.0	0.14285714285714285	0.0	0.0	0.0
0.0	23.0	4.0	0.0	0.0	0.0	0.0
0.0	24.0	4.0	0.25	0.0	0.0	0.0
0.0	25.0	2.0	0.0	0.0	0.0	0.0
0.0	26.0	2.0	0.0	0.0	0.0	0.0
0.0	27.0	2.0	0.0	0.0	0.0	0.0
0.0	28.0	2.0	0.0	0.0	0.0	0.0
0.0	29.0	2.0	0.0	0.0	0.0	0.0
0.0	30.0	1.0	NaN	NaN	NaN	NaN
0.0	31.0	1.0	NaN	NaN	NaN	NaN
0.0	32.0	1.0	NaN	NaN	NaN	NaN
1.0	1.0	246.0	0.5	0.22764227642276422	0.04065040650406504	0.0040650406504065045
1.0	2.0	246.0	0.4634146341463415	0.15447154471544716	0.016260162601626018	0.0
1.0	3.0	246.0	0.4349593495934959	0.18699186991869918	0.012195121951219513	0.0
1.0	4.0	246.0	0.4715447154471545	0.1951219512195122	0.02032520325203252	0.0
1.0	5.0	246.0	0.3902439024390244	0.14227642276422764	0.008130081300813009	0.0
1.0	6.0	246.0	0.4186991869918699	0.15853658536585366	0.032520325203252036	0.0040650406504065045
1.0	7.0	246.0	0.3699186991869919	0.16666666666666666	0.024390243902439025	0.0040650406504065045
1.0	8.0	246.0	0.4186991869918699	0.11788617886178862	0.0040650406504065045	0.0
1.0	9.0	246.0	0.37398373983739835	0.13414634146341464	0.016260162601626018	0.008130081300813009
1.0	10.0	246.0	0.3780487804878049	0.12601626016260162	0.024390243902439025	0.0040650406504065045
1.0	11.0	246.0	0.3617886178861789	0.13414634146341464	0.012195121951219513	0.0
1.0	12.0	246.0	0.3617886178861789	0.0975609756097561	0.016260162601626018	0.0
1.0	13.0	246.0	0.3943089430894309	0.13414634146341464	0.012195121951219513	0.0
1.0	14.0	246.0	0.3902439024390244	0.13008130081300814	0.02032520325203252	0.0
1.0	15.0	246.0	0.3048780487804878	0.10975609756097561	0.02032520325203252	0.0
1.0	16.0	245.0	0.3510204081632653	0.11428571428571428	0.02857142857142857	0.004081632653061225
1.0	17.0	244.0	0.3073770491803279	0.09016393442622951	0.0	0.0
1.0	18.0	239.0	0.34309623430962344	0.11297071129707113	0.012552301255230125	0.0
1.0	19.0	222.0	0.26576576576576577	0.0945945945945946	0.009009009009009009	0.0
1.0	20.0	203.0	0.2413793103448276	0.07881773399014778	0.014778325123152709	0.0
1.0	21.0	186.0	0.20967741935483872	0.0967741935483871	0.016129032258064516	0.0
1.0	22.0	151.0	0.152317880794702	0.033112582781456956	0.019867549668874173	0.013245033112582781
1.0	23.0	125.0	0.104	0.024	0.008	0.0
1.0	24.0	98.0	0.11224489795918367	0.05102040816326531	0.0	0.0
1.0	25.0	77.0	0.05194805194805195	0.025974025974025976	0.0	0.0
1.0	26.0	50.0	0.06	0.04	0.0	0.0
1.0	27.0	38.0	0.02631578947368421	0.0	0.0	0.0
1.0	28.0	28.0	0.0	0.0	0.0	0.0
1.0	29.0	20.0	0.0	0.0	0.0	0.0
1.0	30.0	20.0	0.0	0.0	0.0	0.0
1.0	31.0	13.0	0.0	0.0	0.0	0.0
1.0	32.0	10.0	0.0	0.0	0.0	0.0
1.0	33.0	5.0	0.0	0.0	0.0	0.0
1.0	34.0	3.0	0.0	0.0	0.0	0.0
1.0	35.0	3.0	0.0	0.0	0.0	0.0
1.0	36.0	3.0	0.0	0.0	0.0	0.0
1.0	37.0	2.0	0.0	0.0	0.0	0.0
1.0	38.0	1.0	NaN	NaN	NaN	NaN
1.0	39.0	1.0	NaN	NaN	NaN	NaN
1.0	40.0	1.0	NaN	NaN	NaN	NaN
2.0	1.0	246.0	0.4878048780487805	0.21138211382113822	0.028455284552845527	0.0040650406504065045
2.0	2.0	246.0	0.5121951219512195	0.21951219512195122	0.032520325203252036	0.0
2.0	3.0	246.0	0.4878048780487805	0.22357723577235772	0.044715447154471545	0.0
2.0	4.0	246.0	0.44308943089430897	0.18292682926829268	0.008130081300813009	0.0
2.0	5.0	246.0	0.45934959349593496	0.15853658536585366	0.02032520325203252	0.0
2.0	6.0	246.0	0.45934959349593496	0.14634146341463414	0.02032520325203252	0.0
2.0	7.0	246.0	0.3943089430894309	0.14634146341463414	0.028455284552845527	0.008130081300813009
2.0	8.0	246.0	0.43089430894308944	0.17073170731707318	0.036585365853658534	0.0040650406504065045
2.0	9.0	246.0	0.4105691056910569	0.13008130081300814	0.016260162601626018	0.0
2.0	10.0	246.0	0.3943089430894309	0.13008130081300814	0.012195121951219513	0.0040650406504065045
2.0	11.0	246.0	0.3821138211382114	0.16666666666666666	0.024390243902439025	0.0
2.0	12.0	246.0	0.3821138211382114	0.14227642276422764	0.02032520325203252	0.0
2.0	13.0	246.0	0.35772357723577236	0.12195121951219512	0.012195121951219513	0.0040650406504065045
2.0	14.0	246.0	0.33739837398373984	0.13414634146341464	0.008130081300813009	0.0
2.0	15.0	246.0	0.34146341463414637	0.11788617886178862	0.016260162601626018	0.0040650406504065045
2.0	16.0	246.0	0.3821138211382114	0.14634146341463414	0.02032520325203252	0.0
2.0	17.0	244.0	0.3442622950819672	0.0942622950819672	0.020491803278688523	0.0
2.0	18.0	241.0	0.3651452282157676	0.11203319502074689	0.008298755186721992	0.0
2.0	19.0	225.0	0.31555555555555553	0.10222222222222223	0.013333333333333334	0.0
2.0	20.0	198.0	0.2222222222222222	0.07575757575757576	0.0	0.0
2.0	21.0	170.0	0.17647058823529413	0.03529411764705882	0.0	0.0
2.0	22.0	138.0	0.14492753623188406	0.028985507246376812	0.0	0.0
2.0	23.0	112.0	0.15178571428571427	0.026785714285714284	0.017857142857142856	0.017857142857142856
2.0	24.0	90.0	0.08888888888888889	0.011111111111111112	0.0	0.0
2.0	25.0	69.0	0.08695652173913043	0.014492753623188406	0.0	0.0
2.0	26.0	55.0	0.10909090909090909	0.0	0.0	0.0
2.0	27.0	41.0	0.04878048780487805	0.0	0.0	0.0
2.0	28.0	29.0	0.0	0.0	0.0	0.0
2.0	29.0	16.0	0.0	0.0	0.0	0.0
2.0	30.0	11.0	0.0	0.0	0.0	0.0
2.0	31.0	8.0	0.125	0.0	0.0	0.0
2.0	32.0	6.0	0.0	0.0	0.0	0.0
2.0	33.0	2.0	0.0	0.0	0.0	0.0
2.0	34.0	1.0	NaN	NaN	NaN	NaN
2.0	35.0	1.0	NaN	NaN	NaN	NaN
2.0	36.0	1.0	NaN	NaN	NaN	NaN
2.0	37.0	1.0	NaN	NaN	NaN	NaN
2.0	38.0	1.0	NaN	NaN	NaN	NaN
3.0	1.0	246.0	0.4959349593495935	0.18699186991869918	0.02032520325203252	0.0040650406504065045
3.0	2.0	246.0	0.524390243902439	0.22357723577235772	0.028455284552845527	0.0
3.0	3.0	246.0	0.45934959349593496	0.1910569105691057	0.036585365853658534	0.0
3.0	4.0	246.0	0.4796747967479675	0.2073170731707317	0.012195121951219513	0.0
3.0	5.0	246.0	0.46747967479674796	0.1910569105691057	0.016260162601626018	0.008130081300813009
3.0	6.0	246.0	0.43902439024390244	0.15040650406504066	0.024390243902439025	0.008130081300813009
3.0	7.0	246.0	0.45121951219512196	0.14227642276422764	0.012195121951219513	0.0
3.0	8.0	246.0	0.3699186991869919	0.14634146341463414	0.02032520325203252	0.0
3.0	9.0	246.0	0.4186991869918699	0.16666666666666666	0.024390243902439025	0.008130081300813009
3.0	10.0	246.0	0.37398373983739835	0.10569105691056911	0.016260162601626018	0.0
