# INITIAL DAMAGE IN LINEAGE
# original file "wt_unlimCap_highRe_3gen.txt" 
# mother	daughter	initDMean	initDStd
0.0	0.0	0.14189999999999997	2.925694557147251e-17
0.0	1.0	0.06838	0.0002658320271650257
0.0	2.0	0.08081	0.0004931756504757955
0.0	3.0	0.09158000000000001	0.0007360555534589606
0.0	4.0	0.10095999999999998	0.0009686187187031983
0.0	5.0	0.10917000000000002	0.001198193084050591
0.0	6.0	0.11643	0.0014900037285561106
0.0	7.0	0.12291	0.001755277755798209
0.0	8.0	0.12874999999999998	0.002033196716721943
0.0	9.0	0.13402	0.0023460605277784282
0.0	10.0	0.13887	0.0026948716728878437
0.0	11.0	0.14336	0.003073253795066213
0.0	12.0	0.14759999999999998	0.003500476158086684
0.0	13.0	0.15162	0.00398184770064239
0.0	14.0	0.15548	0.0045381836797457956
0.0	15.0	0.15934000000000004	0.005190204448981003
0.0	16.0	0.16316999999999998	0.005992411868354844
0.0	17.0	0.16715	0.006957370192824297
0.0	18.0	0.17142999999999997	0.00832853862064381
0.0	19.0	0.17635	0.010413372812558538
0.0	20.0	0.1796	0.011026332119068423
0.0	21.0	0.1871888888888889	0.015717064328656005
0.0	22.0	0.19135714285714284	0.020181167553179963
0.0	23.0	0.180275	0.011064168894830436
0.0	24.0	0.186075	0.014753615376126168
0.0	25.0	0.17625	0.005303300858899111
0.0	26.0	0.17930000000000001	0.00622253967444162
0.0	27.0	0.18280000000000002	0.007636753236814716
0.0	28.0	0.18725	0.009970205614730322
0.0	29.0	0.19390000000000002	0.014849242404917492
0.0	30.0	NaN	NaN
0.0	31.0	NaN	NaN
0.0	32.0	NaN	NaN
1.0	1.0	0.053773170731707315	0.0014352741711052672
1.0	2.0	0.06842520325203252	0.00132107522663865
1.0	3.0	0.08102276422764228	0.001322169707723346
1.0	4.0	0.09191991869918698	0.0014224904839880892
1.0	5.0	0.1014288617886179	0.0016020714668519868
1.0	6.0	0.10978617886178862	0.0018404890744538542
1.0	7.0	0.11720203252032521	0.0021314831319518474
