# =============================================
# POPULATIONS
# =============================================
# Q 2.5526 
# s 0.637 
# g 1.05 
# k1 variation 0.0 
# k2 variation 0.0 
# maximal time 1000.0 
# maximal generation 3 
# start with 5 cells 
# =============================================
# size(1)	alive(2)	time(3)	k1(4)	k2(5)	R(6)	re(7)	rls(8)	±(9)	rej(10)	±(11)	gen(12)	±(13)	growthCycle(14)	±(15)	growth(16)	±(17)	lifetime(18)	±(19)	health(20,22,24,26)	±(21,23,25,27)	initState(28,30)	±(29,31)	rejFrac(32)
54055	0	187.2926	0.4000	0.0875	1000.0000	0.2600	21.6661	0.6981	-0.0009	0.0449	2.1687	0.0404	1.6124	0.0025	3.5207	0.5420	53.1642	1.5776	0.0935	0.0119	0.3537	0.0226	0.3100	0.0197	0.2662	0.0170	0.4926	0.0312	0.1445	0.0347	0.2978
55970	0	195.1795	0.4000	0.0891	1000.0000	0.2700	22.0329	0.6532	-0.0009	0.0413	2.2166	0.0409	1.6125	0.0023	3.5200	0.5410	55.0008	1.4961	0.0850	0.0114	0.3393	0.0228	0.2959	0.0200	0.2526	0.0173	0.4990	0.0330	0.1440	0.0349	0.2822
54305	0	196.9912	0.4000	0.0903	1000.0000	0.2800	21.7215	0.6528	-0.0008	0.0418	2.2565	0.0411	1.6138	0.0024	3.5265	0.5659	55.1712	1.5965	0.0807	0.0100	0.3326	0.0209	0.2887	0.0181	0.2449	0.0155	0.5048	0.0349	0.1429	0.0352	0.2876
58170	0	207.5398	0.4000	0.0919	1000.0000	0.2900	22.4575	0.5904	-0.0007	0.0367	2.3124	0.0425	1.6129	0.0023	3.5171	0.5637	58.0585	1.4977	0.0715	0.0080	0.3152	0.0183	0.2723	0.0156	0.2293	0.0130	0.5118	0.0367	0.1427	0.0352	0.2716
56880	0	202.9131	0.4000	0.0925	1000.0000	0.2957	22.2162	0.5749	-0.0007	0.0364	2.3370	0.0428	1.6139	0.0022	3.5209	0.5639	58.0436	1.4470	0.0701	0.0070	0.3133	0.0168	0.2699	0.0137	0.2265	0.0107	0.5152	0.0379	0.1420	0.0354	0.2501
10815	0	62.2677	0.4000	0.0313	0.3183	0.0000	11.8451	3.7058	-0.1016	0.3360	1.5390	0.1383	1.5982	0.0850	3.1624	0.2770	23.9347	4.8735	0.4499	0.1411	0.6955	0.1658	0.6592	0.1372	0.6230	0.1097	0.3630	0.0000	0.1690	0.0210	0.3870
13370	0	68.2190	0.4000	0.0356	0.3183	0.0100	13.4024	3.5334	-0.0672	0.2931	1.5202	0.0930	1.6004	0.0074	3.1965	0.2345	26.0402	4.5755	0.4841	0.1195	0.7302	0.1287	0.6894	0.1101	0.6485	0.0923	0.3673	0.0006	0.1656	0.0215	0.4076
17980	0	76.9066	0.4000	0.0400	0.3183	0.0200	14.8749	3.2452	-0.0470	0.2511	1.5036	0.0775	1.5989	0.0053	3.2289	0.2419	28.0507	4.1170	0.5101	0.1004	0.7549	0.0942	0.7114	0.0847	0.6678	0.0756	0.3714	0.0011	0.1620	0.0219	0.4107
23240	0	83.8618	0.4000	0.0444	0.3183	0.0300	16.1551	2.9767	-0.0315	0.2201	1.4933	0.0653	1.5979	0.0039	3.2508	0.2521	29.8139	3.7268	0.5266	0.0860	0.7691	0.0723	0.7247	0.0675	0.6802	0.0630	0.3756	0.0018	0.1592	0.0223	0.4133
24180	0	86.9507	0.4000	0.0481	0.3183	0.0400	16.3766	2.6450	-0.0259	0.1953	1.4917	0.0584	1.5988	0.0031	3.2665	0.2639	30.1137	3.2801	0.5293	0.0747	0.7732	0.0584	0.7276	0.0559	0.6821	0.0535	0.3797	0.0024	0.1568	0.0230	0.4090
