# =============================================
# POPULATIONS
# =============================================
# Q 2.5526 
# s 0.637 
# k1 0.404 ± 0.005 
# k2 0.03125 ± 0.005 
# R 0.3183098861837907 
# re 0.0 
# damage threshold 0.5 
# maximal time 1000.0 
# maximal generation 3 
# start with 1 cells 
# 10 independent populations 
# =============================================
# pop(1)	id(2)	momId(3)	childId(4)	gen(5)	rls(6)	rej(7)	birthT(8)	deathT(9)	genTMom(10)	DMom(11)	cycleGrowthMom(12)	totGrowthMom(13)	meanGenT(14)	meanCycleGrowth(15)	totGrowth(16)	tau(17)	nHealthy(18)	initState(19-20)	params(21-22)
1	1	0	0	0	9	0.0000	0.0000	20.3751	0.0000	0.0000	0.0000	0.0000	1.5939	1.6146	3.2315	11.2994	6.0000	0.3630	0.1688	0.4033	0.0314
1	2	1	1	1	9	0.0000	2.4970	22.0305	2.4970	0.4119	2.5841	2.5841	1.5084	1.6129	3.2976	12.5173	7.0000	0.3630	0.1495	0.4056	0.0311
1	3	1	2	1	8	-0.1267	3.8373	21.7553	1.3403	0.4245	1.5944	2.6245	1.4944	1.6103	3.1576	11.0737	6.0000	0.3630	0.1541	0.4064	0.0318
1	4	1	3	1	10	0.1267	5.2177	26.0382	1.3804	0.4374	1.5946	2.6659	1.4844	1.6020	3.1328	13.9494	8.0000	0.3630	0.1588	0.4027	0.0313
1	5	1	4	1	10	0.1267	6.6430	27.9356	1.4253	0.4510	1.5958	2.7099	1.5289	1.6056	3.1757	12.5074	7.0000	0.3630	0.1637	0.4027	0.0315
1	6	1	5	1	7	-0.2535	8.1210	26.0099	1.4780	0.4662	1.5982	2.7587	1.6949	1.6378	3.3462	8.5059	4.0000	0.3630	0.1692	0.4065	0.0312
1	7	1	6	1	5	-0.5069	9.6649	23.8728	1.5439	0.4841	1.6025	2.8161	1.6329	1.6261	2.9893	7.2531	3.0000	0.3630	0.1757	0.4081	0.0313
1	8	1	7	1	5	-0.5069	11.2994	25.8892	1.6345	0.5069	1.6107	2.8894	1.7057	1.6318	3.0002	7.4564	3.0000	0.3630	0.1840	0.4066	0.0313
1	9	1	8	1	4	-0.6337	13.0810	26.1745	1.7816	0.5403	1.6282	2.9967	1.7491	1.6322	2.8584	6.0478	2.0000	0.3630	0.1961	0.4056	0.0315
1	10	1	9	1	2	-0.8871	15.2480	25.8063	2.1670	0.6133	1.6929	3.2315	2.2717	1.7238	2.7975	3.1301	0.0000	0.3630	0.2226	0.4064	0.0314
1	11	2	1	2	11	0.2535	4.8856	26.8873	2.3886	0.3836	2.6578	2.6578	1.4620	1.6076	3.4069	15.0150	9.0000	0.3630	0.1393	0.4041	0.0310
1	12	2	2	2	9	0.0000	6.1594	25.3806	1.2737	0.3996	1.6022	2.7125	1.4761	1.6106	3.2833	12.3270	7.0000	0.3630	0.1451	0.4060	0.0313
1	13	2	3	2	11	0.2535	7.4779	30.2906	1.3186	0.4152	1.6008	2.7659	1.5303	1.6123	3.4429	13.7070	8.0000	0.3630	0.1507	0.4036	0.0313
1	14	2	4	2	13	0.5069	8.8447	33.8550	1.3667	0.4310	1.6006	2.8201	1.4646	1.5967	3.1925	16.3872	10.0000	0.3630	0.1564	0.4005	0.0312
1	15	2	5	2	6	-0.3802	10.2656	25.4907	1.4209	0.4477	1.6017	2.8773	1.5377	1.6171	3.0497	10.1900	5.0000	0.3630	0.1625	0.4081	0.0314
1	16	2	6	2	9	0.0000	11.7512	31.8600	1.4856	0.4663	1.6048	2.9413	1.5648	1.6093	3.1457	11.2494	6.0000	0.3630	0.1693	0.4027	0.0311
1	17	2	7	2	6	-0.3802	13.3207	29.2622	1.5695	0.4888	1.6109	3.0181	1.6493	1.6240	3.0550	8.8276	4.0000	0.3630	0.1774	0.4057	0.0311
1	18	2	8	2	5	-0.5069	15.0143	29.3745	1.6936	0.5189	1.6236	3.1214	1.6561	1.6190	2.8833	7.4114	3.0000	0.3630	0.1884	0.4046	0.0313
1	19	2	9	2	3	-0.7604	16.9527	28.3958	1.9384	0.5703	1.6585	3.2976	1.7665	1.6289	2.7151	4.5309	1.0000	0.3630	0.2070	0.4040	0.0314
1	20	3	1	2	11	0.3802	6.2579	28.1157	2.4206	0.3915	2.6436	2.6436	1.4489	1.6042	3.3198	14.9726	9.0000	0.3630	0.1421	0.4036	0.0311
1	21	3	2	2	9	0.1267	7.5544	26.8683	1.2966	0.4075	1.6018	2.6974	1.4853	1.6103	3.2630	12.3994	7.0000	0.3630	0.1479	0.4057	0.0313
1	22	3	3	2	11	0.3802	8.8980	30.9851	1.3435	0.4233	1.6010	2.7509	1.4664	1.6007	3.1891	15.2139	9.0000	0.3630	0.1537	0.4025	0.0314
1	23	3	4	2	8	0.0000	10.2931	28.4311	1.3952	0.4397	1.6015	2.8062	1.5191	1.6104	3.1344	11.2303	6.0000	0.3630	0.1596	0.4054	0.0314
1	24	3	5	2	7	-0.1267	11.7482	28.7442	1.4551	0.4576	1.6035	2.8665	1.5693	1.6164	3.1069	10.0053	5.0000	0.3630	0.1661	0.4058	0.0311
1	25	3	6	2	6	-0.2535	13.2779	28.7711	1.5297	0.4782	1.6081	2.9363	1.5766	1.6148	2.9796	8.6137	4.0000	0.3630	0.1736	0.4057	0.0312
1	26	3	7	2	6	-0.2535	14.9110	30.8820	1.6331	0.5045	1.6173	3.0249	1.6514	1.6197	2.9887	8.8956	4.0000	0.3630	0.1831	0.4043	0.0312
